Team,Year,attend,n345,avgstar,pf,pa,confcham,natchamp,yrsrank,wksrank,finpoll,numbowls,expec
Southern California,2006,3.537084668,2.84964174,6.364045526,4.111044855,2.802694473,4.316764588,0,3.186345573,2.745478122,2.406107199,3.981906113,2.209653665
Southern Methodist (TX),2006,0.596525385,0.227971339,3.557852223,3.373963581,4.182701396,0,0,0,0,0,0.538095421,-0.714207686
Southern Mississippi,2006,1.121056328,0.911885357,3.825108728,3.695787799,3.698987629,0.95928102,0,0,0,0,0,-0.513252171
Stanford (CA),2006,1.613959206,1.139856696,4.075661702,1.318441153,5.363532062,0,0,0,0,0,1.82952443,0.060721761
Syracuse (NY),2006,1.440778159,0.911885357,4.042254639,2.169718118,4.196928271,0,0,0,0,0,1.076190841,-0.127724101
Temple (PA),2006,0.611295459,0.341957009,3.156967466,1.359966859,7.056530246,0,0,0,0,0,0.107619084,-1.000303886
Tennessee,2006,4.09034379,2.051742053,5.161391253,3.758076357,3.613626376,0,0,2.731153349,2.745478122,2.406107199,2.905715272,1.885849128
Texas,2006,3.422055952,2.84964174,6.013271363,4.84812613,3.385996368,0,0,2.896677794,2.745478122,2.406107199,3.336191608,1.921428077
Texas-El Paso,2006,1.641102117,0.341957009,3.507741629,3.40510786,5.335078311,0,0,0,0,0,0,-0.436481403
Texas A&M,2006,2.93796872,2.279713392,5.077873596,3.758076357,3.798575757,0,0,2.110436678,1.372739061,2.406107199,1.82952443,1.047828761
Texas Christian,2006,1.234422443,1.139856696,4.276104081,3.944942033,2.276300079,0,0,1.365576674,1.176633481,2.406107199,1.29142901,0.055444087
Texas Tech,2006,1.967049031,2.96362741,4.810617091,4.380961942,4.637961412,0,0,1.365576674,0.58831674,0,0.538095421,0.22083668
Toledo (OH),2006,0.785327139,0.341957009,3.557852223,2.917180819,4.723322665,0,0,0,0,0,0,-0.760494774
Troy (AL),2006,0.804621031,0.227971339,3.541148692,3.072902215,4.111567018,1.918562039,0,0,0,0,0,-0.734954764
Tulane (LA),2006,0.732394597,0.11398567,3.407520439,2.325439514,5.690750198,0,0,0,0,0,0.322857252,-0.792796706
Tulsa (OK),2006,0.826041505,0.11398567,3.273892187,3.737313505,3.72744138,0,0,0.662097781,0.19610558,0,0.322857252,-0.70218854
UCLA,2006,2.511492508,2.279713392,5.395240695,3.104046494,3.684760753,0,0,2.77253446,0.19610558,0,1.721905346,0.837190906
Utah,2006,1.673387487,1.139856696,4.075661702,3.768457784,3.670533878,0,0,0,0,0,0.215238168,-0.172565789
Utah St.,2006,0.4392357,0.11398567,3.257188655,1.349585432,6.572816479,0,0,0,0,0,0,-1.050247586
Vanderbilt (TN),2006,1.347904554,0.683914018,3.74159107,2.74069657,4.040432641,0,0,0,0,0,0.107619084,-0.430886434
Virginia,2006,2.232214386,1.253842366,4.209289954,1.879038179,3.044551356,0,0,0,0,0,0.538095421,0.182812519
Virginia Tech,2006,2.560906524,1.937756384,5.011059469,3.488159271,2.034443196,0,0,1.200052229,2.549372541,2.406107199,1.29142901,0.926506027
Wake Forest (NC),2006,1.257196196,0.683914018,4.008847575,3.135190773,3.058778232,0.239820255,0,0.662097781,1.568844641,2.406107199,0.107619084,-0.23391035
Washington,2006,2.222586773,1.595799375,4.710395901,2.719933717,4.424558279,0,0,0,0,0,1.614286262,0.473013818
Washington St.,2006,1.340558182,1.481813705,4.309511144,3.062520789,3.940844512,0,0,0.993146672,0.58831674,0,0.430476337,-0.169370131
West Virginia,2006,2.27246477,1.139856696,4.393028801,5.242620333,4.01197889,0,0,1.613863342,2.745478122,2.406107199,1.076190841,0.547147878
Western Michigan,2006,0.720137756,0,3.340706313,3.104046494,3.684760753,0,0,0,0,0,0,-0.807592873
Wisconsin,2006,3.146103031,1.481813705,4.509953522,3.944942033,2.233619453,0,0,1.944912233,1.764950221,2.406107199,0.968571757,0.905014884
Wyoming,2006,0.738851672,0.11398567,3.257188655,2.678408012,3.755895131,0,0,0,0,0,0.215238168,-0.781645417
Air Force (CO),2007,1.461247352,0,2.909877888,3.869532508,3.713038089,0,0,1.051129774,0.199469002,0,0.215238168,-0.564545897
Akron (OH),2007,0.627789756,0.872810735,3.683602644,2.526635622,4.742931865,0,0,0,0,0,0,-0.845409453
Alabama,2007,3.53673449,2.743119452,5.516993914,3.501479288,3.875652895,0,0,3.02725375,1.595752017,0,4.089525197,1.817174067
Arizona,2007,2.002209813,1.620934222,4.575068124,3.342321138,4.363497316,0,0,0,0,0,0.322857252,0.091702081
Arizona St.,2007,2.413468721,1.870308717,4.423687193,4.177901423,3.970511533,2.03319365,0,1.807943212,2.194159023,2.346224391,0.968571757,0.542276468
Arkansas,2007,2.534689146,2.618432204,4.928290295,4.824481405,4.675175696,0,0,2.186349931,0.797876008,2.346224391,2.260000767,0.803227588
Arkansas St.,2007,0.654083611,0.374061743,3.431301093,2.894688843,4.485458421,0,0,0,0,0,0,-0.888186728
Army (NY),2007,1.217271095,0,2.77531706,2.019319021,4.93264914,0,0,0,0,0,0.107619084,-0.791298354
Auburn (AL),2007,3.250803221,3.491242939,5.668374845,3.133426067,2.981271458,0,0,2.480666268,2.194159023,2.346224391,1.506667178,1.376574413
Ball St. (IN),2007,0.50227019,0.249374496,3.364020679,4.068480195,4.986854075,0,0,0,0,0,0,-0.994641613
Baylor (TX),2007,1.319606007,1.620934222,3.935904195,2.168529786,6.016747852,0,0,0,0,0,0.753333589,-0.379927048
Boise St. (ID),2007,1.164529846,0.872810735,3.767703161,5.481008772,3.807896726,0,0,0.672723056,1.795221019,2.346224391,0.322857252,-0.341542829
Boston College (MA),2007,1.611794061,1.620934222,4.760089261,3.939164199,3.862101662,0.239199253,0,1.135220156,2.593097028,2.346224391,0.430476337,0.20086119
Bowling Green (OH),2007,0.61723383,0.249374496,3.532221713,3.899374661,5.650864536,0,0,0,0,0,0,-0.92222995
Brigham Young (UT),2007,2.475729497,1.371559726,4.137745436,3.889427277,3.26584737,2.870391035,0,1.345446111,0.797876008,2.346224391,0.215238168,0.287587517
Buffalo (NY),2007,0.520810236,0,3.195819645,2.894688843,4.485458421,0,0,0,0,0,0,-1.010628883
California,2007,2.423487256,2.8678067,5.046031019,3.789953434,4.715829397,0,0,1.555672066,2.194159023,0,0.860952673,0.660975878
Central Florida,2007,1.689639223,0.997497983,3.885443885,4.993586939,5.041059011,0.239199253,0,0,0,0,0.107619084,-0.290879582
Central Michigan,2007,0.720528372,0.124687248,3.263100059,4.844376174,7.005987926,1.793994397,0,0,0,0,0,-0.992303886
Cincinnati (OH),2007,1.160998409,0.748123487,3.801343368,4.695165409,3.306501072,0,0,0.546587483,1.795221019,2.346224391,0.215238168,-0.334028621
Clemson (SC),2007,3.122059299,2.493744957,5.416073294,4.277375266,3.292949838,0,0,2.018169167,2.593097028,2.346224391,1.721905346,1.308115256
Colorado,2007,1.938797481,2.119683213,4.50778771,3.531321441,5.190122584,0,0,0,0,0,1.076190841,0.139034358
Colorado St.,2007,0.836566796,0.124687248,3.296740266,3.02400484,5.000405309,0,0,0,0,0,0,-0.856152161
Connecticut,2007,1.466506123,0.748123487,3.767703161,3.421900213,3.347154773,1.913594023,0,0.168180764,1.595752017,0,0.107619084,-0.235164782
Duke (NC),2007,0.77016042,0.498748991,3.683602644,2.138687633,5.393391092,0,0,0,0,0,0.753333589,-0.678301916
East Carolina (NC),2007,1.594405571,0.498748991,3.61632223,4.008795889,5.352737391,0,0,0,0,0,0.107619084,-0.41554496
Eastern Michigan,2007,0.285892883,0.124687248,3.431301093,2.884741459,5.068161479,0,0,0,0,0,0,-1.081509679
Florida,2007,3.46956041,3.366555691,6.543020221,5.490956156,4.485458421,0,0,2.480666268,2.79256603,2.346224391,1.614286262,1.713095603
Florida Atlantic,2007,0.604221251,0.124687248,3.4649413,4.028690658,5.854133045,0.119599626,0,0,0,0,0,-0.952936574
Florida International,2007,0.306390574,0.249374496,3.549041817,1.800476566,6.355528699,0,0,0,0,0,0,-1.088922515
Florida St.,2007,3.09373103,2.119683213,5.382433087,3.014057455,4.038267702,0,0,1.849988403,0.598407006,0,2.690477103,1.258816468
Fresno St. (CA),2007,1.393036873,0.872810735,3.818163471,4.247533113,4.756483099,0,0,0,0,0,0,-0.454004014
Georgia,2007,3.560072684,2.743119452,5.853395982,4.21769096,3.550423282,2.03319365,0,2.648847031,2.79256603,2.346224391,2.260000767,1.71995028
Georgia Tech,2007,1.930007273,2.244370461,5.550634121,3.39205806,3.672384387,0,0,2.018169167,0.598407006,0,1.937143514,0.647124348
Hawaii,2007,1.670293089,0.997497983,4.070465022,5.610324768,4.485458421,0.358798879,0,0.378406719,2.79256603,2.346224391,0.107619084,-0.008135197
Houston (TX),2007,0.804361623,0.748123487,3.599502127,4.466375569,5.135917648,0,0,0,0,0,0.538095421,-0.70993764
Idaho,2007,0.440623578,0.124687248,3.448121196,2.56642516,6.003196618,0,0,0,0,0,0,-1.039116874
Illinois,2007,2.106272058,2.244370461,5.046031019,3.600953131,3.834999194,0,0,1.555672066,1.196814013,2.346224391,0.753333589,0.447155234
Indiana,2007,1.420405512,0.623436239,3.61632223,4.098322348,5.013956543,0,0,0,0,0,0.322857252,-0.448909026
Iowa,2007,2.709418524,1.994995965,4.961930502,2.208319324,3.049027628,0,0,0,0,0,1.076190841,0.693415765
Iowa St.,2007,1.898608189,1.246872478,4.104105229,2.168529786,5.163020116,0,0,0,0,0,0.107619084,-0.141831989
Kansas,2007,1.795812655,1.74562147,4.322766573,5.530745693,2.886412821,1.076396638,0,0.798858629,1.795221019,2.346224391,0.322857252,0.128931873
Kansas St.,2007,1.818805382,2.369057709,4.490967607,4.197796192,5.013956543,0,0,1.093174965,0.797876008,0,0.645714505,0.078096548
Kent St. (OH),2007,0.345428311,0.249374496,3.498581507,2.576372544,4.742931865,0,0,0,0,0,0,-1.024608144
Kentucky,2007,2.641822207,1.246872478,3.885443885,4.725007562,5.217225052,0,0,1.009084583,1.994690021,0,0.538095421,0.378729607
Louisiana-Lafayette,2007,0.639151772,0.124687248,3.4649413,2.835004537,5.827030577,0,0,0,0,0,0,-0.935626378
Louisiana-Monroe,2007,0.639151772,0,3.364020679,2.805162384,4.499009655,0,0,0,0,0,0,-0.912852135
Louisiana St.,2007,3.555197765,3.241868444,6.526200118,5.381534928,3.780794258,2.03319365,8.907544498,2.564756649,2.79256603,2.346224391,3.12095344,2.02333667
Louisiana Tech,2007,0.712505867,0.748123487,3.818163471,2.476898701,4.986854075,0,0,0,0,0,0,-0.780363554
Louisville (KY),2007,1.530839699,1.74562147,5.146951639,4.197796192,5.10881518,0,0,0.714768247,0.797876008,0,0.322857252,0.054428254
Marshall (WV),2007,1.152323356,0.997497983,3.61632223,2.964320533,5.569557133,0,0,0,0,0,0,-0.647777544
Maryland,2007,1.967739914,2.119683213,4.793729468,3.113531299,3.794345492,0,0,1.639762448,0.199469002,0,0.753333589,0.239379679
Massachusetts,2007,0.449452171,0.124687248,0.555063412,4.008795889,3.374257241,2.511592155,0,0,0,0,0,-1.678190537
Memphis (TN),2007,1.13888854,0.623436239,3.734062954,3.780006049,5.677967004,0,0,0,0,0,0,-0.627929297
Miami (FL),2007,1.673171978,1.994995965,5.39925319,2.457003932,4.227984977,0,0,0,0,0,2.367619851,0.491165932
Miami (OH),2007,0.62130266,0.498748991,3.649962437,2.486846085,4.512560889,2.750791408,0,0,0,0,0,-0.848612529
Michigan,2007,4.232504415,2.369057709,5.718835155,3.521374057,3.767243024,0,0,3.069298941,1.396283015,2.346224391,2.690477103,1.950768687
Michigan St.,2007,2.707691191,1.870308717,4.541427917,4.277375266,4.688726929,0,0,0,0,0,0.860952673,0.489646573
Middle Tennessee St.,2007,0.711277541,0,3.364020679,3.063794377,4.593868292,0,0,0,0,0,0,-0.882624875
Minnesota,2007,1.988007293,1.246872478,4.137745436,3.133426067,5.962542916,0,0,0,0,0,0.215238168,-0.102938446
Mississippi,2007,1.907897405,2.244370461,5.19741195,2.397319626,4.634521994,0,0,0,0,0,1.82952443,0.445534521
Mississippi St.,2007,1.892236248,2.119683213,4.40686709,2.775320231,4.078921404,0,0,0,0,0,0.753333589,0.078820746
Missouri,2007,2.312016668,2.493744957,4.861009882,5.550640462,4.417702251,1.913594023,0,1.765898021,2.393628025,2.346224391,1.076190841,0.624067816
Navy (MD),2007,1.328780067,0,2.237073752,5.083113398,6.409733635,0,0,0,0,0,0.538095421,-0.859695471
Nebraska,2007,3.243586806,3.241868444,5.601094431,3.988901121,6.165811425,0,0,2.564756649,1.196814013,0,3.551429776,1.497092397
Nevada,2007,0.655887714,0.249374496,3.364020679,4.327112188,5.66441577,0,0,0,0,0,0,-0.947651661
Nevada-Las Vegas,2007,1.123956702,0.872810735,3.902263988,2.168529786,4.648073228,0,0,0,0,0,0,-0.554257813
New Mexico,2007,1.14199774,0.249374496,3.364020679,3.193110373,3.347154773,0,0,0,0,0,0,-0.635806451
New Mexico St.,2007,0.553207335,0.249374496,3.532221713,3.103583914,6.382631167,0,0,0,0,0,0,-0.978902622
North Carolina,2007,2.203962363,2.244370461,5.046031019,2.526635622,3.984062767,0,0,0,0,0,0.860952673,0.409034606
North Carolina St.,2007,2.163235678,1.74562147,4.440507297,2.476898701,4.593868292,0,0,0,0,0,0.753333589,0.195193645
North Texas,2007,0.680722931,0.124687248,3.4649413,2.964320533,7.33121754,0,0,0,0,0,0,-0.971212272
Northern Illinois,2007,0.964888481,0,3.364020679,2.277951014,5.013956543,0,0,0,0,0,0.107619084,-0.761734966
Northwestern (IL),2007,0.943853398,1.74562147,4.608708331,3.083689146,5.041059011,0,0,0,0,0,0.215238168,-0.436697731
Notre Dame (IN),2007,3.102329313,2.119683213,6.257078464,1.959634715,4.675175696,0,0,0,0,0,2.367619851,1.361717687
Ohio,2007,0.633355609,0,3.212639749,3.640742669,4.86489297,0,0,0,0,0,0,-0.967626454
Ohio St.,2007,4.034667154,1.870308717,6.391639291,4.058532811,2.249504827,4.066387299,0,3.279524896,2.79256603,2.346224391,3.12095344,2.268949084
Oklahoma,2007,3.257290318,2.244370461,5.685194948,5.88885153,3.848550428,4.903584684,0,2.901118177,2.79256603,2.346224391,3.65904886,1.755600311
Oklahoma St.,2007,1.536328781,2.493744957,5.113311433,4.476322953,5.203673818,0,0,0,0,0,0.860952673,0.069718432
Oregon,2007,2.258776412,2.992493948,5.449713501,4.933902633,4.160228807,0,0,1.72385283,2.593097028,2.346224391,1.183809925,0.792838551
Oregon St.,2007,1.588148785,2.244370461,4.221845953,3.600953131,3.984062767,0,0,0,0,2.346224391,0.430476337,-0.160365191
Penn St.,2007,4.180799566,1.994995965,5.281512467,3.91926943,3.089681329,0,0,2.522711459,1.795221019,0,2.260000767,1.800581832
Pittsburgh (PA),2007,1.278802552,2.369057709,5.113311433,2.725583309,3.943409065,0,0,0,0,0,1.29142901,0.066567658
Purdue (IN),2007,2.277239688,1.496246974,4.50778771,4.436533416,4.675175696,0,0,1.681807639,0.398938004,0,0.430476337,0.24139515
Rice (TX),2007,0.512557421,0.374061743,3.582682024,3.750163896,6.978885459,0,0,0,0,0,0.645714505,-0.900190877
Rutgers (NJ),2007,1.676012482,2.244370461,4.760089261,4.237585729,3.956960299,0,0,0.588632674,1.795221019,0,0,0.092267647
San Diego St. (CA),2007,1.072482164,0.997497983,3.818163471,2.994162686,5.596659601,0,0,0,0,0,0.107619084,-0.616719041
San Jose St. (CA),2007,0.593626939,0.374061743,3.448121196,2.437109163,4.770034333,0,0,0,0,0,0,-0.922539606
South Carolina,2007,3.011970579,3.491242939,5.752475362,3.113531299,3.82144796,0,0,1.471581684,1.795221019,0,0.215238168,1.010512296
South Florida,2007,2.040940468,1.371559726,4.171385642,4.486270338,4.119575106,0,0,0.378406719,2.194159023,2.346224391,0,0.13838975
Southern California,2007,3.357782741,2.244370461,7.098083633,4.21769096,2.818656651,4.425186178,0,3.237479705,2.79256603,2.346224391,3.981906113,2.25458952
Southern Methodist (TX),2007,0.65911207,0.498748991,3.649962437,3.382110676,6.46393857,0,0,0,0,0,0.538095421,-0.813465949
Southern Mississippi,2007,1.02569062,0.997497983,3.633142334,3.591005747,4.255087445,0,0,0,0,0,0,-0.654570676
Stanford (CA),2007,1.509766231,1.371559726,4.423687193,2.33763532,4.593868292,0,0,0,0,0,1.82952443,0.063289904
Syracuse (NY),2007,1.343827061,1.74562147,4.30594647,1.959634715,5.66441577,0,0,0,0,0,1.076190841,-0.207854209
Temple (PA),2007,1.107758152,0.748123487,3.582682024,1.959634715,4.268638679,0,0,0,0,0,0.107619084,-0.61185211
Tennessee,2007,3.988912009,3.865304683,6.105697533,4.526059875,5.17657135,2.511592155,0,2.774982604,2.393628025,2.346224391,2.905715272,1.999894163
Texas,2007,3.268268482,2.8678067,6.374819187,4.814534021,4.458355953,0,0,2.943163368,2.79256603,2.346224391,3.336191608,1.861360175
Texas-El Paso,2007,1.403707955,0.748123487,3.801343368,4.008795889,6.030299086,0,0,0,0,0,0,-0.49989993
Texas A&M,2007,3.155531184,1.870308717,4.861009882,3.610900516,4.566765824,0,0,2.14430474,0.797876008,0,1.82952443,1.008972524
Texas Christian,2007,1.152246586,1.496246974,4.272306263,3.372163291,3.292949838,0,0,1.387491302,0.398938004,0,1.29142901,-0.151668339
Texas Tech,2007,1.992613516,2.244370461,4.591888227,5.292008469,4.566765824,0,0,1.387491302,0.398938004,2.346224391,0.538095421,0.15164716
Toledo (OH),2007,0.716574697,0.748123487,3.902263988,3.929216815,6.369079933,0,0,0,0,0,0,-0.807517614
Troy (AL),2007,0.786090273,0.748123487,3.734062954,4.058532811,3.997614001,2.03319365,0,0.126135573,0.199469002,0,0,-0.715289282
Tulane (LA),2007,1.00231404,0,3.229459852,2.914583612,5.081712713,0,0,0,0,0,0.322857252,-0.745578452
Tulsa (OK),2007,0.941934138,0.498748991,3.145359335,5.72969338,6.328426231,4.185986926,0,0,0,0,0.322857252,-0.840871204
UCLA,2007,2.931822306,1.246872478,5.500173811,2.894688843,3.929857831,0,0,2.817027795,0.598407006,0,1.721905346,1.057310454
Utah,2007,1.63494033,0.997497983,3.902263988,3.39205806,2.967720224,0,0,0,0,0,0.215238168,-0.21854602
Utah St.,2007,0.504035909,0,3.364020679,2.457003932,5.501800963,0,0,0,0,0,0,-1.01264805
Vanderbilt (TN),2007,1.329240689,0.748123487,4.205025849,2.586319929,3.672384387,0,0,0,0,0,0.107619084,-0.327530213
Virginia,2007,2.296355511,2.244370461,5.113311433,3.153320836,3.469115878,0,0,1.135220156,1.595752017,2.346224391,0.538095421,0.563022277
Virginia Tech,2007,2.542366184,2.119683213,4.591888227,3.998848505,3.049027628,1.076396638,0,1.219310538,2.79256603,2.346224391,1.29142901,0.78052353
Wake Forest (NC),2007,1.251165216,0.748123487,3.868623781,3.600953131,3.916306597,0,0,0.672723056,0.598407006,0,0.107619084,-0.410856729
Washington,2007,2.599905581,2.369057709,4.726449055,3.780006049,5.569557133,0,0,0,0,0,1.614286262,0.578743089
Washington St.,2007,1.268438551,1.870308717,4.104105229,3.063794377,5.271429987,0,0,0,0,0,0.430476337,-0.386897238
West Virginia,2007,2.31846538,2.618432204,4.978750605,5.122902935,3.184539967,1.554795144,0,1.639762448,2.79256603,2.346224391,1.076190841,0.734291935
Western Michigan,2007,0.748280863,0.124687248,3.431301093,3.213005142,4.702278163,0,0,0,0,0,0,-0.852108023
Wisconsin,2007,3.137873997,1.74562147,5.146951639,3.809848202,4.078921404,0,0,1.976123976,2.393628025,2.346224391,0.968571757,1.077591711
Wyoming,2007,0.851767331,0.748123487,3.851803678,2.317740551,4.214433743,0,0,0,0,0,0.215238168,-0.642921096
Air Force (CO),2008,1.478858895,0.243440961,3.126055358,3.189316519,3.543031036,0,0,0,0,0,0.215238168,-0.57712606
Akron (OH),2008,0.556191175,0.486881922,3.744395979,3.299292951,4.597358611,0,0,0,0,0,0,-0.928650363
Alabama,2008,3.573165701,3.651614418,6.389519743,3.867504515,2.451924592,3.059831024,0,3.100528988,2.928523711,2.375153339,4.089525197,2.17038842
Appalachian St. (NC),2008,0.975758343,0.243440961,1.597379936,4.783974779,3.714665757,1.582671219,0,0,0,0,0,-1.246372952
Arizona,2008,2.033653969,2.06924817,5.084133989,4.362398458,3.39591556,0,0,0,0,0,0.322857252,0.203669657
Arizona St.,2008,2.475636316,3.043012015,5.410480428,2.511128524,3.334617445,0,0,1.851704812,0.585704742,0,0.968571757,0.652675246
Arkansas,2008,2.665777532,1.94752769,4.946724962,2.410316795,4.585098988,0,0,0,0,0,2.260000767,0.801963878
Arkansas St.,2008,0.818464283,0.121720481,3.503930182,2.969363656,3.493992544,0,0,0,0,0,0,-0.833448809
Army (NY),2008,1.076238843,0,3.366521155,1.622152368,3.481732921,0,0,0,0,0,0.107619084,-0.725453217
Auburn (AL),2008,3.370614696,2.677850573,5.204366888,1.90625815,2.64807856,0,0,2.540711254,1.366644398,0,1.506667178,1.190122323
Ball St. (IN),2008,0.744626046,0.243440961,3.606986952,4.481539592,3.51851179,1.160625561,0,0.129188708,1.95234914,2.375153339,0,-0.732470174
Baylor (TX),2008,1.323348742,1.095484325,4.208151444,3.079340088,4.315387282,0,0,0,0,0,0.753333589,-0.297630848
Boise St. (ID),2008,1.251643437,0.608602403,3.881805005,4.481539592,2.010578166,1.477159805,0,0.689006442,2.342818969,2.375153339,0.322857252,-0.296387549
Boston College (MA),2008,1.591438938,2.556130093,4.860844321,3.170987114,3.150723101,0.316534244,0,1.16269837,0.97617457,0,0.430476337,0.021228696
Bowling Green (OH),2008,0.608893992,0,3.435225668,3.042681277,3.408175183,0,0,0,0,0,0,-0.947336278
Brigham Young (UT),2008,2.485913171,1.338925287,4.328384342,4.078292676,3.493992544,0,0,1.378012883,2.928523711,2.375153339,0.215238168,0.369352587
Buffalo (NY),2008,0.65632265,0,3.435225668,3.88583392,4.84255107,0.105511415,0,0,0,0,0,-0.966400021
California,2008,2.390202683,2.06924817,5.238719144,3.88583392,3.175242347,0,0,1.593327396,1.171409484,0,0.860952673,0.586285387
Central Florida,2008,1.535556113,1.338925287,4.482969497,1.823775826,3.543031036,0,0,0,0,0,0.107619084,-0.228563356
Central Michigan,2008,0.878729315,0.121720481,3.52110631,3.519245815,4.818031824,0,0,0,0,0,0,-0.838923412
Cincinnati (OH),2008,1.239621455,0.730322884,3.864628877,3.317622356,3.457213675,1.055114146,0,0.559817734,0.97617457,2.375153339,0.215238168,-0.446124211
Clemson (SC),2008,3.024924546,2.677850573,5.874235893,2.996857764,2.758415166,0,0,2.067019325,0.780939656,0,1.721905346,1.200299834
Colorado,2008,1.918708309,2.06924817,5.565065583,2.217858039,4.303127659,0,0,0,0,0,1.076190841,0.387763568
Colorado St.,2008,0.814702566,0.486881922,3.710043722,2.996857764,4.818031824,0,0,0,0,0,0,-0.82152702
Connecticut,2008,1.525279257,0.365161442,3.675691465,2.969363656,3.150723101,0,0,0.17225161,0.585704742,0,0.107619084,-0.392513922
Duke (NC),2008,1.114049915,0.852043364,4.13944693,2.208693337,3.444954052,0,0,0,0,0,0.753333589,-0.388701266
East Carolina (NC),2008,1.629405132,0.365161442,3.675691465,3.006022467,3.616588774,0.633068488,0,0.473691929,0.780939656,0,0.107619084,-0.345717957
Eastern Michigan,2008,0.734930899,0.121720481,3.503930182,2.831893116,5.234859005,0,0,0,0,0,0,-0.923266258
Florida,2008,3.511349446,2.434409612,6.561281027,5.599633314,2.218991756,1.160625561,11.09053651,2.540711254,2.928523711,2.375153339,1.614286262,1.72023562
Florida Atlantic,2008,0.625375742,0.243440961,3.606986952,2.987693061,4.572839365,0,0,0,0,0,0,-0.929903512
Florida International,2008,0.537188688,0.486881922,3.72721985,2.712751982,4.168271807,0,0,0,0,0,0,-0.929555002
Florida St.,2008,3.023644787,2.799571054,5.719650738,3.977480947,3.212021216,0,0,1.894767715,1.757114226,2.375153339,2.690477103,1.387185902
Fresno St. (CA),2008,1.468388136,1.217204806,4.173799187,3.528410517,4.952887676,0,0,0.602880636,1.171409484,0,0,-0.333179742
Georgia,2008,3.596744298,2.799571054,6.303639101,3.748363381,3.910819725,0,0,2.712962864,2.928523711,2.375153339,2.260000767,1.7695548
Georgia Tech,2008,1.841651284,1.460645767,4.551674011,2.905210737,3.236540462,0,0,2.067019325,1.366644398,2.375153339,1.937143514,0.367825777
Hawaii,2008,1.590391862,0.852043364,3.950509519,3.161822411,4.952887676,0,0,0,0,0,0.107619084,-0.377716843
Houston (TX),2008,0.834480665,0.365161442,3.52110631,4.838962995,4.92836843,0,0,0,0,0,0.538095421,-0.760634614
Idaho,2008,0.594894201,0.243440961,3.606986952,2.153705121,6.289186579,0,0,0,0,0,0,-0.993940346
Illinois,2008,2.393033666,2.677850573,5.152838503,3.152657709,3.910819725,0,0,1.593327396,0.97617457,0,0.753333589,0.51315432
Indiana,2008,1.232524608,0.608602403,3.692867594,2.25451685,5.185820513,0,0,0,0,0,0.322857252,-0.577603069
Iowa,2008,2.721194991,1.582366248,4.362736599,3.610892841,2.07187628,0,0,0,0,2.375153339,1.076190841,0.528272809
Iowa St.,2008,1.839324448,0.852043364,4.002037904,2.786069603,5.271637873,0,0,0,0,0,0.107619084,-0.256295239
Kansas,2008,1.974203329,2.434409612,5.324599786,3.977480947,4.597358611,0,0,0.81819515,1.757114226,0,0.322857252,0.301013489
Kansas St.,2008,1.752494715,3.164732496,5.049781733,3.840010407,5.271637873,0,0,0,0,0,0.645714505,0.069327201
Kent St. (OH),2008,0.412586662,0.365161442,3.744395979,2.822728414,4.658656725,0,0,0,0,0,0,-0.998288494
Kentucky,2008,2.69269126,1.095484325,4.294032085,2.694422577,3.420434806,0,0,0,0,0,0.538095421,0.356086357
Louisiana-Lafayette,2008,0.832541636,0,3.435225668,3.638386949,4.952887676,0,0,0,0,0,0,-0.886311893
Louisiana-Monroe,2008,0.756958273,0.365161442,3.675691465,2.60277555,4.585098988,0,0,0,0,0,0,-0.850744943
Louisiana St.,2008,3.582666945,3.164732496,6.149053946,3.684210462,3.84952161,0,0,2.626837059,2.538053883,0,3.12095344,1.867391798
Louisiana Tech,2008,0.698826173,0.365161442,3.349345027,2.932704845,3.775963872,0,0,0,0,0,0,-0.937132061
Louisville (KY),2008,1.538813682,1.460645767,4.448617241,2.712751982,4.38894502,0,0,0,0,0,0.322857252,-0.219193372
Marshall (WV),2008,0.960440011,0.973763845,4.087918545,2.25451685,4.070194823,0,0,0,0,0,0,-0.635719075
Maryland,2008,1.859684256,1.704086728,5.341775914,2.593610848,3.579809905,0,0,1.679453202,0.97617457,0,0.753333589,0.318326921
Massachusetts,2008,0.480220006,0.243440961,1.717612834,3.161822411,3.935338971,0,0,0,0,0,0,-1.456613315
Memphis (TN),2008,0.96963101,0.730322884,3.984861775,3.235140033,4.327646905,0,0,0,0,0,0,-0.664813687
Miami (FL),2008,1.795502385,3.043012015,5.719650738,3.22597533,3.84952161,0,0,2.196208033,0.390469828,0,2.367619851,0.649500727
Miami (OH),2008,0.598578356,0.121720481,3.538282438,2.025399284,4.805772201,0,0,0,0,0,0,-0.966632261
Michigan,2008,4.210447083,2.799571054,6.303639101,2.227022742,4.254089168,0,0,0,0,0,2.690477103,1.965684947
Michigan St.,2008,2.903037162,1.704086728,4.654730781,2.987693061,3.51851179,0,0,2.282333838,1.95234914,2.375153339,0.860952673,0.715657492
Middle Tennessee St.,2008,0.784414928,0.852043364,3.984861775,2.511128524,3.665627265,0,0,0,0,0,0,-0.733200687
Minnesota,2008,1.898619966,3.043012015,5.273071401,2.767740198,3.947598594,0,0,1.765579007,0.585704742,0,0.215238168,0.184254555
Mississippi,2008,2.055565,2.190968651,4.654730781,3.821681002,3.028126871,0,0,1.722516104,0.585704742,2.375153339,1.82952443,0.436224813
