Team,Year,attend,n345,avgstar,pf,pa,confcham,natchamp,yrsrank,wksrank,finpoll,numbowls,expec
Mississippi St.,2008,1.685132836,1.338925287,4.397088856,1.677140583,3.628848397,0,0,0,0,0,0.753333589,-0.059149283
Missouri,2008,2.502123456,2.312689131,5.152838503,5.416339261,4.670916348,1.793694049,0,1.808641909,2.928523711,2.375153339,1.076190841,0.71475261
Navy (MD),2008,1.5823255,0,2.885589561,3.235140033,3.506252167,0,0,0,0,0,0.538095421,-0.526382435
Nebraska,2008,3.299103294,2.799571054,5.084133989,4.215763215,4.548320119,5.170059317,0,0,0,0,3.551429776,1.382724309
Nevada,2008,0.738498713,0.365161442,3.675691465,4.481539592,5.149041644,0,0,0,0,0,0,-0.875776231
Nevada-Las Vegas,2008,0.808536453,0,3.435225668,2.813563711,4.793512578,0,0,0,0,0,0,-0.893047766
New Mexico,2008,1.152287574,0.486881922,3.744395979,2.318669768,3.346877068,0,0,0,0,0,0,-0.610782966
New Mexico St.,2008,0.688588098,0,3.435225668,2.437810903,5.014185791,0,0,0,0,0,0,-0.956114968
North Carolina,2008,2.242642551,1.825807209,5.427656556,3.299292951,3.371396314,0,0,1.98089352,1.561879312,0,0.860952673,0.580650671
North Carolina St.,2008,2.197501948,1.94752769,4.946724962,2.795234306,4.192791053,0,0,0,0,0,0.753333589,0.305313453
North Texas,2008,0.657563629,0.973763845,3.950509519,2.199528634,7.000244711,0,0,0,0,0,0,-0.898240619
Northern Illinois,2008,0.70522497,0,3.435225668,2.87771663,2.868751773,0,0,0,0,0,0.107619084,-0.865734879
Northwestern (IL),2008,1.108736975,0.730322884,3.950509519,2.905210737,3.212021216,0,0,1.464138689,0.97617457,2.375153339,0.215238168,-0.479227057
Notre Dame (IN),2008,3.133277506,2.799571054,6.801746823,2.941869548,3.530771413,0,0,0,0,0,2.367619851,1.541745574
Ohio,2008,0.592412243,0.486881922,3.778748235,2.648599064,4.008896708,0,0,0,0,0,0,-0.885851731
Ohio St.,2008,4.071030874,2.434409612,6.612809412,3.290128248,2.218991756,3.692899512,0,3.358906403,2.928523711,2.375153339,3.12095344,2.284424307
Oklahoma,2008,3.299258417,2.434409612,6.544104898,6.561927092,4.205050676,4.431479415,0,2.97134028,2.928523711,2.375153339,3.65904886,1.947325829
Oklahoma St.,2008,1.871589897,2.677850573,5.221543016,4.8572924,4.474762381,0,0,1.033509663,2.147584054,2.375153339,0.860952673,0.354580035
Oregon,2008,2.266492611,2.06924817,5.582241711,4.99476294,4.499281627,0,0,1.765579007,2.342818969,2.375153339,1.183809925,0.703967026
Oregon St.,2008,1.742450543,1.338925287,4.671906909,3.638386949,3.677886888,0,0,1.033509663,0.97617457,2.375153339,0.430476337,0.029696173
Penn St.,2008,4.198153637,1.217204806,5.152838503,4.637339537,2.292549494,0.422045659,0,2.583774156,2.928523711,2.375153339,2.260000767,1.810308686
Pittsburgh (PA),2008,1.913899517,1.825807209,5.427656556,3.22597533,3.420434806,0,0,1.98089352,2.147584054,2.375153339,1.29142901,0.538962409
Purdue (IN),2008,2.198936829,1.338925287,4.087918545,2.712751982,3.690146511,0,0,0,0,0,0.430476337,0.042480402
Rice (TX),2008,0.78255346,0.121720481,3.538282438,4.921445319,5.308416742,0,0,0,0,0,0.645714505,-0.771354206
Rutgers (NJ),2008,1.643443705,1.217204806,4.551674011,3.455092896,3.003607626,0,0,0,0,0,0,-0.165127808
San Diego St. (CA),2008,0.945315582,0.486881922,3.761572107,2.11704631,5.467791841,0,0,0,0,0,0.107619084,-0.745115339
San Jose St. (CA),2008,0.812530853,0.121720481,3.538282438,2.052893392,3.175242347,0,0,0,0,0,0,-0.818371091
South Carolina,2008,3.122961869,2.434409612,5.462008813,2.474469713,3.359136691,0,0,1.507201591,0.780939656,0,0.215238168,0.838592229
South Florida,2008,1.927007355,1.338925287,4.225327572,3.290128248,3.18750197,0,0,0.387566123,1.95234914,0,0,-0.008160331
Southern California,2008,3.365883465,2.312689131,6.681513925,4.472374889,1.434375886,4.009433756,0,3.315843501,2.928523711,2.375153339,3.981906113,2.155023932
Southern Methodist (TX),2008,0.767080006,0.486881922,3.675691465,2.346163876,5.614907316,0,0,0,0,0,0.538095421,-0.773349822
Southern Mississippi,2008,1.167373222,2.06924817,4.774963679,3.647551651,3.837261987,0,0,0,0,0,0,-0.357900114
Stanford (CA),2008,1.328545341,1.217204806,4.654730781,2.886881332,4.033415954,0,0,0,0,0,1.82952443,0.030398307
Syracuse (NY),2008,1.29814136,1.217204806,4.362736599,1.988740473,4.805772201,0,0,0,0,0,1.076190841,-0.223299452
Temple (PA),2008,0.604279103,0.243440961,3.572634695,2.575281442,3.39591556,0,0,0,0,0,0.107619084,-0.894026683
Tennessee,2008,3.934212963,1.825807209,5.255895273,1.90625815,2.464184215,0,0,2.842151572,0.195234914,0,2.905715272,1.674648059
Texas,2008,3.802281407,2.312689131,6.097525561,5.049751156,2.991348003,3.481876683,0,3.014403182,2.928523711,2.375153339,3.336191608,2.046071919
Texas-El Paso,2008,1.446360763,0.365161442,3.641339208,3.620057544,5.443272595,0,0,0,0,0,0,-0.55842285
Texas A&M,2008,3.187492766,2.556130093,5.444832684,2.749410793,5.50457071,0,0,0,0,0,1.82952443,1.065653338
Texas Christian,2008,1.17850325,0.730322884,3.864628877,4.004975055,1.802164575,0,0,1.421075786,1.95234914,2.375153339,1.29142901,-0.167072693
Texas Tech,2008,2.079608964,1.582366248,5.152838503,5.214715803,4.437983512,1.266136976,0,1.421075786,2.928523711,2.375153339,0.538095421,0.419422914
Toledo (OH),2008,0.659580219,0.608602403,3.658515337,2.465305011,4.621877856,0,0,0,0,0,0,-0.902160279
Troy (AL),2008,0.745789464,0.973763845,3.847452749,3.904163325,3.39591556,1.899205463,0,0,0,0,0,-0.778313177
Tulane (LA),2008,0.882258348,0,3.435225668,1.832940528,5.075483906,0,0,0,0,0,0.322857252,-0.804927124
Tulsa (OK),2008,0.945005338,0.730322884,3.761572107,6.057868446,4.793512578,3.798410927,0,0.689006442,0.97617457,0,0.322857252,-0.629512904
UCLA,2008,2.823032812,2.799571054,6.045997176,1.94291696,4.266348791,0,0,2.885214475,0.390469828,0,1.721905346,1.082488037
Utah,2008,1.766145481,1.217204806,4.689083037,4.399057268,2.746155543,2.532273951,0,0.732069344,2.928523711,2.375153339,0.215238168,0.141802149
Utah St.,2008,0.571470726,0.243440961,3.606986952,2.639434361,5.100003152,0,0,0,0,0,0,-0.970622313
Vanderbilt (TN),2008,1.491501366,0.486881922,3.761572107,2.282010958,3.126203855,0,0,0.732069344,0.97617457,0,0.107619084,-0.363988864
Virginia,2008,2.086977275,0.973763845,4.294032085,1.76878761,3.18750197,0,0,0,0,0,0.538095421,0.076569757
Virginia Tech,2008,2.568554601,3.408173457,5.324599786,2.831893116,2.868751773,1.055114146,0,1.248824176,1.366644398,2.375153339,1.29142901,0.794067587
Wake Forest (NC),2008,1.22802606,0.973763845,4.2425037,2.501963821,2.917790265,0,0,0.689006442,1.757114226,0,0.107619084,-0.316938822
Washington,2008,2.46799654,2.312689131,5.015429476,1.45718772,5.676205431,0,0,0,0,0,1.614286262,0.571403736
Washington St.,2008,1.191300844,0.730322884,3.692867594,1.512175936,6.987985088,0,0,0,0,0,0.430476337,-0.628719972
West Virginia,2008,2.252570381,1.582366248,4.328384342,2.923540143,2.709376674,0,0,1.679453202,1.171409484,2.375153339,1.076190841,0.346061531
Western Michigan,2008,0.719263542,0.243440961,3.641339208,3.409269383,3.972117839,0,0,0,0,0,0,-0.859497842
Wisconsin,2008,3.144640217,2.06924817,4.860844321,3.271798843,4.229569922,0,0,2.023956423,1.171409484,0,0.968571757,0.837503442
Wyoming,2008,0.707125219,0.365161442,3.675691465,1.393034802,4.082454446,0,0,0,0,0,0.215238168,-0.8188041
Air Force (CO),2009,1.376268568,0,3.1931796,4.261652402,2.659886664,0,0,1.030467519,0.355419223,2.096643997,0.216022367,-0.482233963
Akron (OH),2009,0.670919347,0.873529188,3.915846562,2.550367111,4.498337741,0,0,0,0,0,0,-0.836034218
Alabama,2009,3.551526348,3.369326869,6.403165408,4.957207068,2.138340259,3.812035321,11.18033989,2.967746453,2.487934561,2.096643997,4.104424976,2.180813901
Appalachian St. (NC),2009,0.926518698,0.124789884,1.226853215,5.133855872,4.081100617,2.033085505,0,0,0,0,0,-1.235290187
Arizona,2009,2.028544833,2.49579768,4.974637692,3.930435894,4.055023297,0,0,1.030467519,2.132515338,2.096643997,0.324033551,0.292373686
Arizona St.,2009,1.874189381,2.121428028,4.957831484,2.95886747,3.29878101,0,0,1.772404132,0.177709612,0,0.972100652,0.231986379
Arkansas,2009,2.513226357,3.618906637,5.478823945,5.166977523,4.250603199,0,0,2.143372439,1.066257669,2.096643997,2.268234855,0.928789296
Arkansas St.,2009,0.682769091,0.124789884,3.445272726,3.003029672,3.637786173,0,0,0,0,0,0,-0.888631418
Army (NY),2009,1.080642559,0.124789884,1.865489135,2.031461248,3.429167611,0,0,0,0,0,0.108011184,-0.979240124
Auburn (AL),2009,3.265974551,3.119747101,5.394792902,4.780558264,4.667840322,0,0,2.431903344,1.954805727,2.096643997,1.51215657,1.190135037
Ball St. (IN),2009,0.420260606,0.374369652,3.579722393,2.53932656,4.40706712,0,0,0,0,0,0,-1.026694373
Baylor (TX),2009,1.401357601,2.121428028,4.554482482,2.749097015,4.263641859,0,0,1.442654526,0.355419223,0,0.756078285,-0.158701585
Boise St. (ID),2009,1.265336442,1.372688724,4.235164522,6.524965205,3.129278428,1.906017661,0,0.659499212,2.487934561,2.096643997,0.324033551,-0.177968569
Boston College (MA),2009,1.378584479,0.873529188,4.151133479,3.555057185,3.35093565,0,0,1.11290492,1.066257669,0,0.432044734,-0.225528771
Bowling Green (OH),2009,0.542077512,0.249579768,3.361241684,4.085003597,4.654801662,0,0,0,0,0,0,-1.020308404
Brigham Young (UT),2009,2.47941406,1.996638144,4.806575608,5.089693671,3.650824833,0,0,1.318998424,2.487934561,2.096643997,0.216022367,0.506858978
Buffalo (NY),2009,0.616032262,0.249579768,3.51249756,3.190719026,3.716018134,0,0,0,0,0,0,-0.911978431
California,2009,2.295530746,1.747058376,4.873800442,4.173327999,4.315796499,0,0,1.525091927,2.31022495,0,0.864089469,0.51098481
Central Florida,2009,1.469754165,1.123108956,4.067102437,3.753787089,3.820327415,0,0,0,0,0,0.108011184,-0.352894526
Central Michigan,2009,0.760467897,0.873529188,3.747784477,5.244261375,3.455244931,2.033085505,0,0.164874803,1.421676892,2.096643997,0,-0.681473874
Cincinnati (OH),2009,1.310689695,1.24789884,4.167939688,5.542356232,3.911598035,1.397746284,0,0.53584311,2.487934561,2.096643997,0.216022367,-0.223059193
Clemson (SC),2009,2.925497071,1.372688724,5.882172947,4.813679915,3.729056794,2.287221193,0,1.978497636,1.777096115,2.096643997,1.728178937,1.186858966
Colorado,2009,1.933322303,1.497478608,4.772963191,2.94782692,4.511376401,0,0,0,0,0,1.080111836,0.180477723
Colorado St.,2009,0.912584635,0.62394942,3.596528602,2.870543068,4.667840322,0,0,0.494624409,0.533128835,0,0,-0.749335629
Connecticut,2009,1.475582541,0.499159536,3.764590686,4.471422857,4.002868656,0,0,0.164874803,0.177709612,2.096643997,0.108011184,-0.40688675
Duke (NC),2009,1.015681262,1.87184826,4.420032814,3.334246179,4.43314444,0,0,0,0,0,0.756078285,-0.412348103
East Carolina (NC),2009,1.611179116,0.873529188,3.899040353,4.173327999,4.002868656,0.889474908,0,0.453405708,0.533128835,2.096643997,0.108011184,-0.286564227
Eastern Michigan,2009,0.19361014,0.374369652,3.596528602,2.174988402,5.984744994,0,0,0,0,0,0,-1.20531347
Florida,2009,3.498376196,1.996638144,6.621646117,5.542356232,2.268726861,1.524814128,0,2.431903344,2.487934561,2.096643997,1.620167754,1.717183446
Florida Atlantic,2009,0.591560805,0.249579768,3.495691351,3.632341037,5.280657348,0,0,0,0,0,0,-0.994964509
Florida International,2009,0.393859223,0.748739304,3.730978269,3.036151322,5.52839189,0,0,0,0,0,0,-1.057476297
Florida St.,2009,2.869606424,2.49579768,6.083847448,4.316855153,5.085077446,0,0,1.813622833,0.710838446,2.096643997,2.700279589,1.253426389
Fresno St. (CA),2009,1.296060858,0.499159536,3.848621728,4.857842116,4.811265584,0,0,0.57706181,0.177709612,0,0,-0.535721567
Georgia,2009,3.579857656,2.371007796,6.453584033,4.151246899,4.39402846,0,0,2.596778147,1.421676892,2.096643997,2.268234855,1.682815208
Georgia Tech,2009,1.991065678,2.246217912,4.873800442,5.222180274,4.524415061,2.160153349,0,1.978497636,2.487934561,2.096643997,1.944201304,0.567694399
Hawaii,2009,1.417530378,1.497478608,4.016683812,3.268002878,4.993806825,0,0,0,0,0,0.108011184,-0.43988283
Houston (TX),2009,0.974303657,1.497478608,4.235164522,6.524965205,5.48927591,1.397746284,0,1.030467519,2.487934561,2.096643997,0.540055918,-0.384711991
Idaho,2009,0.48425694,0.249579768,3.529303768,4.692233862,6.102092935,0,0,0.082437401,0.533128835,0,0,-1.040498707
Illinois,2009,2.298348437,1.87184826,4.67212594,3.201759576,4.719994963,0,0,0,0,0,0.756078285,0.27297434
Indiana,2009,1.614691581,1.622268492,4.504063856,3.113435174,4.615685682,0,0,0,0,0,0.324033551,-0.183943612
Iowa,2009,2.710155969,0.873529188,4.151133479,3.323205629,2.607732024,0,0,1.772404132,2.487934561,2.096643997,1.080111836,0.700316596
Iowa St.,2009,1.784872423,1.372688724,4.235164522,2.94782692,3.702979474,0,0,0,0,0,0.108011184,-0.154907093
Kansas,2009,1.952351369,2.870167333,5.176312193,3.897314243,4.4461831,0,0,0.783155314,1.421676892,0,0.324033551,0.228749497
Kansas St.,2009,1.804982248,1.497478608,4.167939688,3.047191873,3.650824833,0,0,1.071686219,0.177709612,0,0.648067101,-0.040447893
Kent St. (OH),2009,0.598740129,0.748739304,3.730978269,2.550367111,3.507399572,0,0,0,0,0,0,-0.867365138
Kentucky,2009,2.686224891,2.371007796,4.520870065,3.742746539,3.846404735,0,0,0.989248818,0.355419223,0,0.540055918,0.458617571
Louisiana-Lafayette,2009,0.720479838,0.124789884,3.462078934,2.93678637,4.746072283,0,0,0,0,0,0,-0.91384104
Louisiana-Monroe,2009,0.536094742,0.124789884,3.29401685,3.389448931,4.276680519,0,0,0,0,0,0,-1.020724253
Louisiana St.,2009,3.569937838,2.994957217,6.369552991,3.566097735,2.751157285,0,0,2.514340745,2.487934561,2.096643997,3.132324324,1.970827084
Louisiana Tech,2009,0.771970253,1.123108956,3.949458978,3.864192592,4.028945977,0,0,0,0,0,0,-0.758107686
Louisville (KY),2009,1.252521736,1.123108956,3.882234145,2.395799407,4.107177937,0,0,0,0,0,0.324033551,-0.470887833
Marshall (WV),2009,0.858276528,0.873529188,3.848621728,3.124475724,4.120216597,0,0,0,0,0,0,-0.739007146
Maryland,2009,1.715781085,2.745377448,5.176312193,2.826380867,4.889497544,0,0,0,0,0,0.756078285,0.074453843
Massachusetts,2009,0.420222007,0.124789884,2.638574722,3.256962328,3.181433069,0,0,0,0,0,0,-1.165145374
Memphis (TN),2009,0.995648634,1.123108956,4.167939688,2.892624169,5.450159929,0,0,0,0,0,0,-0.662087401
Miami (FL),2009,1.835397876,2.246217912,5.932591572,4.349976804,3.755134114,0,0,2.102153738,2.487934561,2.096643997,2.376246039,0.820002038
Miami (OH),2009,0.455848435,0.374369652,3.562916185,2.064582899,5.345850648,0,0,0,0,0,0,-1.052514714
Michigan,2009,4.204651781,2.49579768,6.033428822,3.908354793,4.302757839,0,0,3.008965154,1.243967281,0,2.700279589,1.986691315
Michigan St.,2009,2.884891435,2.49579768,5.546048778,4.261652402,4.45922176,0,0,2.184591139,0.177709612,0,0.864089469,0.79026931
Middle Tennessee St.,2009,0.791925684,0.374369652,3.579722393,4.592868909,4.015907316,0,0,0.123656102,0.355419223,2.096643997,0,-0.797884246
Minnesota,2009,1.960997436,2.246217912,5.125893568,3.003029672,4.028945977,0,0,1.68996673,0.355419223,0,0.216022367,0.146076523
Mississippi,2009,2.152523256,3.868486405,5.226730818,4.239571301,2.998891827,0,0,1.64874803,2.487934561,2.096643997,1.836190121,0.76561283
Mississippi St.,2009,2.076291194,2.994957217,5.293955652,3.389448931,4.185409898,0,0,1.401435825,0.177709612,0,0.756078285,0.322636872
Missouri,2009,2.474936632,2.121428028,4.705738357,4.162287449,4.302757839,0,0,1.731185431,1.777096115,0,1.080111836,0.572173975
Navy (MD),2009,1.22465361,0,2.033551219,4.327895703,3.546515552,0,0,1.071686219,1.421676892,2.096643997,0.540055918,-0.696135902
Nebraska,2009,3.315149056,2.49579768,5.462017736,3.886273693,1.903644377,6.353392202,0,2.514340745,2.132515338,2.096643997,3.564369058,1.752589765
Nevada,2009,0.675473972,0.374369652,3.680559644,5.487153481,4.837342904,0,0,0.206093504,0.533128835,0,0,-0.859060469
Nevada-Las Vegas,2009,0.879081126,0.998319072,3.966265187,3.290083978,5.072038786,0,0,0,0,0,0,-0.745538129
New Mexico,2009,1.039998325,0.499159536,3.697365852,2.163947852,5.619662511,0,0,0,0,0,0,-0.742571008
New Mexico St.,2009,0.637300043,0.62394942,3.596528602,1.645041989,5.358889309,0,0,0,0,0,0,-0.954798724
North Carolina,2009,2.184946007,2.994957217,5.613273612,3.411530031,2.894582546,0,0,1.896060234,1.421676892,0,0.864089469,0.604774549
North Carolina St.,2009,2.177805282,2.49579768,4.67212594,4.018760296,4.876458884,0,0,0,0,0,0.756078285,0.205496852
North Texas,2009,0.703573689,0.374369652,3.61333481,3.521935534,5.567507871,0,0,0,0,0,0,-0.926949726
Northern Illinois,2009,0.574693255,0.374369652,3.29401685,4.107084698,3.663863493,0,0,0,0,0,0.108011184,-0.954256653
Northwestern (IL),2009,0.933698021,1.372688724,4.487257648,3.720665439,4.146293918,0,0,1.401435825,0.710838446,2.096643997,0.216022367,-0.48171838
Notre Dame (IN),2009,3.118566831,1.87184826,5.781335696,3.985638645,4.055023297,0,0,3.173839957,1.777096115,0,2.376246039,1.373752355
Ohio,2009,0.692727507,0.499159536,3.680559644,3.831070941,3.885520715,1.651881973,0,0.206093504,0.177709612,0,0,-0.834142146
Ohio St.,2009,4.062918042,3.119747101,6.319134366,4.162287449,2.125301599,4.574442385,0,3.215058658,2.487934561,2.096643997,3.132324324,2.235946383
Oklahoma,2009,3.272304707,2.745377448,5.764529488,4.460382306,2.464306762,0,0,2.844090351,2.487934561,2.096643997,3.672380241,1.813688013
Oklahoma St.,2009,2.073473502,2.246217912,4.974637692,4.073963047,3.676902153,0,0,0.989248818,2.487934561,2.096643997,0.864089469,0.459340927
Oregon,2009,2.259711326,2.49579768,4.907412858,5.178018073,4.028945977,1.143610596,0,1.68996673,2.487934561,2.096643997,1.188123019,0.586460332
Oregon St.,2009,1.633797844,1.747058376,4.420032814,4.515585058,4.237564538,0,0,0.989248818,1.954805727,2.096643997,0.432044734,-0.018699281
Penn St.,2009,4.130349644,2.371007796,4.974637692,4.140206349,2.073146959,0,0,2.473122044,2.487934561,2.096643997,2.268234855,1.833741987
Pittsburgh (PA),2009,2.062936108,1.87184826,4.957831484,4.60390946,3.35093565,0,0,1.896060234,2.31022495,2.096643997,1.296134203,0.534998529
Purdue (IN),2009,1.947565154,1.123108956,4.201552105,3.687543788,4.550492381,0,0,0,0,0,0.432044734,-0.054121917
Rice (TX),2009,0.523087044,0.374369652,3.579722393,2.417880508,6.740987281,0,0,0,0,0,0.648067101,-0.951099408
Rutgers (NJ),2009,1.895688753,2.371007796,5.041862526,4.140206349,3.038007808,0,0,0.57706181,1.066257669,2.096643997,0,0.14669035
San Diego St. (CA),2009,0.944274014,0.499159536,3.529303768,3.091354074,4.772149603,0,0,0,0,0,0.108011184,-0.767841338
San Jose St. (CA),2009,0.592255578,0.374369652,3.546109976,1.821690793,5.398005289,0,0,0,0,0,0,-0.989419689
South Carolina,2009,2.909131301,3.119747101,5.613273612,2.95886747,3.455244931,0,0,1.442654526,1.777096115,0,0.216022367,0.846279521
South Florida,2009,2.028467636,2.994957217,5.041862526,3.79794929,3.35093565,0,0,0.370968307,1.954805727,0,0,0.261866963
Southern California,2009,3.273115276,2.121428028,6.537615075,3.79794929,3.363974311,0,0,3.173839957,2.487934561,2.096643997,3.996413792,1.99444604
Southern Methodist (TX),2009,0.824001048,0.998319072,3.949458978,4.1954091,4.680878982,1.524814128,0,0,0,2.096643997,0.540055918,-0.656509033
Southern Mississippi,2009,1.184819945,2.246217912,4.957831484,4.725355513,4.3809898,0,0,0.700717913,0.177709612,0,0,-0.348067396
Stanford (CA),2009,1.599367971,2.49579768,5.495630153,5.089693671,4.498337741,0,0,1.813622833,1.421676892,2.096643997,1.836190121,0.402941068
Syracuse (NY),2009,1.50700173,0.499159536,3.848621728,2.804299767,4.36795114,0,0,0,0,0,1.080111836,-0.21591357
Temple (PA),2009,0.670803552,0.124789884,3.428466517,4.239571301,3.781211434,0.254135688,0,0.412187007,1.066257669,0,0.108011184,-0.80951466
Tennessee,2009,3.829744427,2.620587564,6.083847448,4.20644965,3.768172774,0,0,2.720434249,1.066257669,0,2.916301956,1.859966013
Texas,2009,3.905204519,2.49579768,6.470390241,6.072302645,3.051046468,4.320306697,0,2.885309052,2.487934561,2.096643997,3.348346691,2.188745177
Texas-El Paso,2009,1.119742853,0.873529188,3.915846562,3.952516994,5.241541368,0,0,0,0,0,0,-0.641767117
Texas A&M,2009,2.964365773,3.244536985,5.277149444,4.714314962,5.684855812,0,0,0,0,0,1.836190121,0.896816631
Texas Christian,2009,1.473961403,1.996638144,5.041862526,5.498194031,2.16441758,1.906017661,0,1.360217124,2.487934561,2.096643997,1.296134203,0.318550469
Texas Tech,2009,1.939536663,2.49579768,5.041862526,5.310504676,3.807288755,0,0,1.360217124,2.132515338,2.096643997,0.540055918,0.313167049
Toledo (OH),2009,0.628576779,0.249579768,3.61333481,3.930435894,5.893474373,0,0,0,0,0,0,-0.978756334
Troy (AL),2009,0.710714414,1.497478608,3.949458978,4.835761015,5.045961466,2.414289037,0,0.123656102,0.710838446,0,0,-0.783323009
Tulane (LA),2009,0.970636798,0.998319072,3.899040353,2.130826201,5.737010452,0,0,0,0,0,0.324033551,-0.679586317
Tulsa (OK),2009,0.868543732,1.87184826,4.436839023,3.875233142,4.276680519,0,0,0.659499212,0.177709612,0,0.324033551,-0.546741206
UCLA,2009,2.491418197,3.119747101,5.596467404,3.157597375,3.598670193,0,0,2.76165295,0.710838446,0,1.728178937,0.841628909
Utah,2009,1.74291584,2.121428028,4.772963191,4.283733502,3.429167611,0,0,0.700717913,2.487934561,2.096643997,0.216022367,0.138366014
Utah St.,2009,0.616456846,0.124789884,3.445272726,3.853152042,5.319773328,0,0,0,0,0,0,-0.99433561
Vanderbilt (TN),2009,1.351526921,1.622268492,4.57128869,2.163947852,3.650824833,0,0,0,0,0,0.108011184,-0.302819946
Virginia,2009,1.852188229,1.996638144,4.772963191,2.561407661,4.120216597,0,0,0,0,0,0.540055918,0.053004419
Virginia Tech,2009,2.55649529,2.371007796,5.193118401,4.570787809,2.646848004,0,0,1.195342322,2.487934561,2.096643997,1.296134203,0.874125862
Wake Forest (NC),2009,1.227085316,1.372688724,4.167939688,3.488813883,4.107177937,0,0,0,0,0,0.108011184,-0.467051127
Washington,2009,2.484045881,1.996638144,4.856994233,3.455692232,4.172371238,0,0,2.22580984,0.355419223,0,1.620167754,0.61774627
Washington St.,2009,1.000048865,1.497478608,4.285583147,1.589839238,6.023860975,0,0,0,0,0,0.432044734,-0.577922975
West Virginia,2009,2.212350951,2.620587564,5.176312193,3.753787089,3.676902153,0,0,1.607529329,2.132515338,2.096643997,1.080111836,0.5869605
Western Kentucky,2009,0.544354824,0.374369652,3.562916185,2.704934814,6.193363556,0,0,0,0,0,0,-1.044329331
Western Michigan,2009,0.784707763,0.249579768,3.361241684,3.268002878,4.302757839,0,0,0,0,0,0,-0.882894286
Wisconsin,2009,3.092088252,1.996638144,5.041862526,4.559747259,3.689940813,0,0,1.937278935,2.132515338,2.096643997,0.972100652,0.981807093
Wyoming,2009,0.752439406,0.499159536,3.630141018,2.627650963,4.628724342,0,0,0,0,0,0.216022367,-0.817208221
Air Force (CO),2010,1.567784098,0.534620459,3.876501894,3.994472735,3.408635829,0,0,1.033843971,2.339725934,2.170236906,0.216419656,-0.338505796
Akron (OH),2010,0.398271046,0.668275574,4.234043331,1.862759106,5.237356511,0,0,0,0,0,0,-1.089528848
Alabama,2010,3.98157645,3.34137787,6.81210527,4.622033289,2.189488708,0,0,2.977470637,2.519704852,2.170236906,4.111973455,2.32896194
Appalachian St. (NC),2010,1.005551295,0.534620459,2.352246295,4.442730273,3.819164962,1.896556022,0,0,0,0,0,-1.136190332
Arizona,2010,2.166657055,2.673102296,5.720662989,3.655789261,3.669881641,0,0,1.033843971,2.519704852,0,0.324629483,0.346036594
Arizona St.,2010,1.874748036,2.940412526,5.720662989,3.855014834,3.732083025,0,0,1.77821163,0.539936754,0,0.97388845,0.217071048
Arkansas,2010,2.695495309,2.806757411,5.570119226,4.721646075,3.781844132,0,0,2.15039546,2.519704852,2.170236906,2.272406383,1.000540251
Arkansas St.,2010,0.680169521,0.801930689,4.17758942,3.58606031,4.59046212,0,0,0,0,0,0,-0.945783119
Army (NY),2010,1.238296436,0.133655115,2.239338473,3.446602409,3.931127453,0,0,0,0,0,0.108209828,-1.028718951
Auburn (AL),2010,3.366319049,3.875998329,6.586289625,5.747657775,4.192373264,1.784993903,11.22497216,2.439871772,2.519704852,2.170236906,1.514937589,1.338293109
Ball St. (IN),2010,0.349860682,0.534620459,4.121135508,2.629777561,4.540701013,0,0,0,0,0,0,-1.111377881
Baylor (TX),2010,1.565828913,2.806757411,5.814752841,4.034317849,4.926349593,0,0,1.44738156,1.439831344,0,0.757468794,0.062231705
Boise St. (ID),2010,1.300940542,0.935585804,5.2690317,5.837309283,2.06508594,1.784993903,0,0.661660142,2.519704852,2.170236906,0.324629483,-0.099008262
Boston College (MA),2010,1.500369342,2.138481837,5.381939522,2.390706874,3.159830294,0,0,1.116551489,0.539936754,0,0.432839311,-0.130715812
Bowling Green (OH),2010,0.520313651,0.668275574,4.139953479,2.540126053,5.01343153,0,0,0,0,0,0,-1.043355931
Brigham Young (UT),2010,2.400223373,2.405792066,5.23139576,3.386834738,3.495717767,0,0,1.323320283,0.359957836,2.170236906,0.216419656,0.190638429
Buffalo (NY),2010,0.507604953,0.400965344,3.857683923,1.693417369,4.155052434,0,0,0,0,0,0,-1.07717765
California,2010,2.263047641,2.539447181,6.736833388,3.087996378,3.371314999,0,0,1.530089077,0.89989459,0,0.865678622,0.6190932
Central Florida,2010,1.549053432,1.871171607,5.137305908,4.472614109,2.98566642,0.334686357,0,0.206768794,1.259852426,2.170236906,0.108209828,-0.175344572
Central Michigan,2010,0.799592179,0.400965344,4.045863627,2.918654641,3.881366346,0,0,0,0,0,0,-0.891836652
Cincinnati (OH),2010,1.37124897,1.470206263,4.798582441,3.237415558,4.179932988,0,0,0.537598865,0.359957836,0,0.216419656,-0.406154573
Clemson (SC),2010,3.02932348,2.940412526,6.30402007,3.107918936,3.035427527,0,0,1.984980425,1.259852426,0,1.731357244,1.124263452
Colorado,2010,1.832555158,2.004826722,5.043216056,2.888770806,4.59046212,0,0,0,0,0,1.082098278,0.017684816
Colorado St.,2010,0.875922575,1.871171607,4.817400412,1.972333171,5.175155128,0,0,0,0,0,0,-0.743655568
Connecticut,2010,1.495637796,1.202896033,4.610402738,3.416718573,3.55791915,1.896556022,0,0.165415035,0.89989459,2.170236906,0.108209828,-0.351746819
Duke (NC),2010,1.124230983,1.336551148,4.70449259,3.018267428,5.287117618,0,0,0,0,0,0.757468794,-0.48238242
