"Coach","Year","Rating","Rank"
"Charles A. ""Chuck"" Taylor",1953,1544.57462920974,24
"Charles A. ""Chuck"" Taylor",1954,1508.66882344542,59
"Charles A. ""Chuck"" Taylor",1955,1512.5630016375,53
"Charles A. ""Chuck"" Taylor",1956,1484.77382955085,1225
"Charles A. ""Chuck"" Taylor",1957,1502.83791942109,78
"Charles A. ""Jack"" Wright",1901,1490,221
"Charles A. ""Jack"" Wright",1903,1504.60899235876,55
"Charles A. ""Rip"" Engle",1950,1502.00506373515,104
"Charles A. ""Rip"" Engle",1951,1507.60792916529,74
"Charles A. ""Rip"" Engle",1952,1525.38583648543,39
"Charles A. ""Rip"" Engle",1953,1537.09986155764,30
"Charles A. ""Rip"" Engle",1954,1559.24086241717,19
"Charles A. ""Rip"" Engle",1955,1527.22838894001,39
"Charles A. ""Rip"" Engle",1956,1519.6620515356,43
"Charles A. ""Rip"" Engle",1957,1505.69082938647,66
"Charles A. ""Rip"" Engle",1958,1477.96793664074,1265
"Charles A. ""Rip"" Engle",1959,1518.18358850479,50
"Charles A. ""Rip"" Engle",1960,1535.91400274032,33
"Charles A. ""Rip"" Engle",1961,1553.06162068943,23
"Charles A. ""Rip"" Engle",1962,1585.73025971796,9
"Charles A. ""Rip"" Engle",1963,1580.95155919234,13
"Charles A. ""Rip"" Engle",1964,1574.55196924768,12
"Charles A. ""Rip"" Engle",1965,1535.57249765992,30
"Charles A. ""Shy"" Huntington",1918,1509.98667949348,43
"Charles A. ""Shy"" Huntington",1919,1515.76844762458,29
"Charles A. ""Shy"" Huntington",1920,1490.8171383031,647
"Charles A. ""Shy"" Huntington",1921,1476.93449790521,718
"Charles A. ""Shy"" Huntington",1922,1492.58294724648,675
"Charles A. ""Shy"" Huntington",1923,1455.96463956493,773
"Charles A. Barnard",1904,1455.01483443957,342
"Charles A. Bemier",1917,1520.03676238803,24
"Charles A. Bemier",1918,1533.67313560129,10
"Charles A. Bemier",1919,1531.14846223746,18
"Charles A. Hickey",1896,1489.77854900111,102
"Charles B. ""Bud"" Wilkinson",1947,1545.30011709298,23
"Charles B. ""Bud"" Wilkinson",1948,1619.48727969671,2
"Charles B. ""Bud"" Wilkinson",1949,1656.51439286559,2
"Charles B. ""Bud"" Wilkinson",1950,1664.80539013117,1
"Charles B. ""Bud"" Wilkinson",1951,1642.27622210276,1
"Charles B. ""Bud"" Wilkinson",1952,1651.08804907301,2
"Charles B. ""Bud"" Wilkinson",1953,1653.26138171045,3
"Charles B. ""Bud"" Wilkinson",1954,1677.54157461242,1
"Charles B. ""Bud"" Wilkinson",1955,1697.11895866347,1
"Charles B. ""Bud"" Wilkinson",1956,1700.31746460764,1
"Charles B. ""Bud"" Wilkinson",1957,1690.70938981704,1
"Charles B. ""Bud"" Wilkinson",1958,1689.71791806196,1
"Charles B. ""Bud"" Wilkinson",1959,1645.23625941389,1
"Charles B. ""Bud"" Wilkinson",1960,1566.51093520153,17
"Charles B. ""Bud"" Wilkinson",1961,1546.32886667691,29
"Charles B. ""Bud"" Wilkinson",1962,1580.90279934769,13
"Charles B. ""Bud"" Wilkinson",1963,1606.32718688748,6
"Charles B. ""Charlie"" Moran",1909,1528.52671458314,16
"Charles B. ""Charlie"" Moran",1910,1546.21880397491,6
"Charles B. ""Charlie"" Moran",1911,1551.71274348744,6
"Charles B. ""Charlie"" Moran",1912,1568.21401783645,4
"Charles B. ""Charlie"" Moran",1913,1534.93617742277,13
"Charles B. ""Charlie"" Moran",1914,1570.85989590485,4
"Charles B. Mason",1895,1480.76151278898,85
"Charles C. ""Chuck"" Collins",1926,1491.10288181647,763
"Charles C. ""Chuck"" Collins",1927,1480.88498761275,806
"Charles C. ""Chuck"" Collins",1928,1489.21261116213,800
"Charles C. ""Chuck"" Collins",1929,1558.31881526379,13
"Charles C. ""Chuck"" Collins",1930,1579.63195228137,11
"Charles C. ""Chuck"" Collins",1931,1581.38995708902,9
"Charles C. ""Chuck"" Collins",1932,1523.80387980927,29
"Charles C. ""Chuck"" Collins",1933,1501.20625439254,85
"Charles C. ""Trusty"" Tallman",1925,1490.54965136417,750
"Charles C. ""Trusty"" Tallman",1926,1483.98505474373,788
"Charles C. ""Trusty"" Tallman",1927,1499.17629937922,664
"Charles C. ""Trusty"" Tallman",1928,1509.26623158109,48
"Charles C. ""Trusty"" Tallman",1934,1495.72824266742,848
"Charles C. ""Trusty"" Tallman",1935,1481.00680392341,920
"Charles C. ""Trusty"" Tallman",1936,1488.96795657286,906
"Charles D. Daly",1913,1510.78553864057,41
"Charles D. Daly",1914,1537.57854943499,12
"Charles D. Daly",1915,1526.88538654806,19
"Charles D. Daly",1916,1539.82666934492,14
"Charles D. Daly",1919,1498.29944922427,550
"Charles D. Daly",1920,1489.8696815264,657
"Charles D. Daly",1921,1475.39176227201,719
"Charles D. Daly",1922,1506.69365153337,57
"Charles E. Brickley",1916,NA,NA
"Charles E. Brickley",1917,1489.71395890666,596
"Charles E. Hammett",1910,1491.88342613656,435
"Charles E. Hammett",1911,1475.39386597049,504
"Charles E. Hammett",1912,1483.43804110309,510
"Charles Eshieman",1903,1510.71188157462,31
"Charles F. Erb",1924,1503.85780347364,75
"Charles Firth",1897,1510.60103778859,18
"Charles J. Hart",1925,1472.2816338437,800
"Charles J. Hart",1926,1473.01231725335,812
"Charles J. Hart",1927,1454.44377586701,842
"Charles J. McCoy",1914,1492.09722697144,519
"Charles J. McCoy",1915,1487.37439266846,560
"Charles J. McCoy",1916,1448.34049736445,621
"Charles L. ""Chick"" Atkinson",1949,1446.48007925063,1174
"Charles L. ""Chick"" Atkinson",1950,1448.17741190467,1183
"Charles L. ""Chick"" Atkinson",1951,1484.63784918327,1159
"Charles L. ""Chick"" Atkinson",1952,1447.88705814762,1223
"Charles L. ""Chick"" Atkinson",1953,1426.81017744835,1245
"Charles L. ""Chick"" Atkinson",1954,1396.80297843927,1256
"Charles L. ""Chick"" Atkinson",1955,1378.29819184299,1270
"Charles M. ""Doc"" Hollister",1899,1513.70194856615,18
"Charles M. ""Doc"" Hollister",1900,1530.39486293117,9
"Charles M. ""Doc"" Hollister",1901,1530.30805282541,9
"Charles M. ""Doc"" Hollister",1902,1485.03227147194,265
"Charles M. Barber",1897,NA,NA
"Charles M. Barber",1898,NA,NA
"Charles M. Best",1902,1520.31392254329,15
"Charles M. Murphy",1947,1519.71225631668,47
"Charles M. Murphy",1948,1513.52998626561,58
"Charles M. Murphy",1949,1519.1490864329,49
"Charles M. Murphy",1950,1504.00036786124,90
"Charles M. Murphy",1951,1493.38541096479,1112
"Charles M. Murphy",1952,1493.86674843319,1117
"Charles M. Murphy",1953,1513.3932771529,49
"Charles M. Murphy",1954,1488.65764592757,1187
"Charles M. Murphy",1955,1491.2621874746,1189
"Charles M. Murphy",1956,1493.63089649284,1186
"Charles M. Murphy",1957,1505.36065185833,67
"Charles M. Murphy",1958,1513.68605959781,56
"Charles M. Murphy",1959,1519.32549543773,49
"Charles M. Murphy",1960,1503.40094683978,77
"Charles M. Murphy",1961,1512.00082116453,60
"Charles M. Murphy",1962,1517.99164117652,47
"Charles M. Murphy",1963,1502.35125243311,82
"Charles M. Murphy",1964,1511.38406457351,55
"Charles M. Murphy",1965,1518.14552761337,46
"Charles M. Murphy",1966,1522.90100282052,37
"Charles M. Murphy",1967,1526.24529198088,42
"Charles M. Murphy",1968,1509.11802420813,56
"Charles M. Williams",1894,NA,NA
"Charles M. Williams",1895,NA,NA
"Charles M. Williams",1896,NA,NA
"Charles M. Williams",1897,NA,NA
"Charles M. Williams",1898,NA,NA
"Charles McCarthy",1897,1510,19
"Charles McCarthy",1898,1514.81569374021,13
"Charles McCarthy",1909,1510.60773253329,41
"Charles McClendon",1962,1573.92344176228,17
"Charles McClendon",1963,1571.77065122028,16
"Charles McClendon",1964,1588.90701648184,7
"Charles McClendon",1965,1599.43325482353,10
"Charles McClendon",1966,1562.69886687928,19
"Charles McClendon",1967,1571.28428430423,21
"Charles McClendon",1968,1585.2660278792,15
"Charles McClendon",1969,1619.86024762884,8
"Charles McClendon",1970,1618.43527014005,9
"Charles McClendon",1971,1622.41021853654,11
"Charles McClendon",1972,1635.65564453238,11
"Charles McClendon",1973,1639.5064403728,10
"Charles McClendon",1974,1577.07975760436,18
"Charles McClendon",1975,1528.77835046819,43
"Charles McClendon",1976,1531.44144396169,43
"Charles McClendon",1977,1555.03291665174,32
"Charles McClendon",1978,1568.05767376317,22
"Charles McClendon",1979,1566.43386397853,22
"Charles McGeoch",1928,NA,NA
"Charles McGeoch",1929,NA,NA
"Charles McGeoch",1930,NA,NA
"Charles O. Gill",1894,1490,66
"Charles O. Jenkins",1901,1518.11279039587,16
"Charles P. ""Bubbs"" Mosley",1914,1481.44171148676,554
"Charles P. ""Bubbs"" Mosley",1915,1514.49525258337,34
"Charles P. ""Bubbs"" Mosley",1916,1545.01122561303,10
"Charles P. ""Bubbs"" Mosley",1917,1518.68286241025,27
"Charles P. ""Bubbs"" Mosley",1918,1483.75354070211,636
"Charles P. ""Bubbs"" Mosley",1919,1464.08858587769,680
"Charles P. Nott",1897,1490,118
"Charles R. ""Chuck"" Stobart",1977,1440.41610404741,1552
"Charles R. ""Chuck"" Stobart",1978,1403.30542548802,1586
"Charles R. ""Chuck"" Stobart",1979,1486.10841755722,1527
"Charles R. ""Chuck"" Stobart",1980,1484.25351669012,1546
"Charles R. ""Chuck"" Stobart",1981,1526.14313521109,45
"Charles R. ""Chuck"" Stobart",1982,1505.44283016979,77
"Charles R. ""Chuck"" Stobart",1983,1487.34707513847,1570
"Charles R. ""Chuck"" Stobart",1984,1505.6747335573,83
"Charles R. ""Chuck"" Stobart",1989,1432.78636947584,1720
"Charles R. ""Chuck"" Stobart",1990,1441.93191245718,1729
"Charles R. ""Chuck"" Stobart",1991,1464.58167869774,1718
"Charles R. ""Chuck"" Stobart",1992,1491.45838807214,1680
"Charles R. ""Chuck"" Stobart",1993,1505.14500305143,84
"Charles R. ""Chuck"" Stobart",1994,1506.27129443913,83
"Charles Riley",1931,1478.01167911318,872
"Charles Riley",1932,1447.38841673562,918
"Charles Riley",1933,1472.60910318143,913
"Charles Robert ""Bob"" Williams",1902,1511.41308765187,31
"Charles Robert ""Bob"" Williams",1903,1506.04753034181,46
"Charles Robert ""Bob"" Williams",1906,1524.39729113148,17
"Charles Robert ""Bob"" Williams",1907,1517.5861921398,28
"Charles Robert ""Bob"" Williams",1909,1500.21828294916,149
"Charles Robert ""Bob"" Williams",1913,1475.22291538731,540
"Charles Robert ""Bob"" Williams",1914,1477.43315095155,562
"Charles Robert ""Bob"" Williams",1915,1459.59889590697,599
"Charles Robert ""Bob"" Williams",1926,1478.30748639089,802
"Charles Tambling",1902,NA,NA
"Charles Tambling",1903,NA,NA
"Charles Tambling",1904,NA,NA
"Charles Tambling",1905,NA,NA
"Charles Tambling",1918,NA,NA
"Charles Thomas",1895,1500.11210379005,44
"Charles Thomas",1901,1500.28430822917,99
"Charles Thomas",1902,1500.20941827696,109
"Charles V. ""Chuck"" Mather",1954,1417.29008642464,1253
"Charles V. ""Chuck"" Mather",1955,1436.53354319023,1260
"Charles V. ""Chuck"" Mather",1956,1437.99841610647,1281
"Charles V. ""Chuck"" Mather",1957,1475.52890556627,1255
"Charles W. Bachman",1919,1473.41839360276,672
"Charles W. Bachman",1920,1445.57312794606,714
"Charles W. Bachman",1921,1465.76580022326,728
"Charles W. Bachman",1922,1499.58962348188,539
"Charles W. Bachman",1923,1509.0579769622,53
"Charles W. Bachman",1924,1475.32932798614,775
"Charles W. Bachman",1925,1491.35323048688,745
"Charles W. Bachman",1926,1511.82877297785,46
"Charles W. Bachman",1927,1477.52979464595,813
"Charles W. Bachman",1928,1516.46266749845,39
"Charles W. Bachman",1929,1558.64501520222,12
"Charles W. Bachman",1930,1551.43476348495,15
"Charles W. Bachman",1931,1471.65888293794,879
"Charles W. Bachman",1932,1441.16106118347,921
"Charles W. Bachman",1933,1471.83594675864,915
"Charles W. Bachman",1934,1501.34536969665,86
"Charles W. Bachman",1935,1510.78976056181,47
"Charles W. Bachman",1936,1545.65299483603,20
"Charles W. Bachman",1937,1557.91630257123,15
"Charles W. Bachman",1938,1548.46693801755,16
"Charles W. Bachman",1939,1541.65225712209,24
"Charles W. Bachman",1940,1525.68599653783,32
"Charles W. Bachman",1941,1509.96914458826,52
"Charles W. Bachman",1942,1489.31879460113,996
"Charles W. Bachman",1944,1517.3653908856,48
"Charles W. Bachman",1945,1531.73643798167,29
"Charles W. Bachman",1946,1504.15442262793,77
"Charles W. Bowser",1939,1520.81104646658,44
"Charles W. Bowser",1940,1503.74343454921,68
"Charles W. Bowser",1941,1465.40057947519,1020
"Charles W. Bowser",1942,1452.71045390042,1066
"Charles W. Mayser",1915,1504.31476594297,65
"Charles W. Mayser",1916,1482.45490097768,597
"Charles W. Mayser",1917,1486.69152176068,605
"Charles W. Mayser",1918,1470.84362552768,656
"Charles W. Mayser",1919,1471.8676548326,675
"Charles W. Melick",1907,1490,368
"Charles W.P. ""Pete"" Reynolds",1925,1518.82161327268,33
"Charles W.P. ""Pete"" Reynolds",1926,1512.98011425426,42
"Charles Young",1897,1470.48022882713,141
"Charley F. Donnelly",1911,NA,NA
"Charley Molnar",2012,1401.00668349685,2071
"Charley Molnar",2013,1367.96858054637,2108
"Charley Pell",1977,1537.60988849668,41
"Charley Pell",1978,1601.78712256751,11
"Charley Pell",1979,1475.73665051128,1552
"Charley Pell",1980,1529.4255723469,42
"Charley Pell",1981,1533.53575032474,41
"Charley Pell",1982,1556.31014758749,29
"Charley Pell",1983,1590.51769315304,21
"Charley Pell",1984,1627.59921132441,7
"Charley Shira",1967,1442.33694926602,1413
"Charley Shira",1968,1416.63881716987,1430
"Charley Shira",1969,1418.31106445104,1448
"Charley Shira",1970,1478.27285254264,1407
"Charley Shira",1971,1428.65451250196,1475
"Charley Shira",1972,1441.37405176467,1481
"Charlie Bailey",1986,1419.78261674215,1700
"Charlie Bailey",1987,1465.49421086302,1673
"Charlie Bailey",1988,1491.40034869181,1613
"Charlie Bailey",1993,1411.19307968139,1787
"Charlie Bailey",1994,1418.15267246376,1789
"Charlie Bailey",1995,1376.96825632863,1817
"Charlie Bailey",1996,1362.49086270886,1824
"Charlie Bailey",1997,1399.8362544361,1839
"Charlie Bailey",1998,1402.92397932953,1856
"Charlie Bailey",1999,1420.01397975513,1864
"Charlie Bradshaw",1962,1504.90981839839,72
"Charlie Bradshaw",1963,1463.69488147915,1344
"Charlie Bradshaw",1964,1474.73329395926,1351
"Charlie Bradshaw",1965,1506.33394519862,59
"Charlie Bradshaw",1966,1469.42012487304,1371
"Charlie Bradshaw",1967,1439.35214082718,1414
"Charlie Bradshaw",1968,1439.33918078763,1422
"Charlie Bradshaw",1976,1484.52305167993,1477
"Charlie Bradshaw",1977,1468.22563294989,1527
"Charlie Bradshaw",1978,1476.16922471241,1533
"Charlie Bradshaw",1979,1482.12691853431,1536
"Charlie Bradshaw",1980,1486.59518890073,1537
"Charlie Bradshaw",1981,1489.94639167555,1535
"Charlie Bradshaw",1982,1492.45979375666,1540
"Charlie Coffey",1971,1454.88930150371,1463
"Charlie Coffey",1972,1515.29916521053,51
"Charlie Coffey",1973,1470.74633556252,1468
"Charlie Jamerson",1942,1471.11916973188,1044
"Charlie O'Rourke",1952,1490.28774368332,1149
"Charlie O'Rourke",1953,1483.35013408721,1186
"Charlie O'Rourke",1954,1498.39106336365,1103
"Charlie O'Rourke",1955,1488.98416310459,1198
"Charlie O'Rourke",1956,1482.58113872984,1230
"Charlie O'Rourke",1957,1477.64475184538,1253
"Charlie O'Rourke",1958,1474.1645558175,1273
"Charlie O'Rourke",1959,1471.4085575696,1286
"Charlie Partridge",2014,1449.40378546815,2073
"Charlie Partridge",2015,1419.5626674075,2117
"Charlie Sadler",1991,1427.29779116057,1751
"Charlie Sadler",1992,1428.15785423881,1765
"Charlie Sadler",1993,1409.53637580906,1789
"Charlie Sadler",1994,1414.63092847068,1792
"Charlie Sadler",1995,1403.16759049201,1810
"Charlie Snyder",1959,1462.99511603787,1305
"Charlie Snyder",1960,1439.37479918505,1333
"Charlie Snyder",1961,1416.04420155133,1348
"Charlie Snyder",1962,1400.67611136529,1364
"Charlie Snyder",1963,1431.77445913207,1368
"Charlie Snyder",1964,1487.55680007547,1327
"Charlie Snyder",1965,1470.78949415386,1360
"Charlie Snyder",1966,1425.15971216239,1402
"Charlie Snyder",1967,1389.05015156757,1425
"Charlie Strong",2004,1530.62030515069,66
"Charlie Strong",2010,1501.38978072201,120
"Charlie Strong",2011,1496.62246107765,1898
"Charlie Strong",2012,1574.57898195943,33
"Charlie Strong",2013,1635.68477875703,14
"Charlie Strong",2014,1584.80183257102,31
"Charlie Strong",2015,1542.92103193028,57
"Charlie Tate",1964,1474.55094621169,1352
"Charlie Tate",1965,1489.312107941,1320
"Charlie Tate",1966,1546.20017898204,23
"Charlie Tate",1967,1561.09593961395,27
"Charlie Tate",1968,1539.45550124354,38
"Charlie Tate",1969,1513.22144162004,47
"Charlie Tate",1970,1471.20660799394,1420
"Charlie Weatherbie",1992,1473.39782269662,1718
"Charlie Weatherbie",1993,1495.84393516521,1661
"Charlie Weatherbie",1994,1469.36936630646,1753
"Charlie Weatherbie",1995,1450.65207536694,1786
"Charlie Weatherbie",1996,1510.52526492357,76
"Charlie Weatherbie",1997,1509.24643924838,86
"Charlie Weatherbie",1998,1440.78418018302,1827
"Charlie Weatherbie",1999,1452.21197253945,1837
"Charlie Weatherbie",2000,1390.2850032867,1882
"Charlie Weatherbie",2001,1343.15040068883,1905
"Charlie Weatherbie",2003,1354.9466256019,1933
"Charlie Weatherbie",2004,1409.00567539168,1936
"Charlie Weatherbie",2005,1443.1436474732,1927
"Charlie Weatherbie",2006,1416.32872259677,1961
"Charlie Weatherbie",2007,1442.14714150844,1963
"Charlie Weatherbie",2008,1424.00983798915,1982
"Charlie Weatherbie",2009,1441.6154009363,1991
"Charlie Weis",2005,1566.87320914246,32
"Charlie Weis",2006,1605.56302103223,16
"Charlie Weis",2007,1509.70503482946,80
"Charlie Weis",2008,1515.46698033109,69
"Charlie Weis",2009,1510.69092600003,80
"Charlie Weis",2012,1408.44820229512,2068
"Charlie Weis",2013,1400.03002337088,2099
"Charlie Weis",2014,1397.44453828641,2115
"Chester ""Chet"" Benefiel",1939,1470.37401112328,991
"Chester ""Chet"" Benefiel",1940,1471.25551472827,1004
"Chester Caddas",1981,1391.19964029759,1620
"Chester L. Brewer",1911,1480.21468485657,495
"Chester L. Brewer",1912,1467.89583916009,526
"Chester L. Brewer",1913,1498.47049167665,419
"Chester Pittser",1924,1479.74174896855,771
"Chester Pittser",1925,1484.60416489647,779
"Chester Pittser",1926,1497.87631105667,695
"Chester Pittser",1927,1508.39199361617,52
"Chester Pittser",1928,1525.80161392001,29
"Chester Pittser",1929,1518.7844107164,40
"Chester Pittser",1930,1482.48281537531,840
"Chester Pittser",1931,1470.24787603226,883
"Chester S. Barnard",1924,1480.42921338961,764
"Chet A. Wynne",1930,1462.38899071176,877
"Chet A. Wynne",1931,1463.9410784631,895
"Chet A. Wynne",1932,1521.39830603183,32
"Chet A. Wynne",1933,1496.66239700917,822
"Chet A. Wynne",1934,1491.06945676708,875
"Chet A. Wynne",1935,1488.00011410324,903
"Chet A. Wynne",1936,1486.02517383408,917
"Chet A. Wynne",1937,1445.64068474816,983
"Ching Do Kim",1961,NA,NA
"Chip Kelly",2009,1575.98898721737,28
"Chip Kelly",2010,1627.38003812036,12
"Chip Kelly",2011,1666.28776753848,7
"Chip Kelly",2012,1691.44705161568,2
"Chris Ault",1976,1480.51852519644,1488
"Chris Ault",1977,1485.77599664326,1488
"Chris Ault",1978,1489.70418195749,1491
"Chris Ault",1979,1482.8176697235,1534
"Chris Ault",1980,1487.83603763301,1532
"Chris Ault",1981,1490.71036264814,1533
"Chris Ault",1982,1505.23606989561,78
"Chris Ault",1983,1512.98646121551,62
"Chris Ault",1984,1508.66618594771,77
"Chris Ault",1985,1523.87376833225,49
"Chris Ault",1986,1533.00083329531,41
"Chris Ault",1987,1492.06988715599,1601
"Chris Ault",1988,1474.41744122538,1670
"Chris Ault",1989,1490.65090986801,1636
"Chris Ault",1990,1509.8851546653,73
"Chris Ault",1991,1543.7277380038,40
"Chris Ault",1992,1517.32674547994,63
"Chris Ault",1994,1544.23404244863,38
"Chris Ault",1995,1562.07493671572,28
"Chris Ault",2004,1472.04462233997,1880
"Chris Ault",2005,1541.6369602776,48
"Chris Ault",2006,1546.79459615176,45
"Chris Ault",2007,1505.00973692872,100
"Chris Ault",2008,1503.22989413309,103
"Chris Ault",2009,1528.15812682815,58
"Chris Ault",2010,1611.71841682867,16
"Chris Ault",2011,1570.78831696548,35
"Chris Ault",2012,1542.99854358667,56
"Chris Cagle",1930,1489.5367751382,823
"Chris Creighton",2014,1423.30105385752,2095
"Chris Creighton",2015,1366.68056597636,2139
"Chris Hatcher",2007,1497.13236750251,1832
"Chris Hatcher",2008,1481.30494664191,1919
"Chris Hatcher",2009,1467.09630822897,1961
"Chris Pella",1983,1498.16636690686,1494
"Chris Pella",1984,1438.80221439902,1659
"Chris Pella",1985,1420.46170809792,1683
"Chris Petersen",2006,1605.30811801133,17
"Chris Petersen",2007,1602.19421467434,19
"Chris Petersen",2008,1637.01994503928,9
"Chris Petersen",2009,1684.08403430292,4
"Chris Petersen",2010,1695.21939853875,3
"Chris Petersen",2011,1706.04927071327,2
"Chris Petersen",2012,1691.44350778622,3
"Chris Petersen",2013,1609.39540101895,22
"Chris Petersen",2014,1568.06614049883,40
"Chris Petersen",2015,1562.5137541404,42
"Chris Scelfo",1998,1597.95067324385,21
"Chris Scelfo",1999,1513.54526272996,71
"Chris Scelfo",2000,1514.95723129688,68
"Chris Scelfo",2001,1467.91111296531,1848
"Chris Scelfo",2002,1501.74380822786,111
"Chris Scelfo",2003,1473.69216054621,1866
"Chris Scelfo",2004,1464.77337362783,1892
"Chris Scelfo",2005,1402.79940254303,1956
"Chris Scelfo",2006,1413.2222822547,1963
"Chris Thomsen",2012,1530.4411232304,73
"Chris Thurmond",2007,1507.44629152876,86
"Chris Tormey",1995,1499.78455423442,1595
"Chris Tormey",1996,1487.46786808891,1730
"Chris Tormey",1997,1459.69934975088,1797
"Chris Tormey",1998,1515.6085429798,72
"Chris Tormey",1999,1511.1690340453,76
"Chris Tormey",2000,1429.34758358309,1865
"Chris Tormey",2001,1418.07268206204,1887
"Chris Tormey",2002,1439.92121607261,1888
"Chris Tormey",2003,1459.41076260935,1883
"Christie Benet",1904,1510.29703072223,36
"Christie Benet",1905,1488.14307721949,328
"Christie Benet",1908,1475.29798764742,433
"Christie Benet",1909,1453.8444925108,470
"Chuck Amato",2000,1535.9303329945,48
"Chuck Amato",2001,1527.96239973102,60
"Chuck Amato",2002,1580.0866301516,27
"Chuck Amato",2003,1576.06881860491,30
"Chuck Amato",2004,1536.90678664618,57
"Chuck Amato",2005,1541.6834939101,47
"Chuck Amato",2006,1482.30098948876,1885
"Chuck Fairbanks",1967,1587.96680998579,9
"Chuck Fairbanks",1968,1588.96644135628,14
"Chuck Fairbanks",1969,1573.77767125295,21
"Chuck Fairbanks",1970,1587.85230060781,16
"Chuck Fairbanks",1971,1645.08659508595,6
"Chuck Fairbanks",1972,1680.44808554349,2
"Chuck Fairbanks",1979,1491.81700299377,1496
"Chuck Fairbanks",1980,1431.68598808763,1602
"Chuck Fairbanks",1981,1428.22901325773,1613
"Chuck Long",2006,1459.30046896522,1919
"Chuck Long",2007,1437.6226711405,1966
"Chuck Long",2008,1407.9856297522,1989
"Chuck Martin",2014,1429.74193934116,2092
"Chuck Martin",2015,1397.06310882392,2131
"Chuck Mills",1967,1522.06185726046,46
"Chuck Mills",1968,1531.88101417618,41
"Chuck Mills",1969,1491.53447522638,1353
"Chuck Mills",1970,1502.92512438664,69
"Chuck Mills",1971,1535.4332288705,31
"Chuck Mills",1972,1549.46964306172,26
"Chuck Mills",1973,1483.96572240527,1440
"Chuck Mills",1974,1415.56242745652,1531
"Chuck Mills",1975,1418.6794396788,1533
"Chuck Mills",1976,1453.22104689,1532
"Chuck Mills",1977,1385.36744392725,1570
"Chuck Reedy",1993,1491.24683162915,1691
"Chuck Reedy",1994,1507.5623391334,81
"Chuck Reedy",1995,1530.43758773106,51
"Chuck Reedy",1996,1488.11581740072,1729
"Chuck Shelton",1986,1474.52258767424,1641
"Chuck Shelton",1987,1482.01250310251,1636
"Chuck Shelton",1988,1463.03543764151,1686
"Chuck Shelton",1989,1452.50111819674,1704
"Chuck Shelton",1990,1458.80495091161,1714
"Chuck Shelton",1991,1464.04115540718,1720
"Clair Dunn",1951,1520.09756993711,46
"Clair Dunn",1952,1476.09597746547,1190
"Clair Dunn",1953,1477.75203532512,1198
"Clair S. Tappaan",1901,NA,NA
"Claire H. ""Okie"" Blanchard",1940,1480.39952559279,986
"Clarence C. Childs",1914,1490.78865357042,527
"Clarence C. Childs",1915,1492.82281809818,534
"Clarence J. Griffith",1901,1510.05412141137,29
"Clarence J. Griffith",1902,1496.13212517426,197
"Clarence L. ""Biggie"" Munn",1946,1490.70764389341,1047
"Clarence L. ""Biggie"" Munn",1947,1523.56683400329,41
"Clarence L. ""Biggie"" Munn",1948,1536.72278060816,31
"Clarence L. ""Biggie"" Munn",1949,1538.1534075881,32
"Clarence L. ""Biggie"" Munn",1950,1574.16588046606,10
"Clarence L. ""Biggie"" Munn",1951,1619.53258721187,3
"Clarence L. ""Biggie"" Munn",1952,1649.2872786864,3
"Clarence L. ""Biggie"" Munn",1953,1652.49553018783,4
"Clarence M. Price",1926,1468.58542416561,821
"Clarence M. Price",1927,1473.98965092407,822
"Clarence M. Price",1928,1498.40039085616,711
"Clarence M. Price",1929,1522.35761344859,32
"Clarence M. Price",1930,1492.29550962447,810
"Clarence Stasavich",1962,NA,NA
"Clarence Stasavich",1963,1507.64611225437,70
"Clarence Stasavich",1964,1516.5807029161,52
"Clarence Stasavich",1965,1529.80524032226,33
"Clarence Stasavich",1966,1489.96290746767,1326
"Clarence Stasavich",1967,1508.94823850834,60
"Clarence Stasavich",1968,1495.06230040847,1329
"Clarence Stasavich",1969,1466.59143520485,1421
"Clarence W. ""Doc"" Spears",1925,1487.00042822475,764
"Clarence W. ""Doc"" Spears",1926,1489.74280277023,768
"Clarence W. ""Doc"" Spears",1927,1532.18640487125,25
"Clarence W. ""Doc"" Spears",1928,1530.19737018404,24
"Clarence W. ""Doc"" Spears",1929,1535.95555711058,25
"Clarence W. ""Doc"" Spears",1930,1532.18693360091,24
"Clarence W. ""Doc"" Spears",1931,1521.87603844833,34
"Clarence W. ""Doc"" Spears",1932,1546.7850706479,16
"Clarence W. ""Doc"" Spears",1933,1487.34678654548,880
"Clarence W. ""Doc"" Spears",1934,1479.38743986273,913
"Clarence W. ""Doc"" Spears",1935,1465.10559001101,946
"Clarence W. ""Doc"" Spears",1936,1465.1683563697,954
"Clarence W. ""Doc"" Spears",1937,1466.47039503641,964
"Clarence W. ""Doc"" Spears",1938,1476.55421960984,964
"Clarence W. ""Doc"" Spears",1939,1484.18860951791,966
"Clarence W. ""Doc"" Spears",1940,1508.89989824134,52
"Clarence W. ""Doc"" Spears",1941,1486.22812728518,976
"Clarence W. ""Doc"" Spears",1942,1490.54008536092,993
"Clarence W. ""Doc"" Spears",1943,1482.44662365919,1038
"Clarence W. ""Doc"" Spears",1944,1432.64829150644,1092
"Clarence W. Russell",1914,1509.18769300564,44
"Clarence W. Russell",1915,1515.13893250426,32
"Clarence W. Russell",1916,1480.82280433993,602
"Clarence Weed",1909,NA,NA
"Clark D. Shaughnessy",1915,1478.8910337527,580
"Clark D. Shaughnessy",1916,1513.00520669487,39
