Coach,Year,Rating,Rank,Team,Win,Loss,Tie,Pct,PF,PA,Delta,Job_End_Category,Job_End_Performance,avg_team_elo,resid_elo,years_coached,Max,Num_Teams
Jeff Tedford,2010,1519.33270386397,70,California,5,7,0,0.41667,310,271,39,5,1,1504.4629689720068,14.869734891963162,8,10,1
Jeff Tedford,2011,1505.47270238731,99,California,7,6,0,0.53846,368,314,54,5,1,1504.4629689720068,1.009733415303117,9,10,1
Jeff Tedford,2012,1458.6546225846,2031,California,3,9,0,0.25,276,397,-121,5,1,1504.4629689720068,-45.8083463874068,10,10,1
Jerry Kill,2008,1468.73134032355,1948,Northern Illinois,6,7,0,0.46154,314,234,80,2,0,1492.8724947682058,-24.14115444465574,0,7,2
Jerry Kill,2009,1467.64541606093,1960,Northern Illinois,7,6,0,0.53846,372,281,91,2,0,1492.8724947682058,-25.227078707275723,1,7,2
Jerry Kill,2010,1537.23558019281,52,Northern Illinois,10,3,0,0.76923,492,248,244,2,0,1492.8724947682058,44.36308542460415,2,7,2
Jerry Kill,2011,1496.811626816,1896,Minnesota,3,9,0,0.25,221,380,-159,3,0,1521.9063667982634,-25.09473998226349,3,7,2
Jerry Kill,2012,1475.5195287421,2003,Minnesota,6,7,0,0.46154,287,321,-34,3,0,1521.9063667982634,-46.38683805616347,4,7,2
Jerry Kill,2013,1508.42694018057,103,Minnesota,4,2,0,0.66667,191,124,67,3,0,1521.9063667982634,-13.479426617693434,5,7,2
Jerry Kill,2014,1531.54999664615,72,Minnesota,8,5,0,0.61538,369,314,55,3,0,1521.9063667982634,9.643629847886587,6,7,2
Jerry Kill,2015,1514.04961544897,91,Minnesota,4,3,0,0.57143,143,162,-19,3,0,1521.9063667982634,-7.856751349293518,7,7,2
Jerry Moore,1979,1477.575345843,1548,North Texas,5,6,0,0.45455,182,235,-53,NA,NA,1469.699909163157,7.8754366798430055,0,30,3
Jerry Moore,1980,1488.03723093036,1531,North Texas,6,5,0,0.54545,268,252,16,NA,NA,1469.699909163157,18.337321767203093,1,30,3
Jerry Moore,1981,1438.25065107033,1606,Texas Tech,1,9,1,0.13636,198,298,-100,NA,NA,1520.6356458460082,-82.38499477567825,2,30,3
Jerry Moore,1982,1448.73306427759,1615,Texas Tech,4,7,0,0.36364,157,234,-77,NA,NA,1520.6356458460082,-71.9025815684181,3,30,3
Jerry Moore,1983,1450.24186886023,1635,Texas Tech,3,7,1,0.31818,160,253,-93,NA,NA,1520.6356458460082,-70.39377698577823,4,30,3
Jerry Moore,1984,1445.74949276061,1650,Texas Tech,4,7,0,0.36364,200,212,-12,NA,NA,1520.6356458460082,-74.88615308539806,5,30,3
Jerry Moore,1985,1444.37661700085,1665,Texas Tech,4,7,0,0.36364,249,240,9,NA,NA,1520.6356458460082,-76.25902884515813,6,30,3
Jerry Moore,1989,1493.67532172902,1618,Appalachian St. (NC),9,3,0,0.75,306,177,129,4,1,1486.3716169690672,7.30370475995278,7,30,3
Jerry Moore,1990,1459.72372025133,1712,Appalachian St. (NC),6,5,0,0.54545,171,266,-95,4,1,1486.3716169690672,-26.64789671773724,8,30,3
Jerry Moore,1991,1483.1364242976,1689,Appalachian St. (NC),8,4,0,0.66667,215,202,13,4,1,1486.3716169690672,-3.2351926714673027,9,30,3
Jerry Moore,1992,1468.54979017825,1727,Appalachian St. (NC),7,5,0,0.58333,262,237,25,4,1,1486.3716169690672,-17.821826790817113,10,30,3
Jerry Moore,1993,1447.95790464625,1762,Appalachian St. (NC),4,7,0,0.36364,207,252,-45,4,1,1486.3716169690672,-38.41371232281722,11,30,3
Jerry Moore,1994,1445.53972953772,1772,Appalachian St. (NC),9,4,0,0.69231,363,209,154,4,1,1486.3716169690672,-40.83188743134724,12,30,3
Jerry Moore,1995,1490.46292903325,1718,Appalachian St. (NC),12,1,0,0.92308,375,251,124,4,1,1486.3716169690672,4.09131206418283,13,30,3
Jerry Moore,1996,1481.6315462546,1750,Appalachian St. (NC),7,4,0,0.63636,223,196,27,4,1,1486.3716169690672,-4.740070714467265,14,30,3
Jerry Moore,1997,1488.15780063738,1749,Appalachian St. (NC),7,4,0,0.63636,294,215,79,4,1,1486.3716169690672,1.7861836683127876,15,30,3
Jerry Moore,1998,1490.3850350281,1753,Appalachian St. (NC),10,3,0,0.76923,356,222,134,4,1,1486.3716169690672,4.0134180590328015,16,30,3
Jerry Moore,1999,1494.28402949775,1743,Appalachian St. (NC),9,3,0,0.75,369,219,150,4,1,1486.3716169690672,7.9124125286828075,17,30,3
Jerry Moore,2000,1506.72835551289,82,Appalachian St. (NC),10,4,0,0.71429,441,278,163,4,1,1486.3716169690672,20.356738543822757,18,30,3
Jerry Moore,2001,1476.52185682299,1833,Appalachian St. (NC),9,4,0,0.69231,411,278,133,4,1,1486.3716169690672,-9.849760146077188,19,30,3
Jerry Moore,2002,1466.26313356567,1864,Appalachian St. (NC),8,4,0,0.66667,314,273,41,4,1,1486.3716169690672,-20.10848340339726,20,30,3
Jerry Moore,2003,1477.79528064554,1855,Appalachian St. (NC),7,4,0,0.63636,252,219,33,4,1,1486.3716169690672,-8.57633632352713,21,30,3
Jerry Moore,2004,1473.61412531167,1878,Appalachian St. (NC),6,5,0,0.54545,366,358,8,4,1,1486.3716169690672,-12.757491657397168,22,30,3
Jerry Moore,2005,1474.00956401903,1890,Appalachian St. (NC),12,3,0,0.8,455,282,173,4,1,1486.3716169690672,-12.362052950037196,23,30,3
Jerry Moore,2006,1492.64081111299,1848,Appalachian St. (NC),14,1,0,0.93333,528,223,305,4,1,1486.3716169690672,6.269194143922732,24,30,3
Jerry Moore,2007,1497.43219186526,1825,Appalachian St. (NC),13,2,0,0.86667,641,400,241,4,1,1486.3716169690672,11.060574896192747,25,30,3
Jerry Moore,2008,1501.58472621004,115,Appalachian St. (NC),11,3,0,0.78571,522,303,219,4,1,1486.3716169690672,15.213109240972699,26,30,3
Jerry Moore,2009,1501.59494331144,114,Appalachian St. (NC),11,3,0,0.78571,465,313,152,4,1,1486.3716169690672,15.22332634237273,27,30,3
Jerry Moore,2010,1485.26795871554,1933,Appalachian St. (NC),10,3,0,0.76923,446,307,139,4,1,1486.3716169690672,-1.103658253527101,28,30,3
Jerry Moore,2011,1493.2252450834,1923,Appalachian St. (NC),8,4,0,0.66667,344,286,58,4,1,1486.3716169690672,6.853628114332878,29,30,3
Jerry Moore,2012,1494.99812452762,1925,Appalachian St. (NC),8,4,0,0.66667,395,352,43,4,1,1486.3716169690672,8.626507558552703,30,30,3
Jim Chaney,2012,1496.25136304115,1915,Tennessee,1,0,0,1,37,17,20,6,0,1566.9224555968624,-70.67109255571245,0,0,1
Jim Grobe,1995,1449.57625086392,1787,Ohio,2,8,1,0.22727,161,320,-159,2,0,1493.337178885681,-43.76092802176095,0,18,2
Jim Grobe,1996,1469.05677707356,1773,Ohio,6,6,0,0.5,302,237,65,2,0,1493.337178885681,-24.280401812121,1,18,2
Jim Grobe,1997,1519.3022815753,65,Ohio,8,3,0,0.72727,301,177,124,2,0,1493.337178885681,25.965102689619016,2,18,2
Jim Grobe,1998,1503.90339100798,96,Ohio,5,6,0,0.45455,269,303,-34,2,0,1493.337178885681,10.56621212229902,3,18,2
Jim Grobe,1999,1490.73468098362,1768,Ohio,5,6,0,0.45455,271,287,-16,2,0,1493.337178885681,-2.6024979020610317,4,18,2
Jim Grobe,2000,1510.09864325874,78,Ohio,7,4,0,0.63636,343,208,135,2,0,1493.337178885681,16.76146437305897,5,18,2
Jim Grobe,2001,1512.11335635438,84,Wake Forest (NC),6,5,0,0.54545,292,311,-19,1,0,1472.7388514658278,39.37450488855211,6,18,2
Jim Grobe,2002,1524.44304446802,66,Wake Forest (NC),7,6,0,0.53846,356,327,29,1,0,1472.7388514658278,51.70419300219214,7,18,2
Jim Grobe,2003,1506.41574523653,92,Wake Forest (NC),5,7,0,0.41667,335,347,-12,1,0,1472.7388514658278,33.676893770702236,8,18,2
Jim Grobe,2004,1476.74213368821,1875,Wake Forest (NC),4,7,0,0.36364,230,253,-23,1,0,1472.7388514658278,4.003282222382268,9,18,2
Jim Grobe,2005,1470.35646215808,1893,Wake Forest (NC),4,7,0,0.36364,269,316,-47,1,0,1472.7388514658278,-2.3823893077478715,10,18,2
Jim Grobe,2006,1563.68571223657,32,Wake Forest (NC),11,3,0,0.78571,302,215,87,1,0,1472.7388514658278,90.9468607707422,11,18,2
Jim Grobe,2007,1590.79478680016,23,Wake Forest (NC),9,4,0,0.69231,362,289,73,1,0,1472.7388514658278,118.05593533433216,12,18,2
Jim Grobe,2008,1584.67778012816,24,Wake Forest (NC),8,5,0,0.61538,273,238,35,1,0,1472.7388514658278,111.93892866233227,13,18,2
Jim Grobe,2009,1524.99060656377,59,Wake Forest (NC),5,7,0,0.41667,316,315,1,1,0,1472.7388514658278,52.25175509794212,14,18,2
Jim Grobe,2010,1458.09760670545,1990,Wake Forest (NC),3,9,0,0.25,273,430,-157,1,0,1472.7388514658278,-14.641244760377731,15,18,2
Jim Grobe,2011,1464.86565184322,2003,Wake Forest (NC),6,7,0,0.46154,338,356,-18,1,0,1472.7388514658278,-7.873199622607899,16,18,2
Jim Grobe,2012,1447.6153591661,2043,Wake Forest (NC),5,7,0,0.41667,222,382,-160,1,0,1472.7388514658278,-25.123492299727786,17,18,2
Jim Grobe,2013,1434.04437353983,2072,Wake Forest (NC),4,8,0,0.33333,220,289,-69,1,0,1472.7388514658278,-38.69447792599772,18,18,2
Jim Harbaugh,2007,1467.46165950962,1932,Stanford (CA),4,8,0,0.33333,235,339,-104,2,0,1522.1071325635828,-54.64547305396286,0,4,2
Jim Harbaugh,2008,1472.66058884529,1936,Stanford (CA),5,7,0,0.41667,315,329,-14,2,0,1522.1071325635828,-49.44654371829279,1,4,2
Jim Harbaugh,2009,1523.61890115975,62,Stanford (CA),8,5,0,0.61538,461,345,116,2,0,1522.1071325635828,1.5117685961672578,2,4,2
Jim Harbaugh,2010,1610.24274603112,17,Stanford (CA),12,1,0,0.92308,524,226,298,2,0,1522.1071325635828,88.13561346753727,3,4,2
Jim Harbaugh,2015,1608.69443630649,16,Michigan,10,3,0,0.76923,408,213,195,0,NA,1574.1764611003014,34.51797520618857,4,4,2
Jim Hofher,2001,1449.26658830453,1868,Buffalo (NY),3,8,0,0.27273,205,286,-81,5,1,1471.7649977837323,-22.498409479202337,0,4,1
Jim Hofher,2002,1383.42495727881,1911,Buffalo (NY),1,11,0,0.08333,214,416,-202,5,1,1471.7649977837323,-88.34004050492217,1,4,1
Jim Hofher,2003,1351.45165203516,1934,Buffalo (NY),1,11,0,0.08333,177,445,-268,5,1,1471.7649977837323,-120.31334574857237,2,4,1
Jim Hofher,2004,1357.19308085391,1950,Buffalo (NY),2,9,0,0.18182,197,351,-154,5,1,1471.7649977837323,-114.57191692982224,3,4,1
Jim Hofher,2005,1344.36837251698,1962,Buffalo (NY),1,10,0,0.09091,110,327,-217,5,1,1471.7649977837323,-127.39662526675238,4,4,1
Jim L. Mora,2012,1543.71542380464,54,UCLA,9,5,0,0.64286,482,386,96,0,NA,1544.0285593878273,-0.31313558318720425,0,3,1
Jim L. Mora,2013,1622.89009509085,19,UCLA,10,3,0,0.76923,480,301,179,0,NA,1544.0285593878273,78.86153570302281,1,3,1
Jim L. Mora,2014,1635.13392364631,9,UCLA,10,3,0,0.76923,435,365,70,0,NA,1544.0285593878273,91.10536425848272,2,3,1
Jim L. Mora,2015,1588.59523409977,28,UCLA,8,5,0,0.61538,419,338,81,0,NA,1544.0285593878273,44.566674711942824,3,3,1
Jim Leavitt,1997,1479.074812031,1774,South Florida,5,6,0,0.45455,307,181,126,5,0,1500.8854040945637,-21.810592063563718,0,12,1
Jim Leavitt,1998,1465.30261917056,1802,South Florida,8,3,0,0.72727,402,178,224,5,0,1500.8854040945637,-35.58278492400359,1,12,1
Jim Leavitt,1999,1477.2497898631,1800,South Florida,7,4,0,0.63636,246,248,-2,5,0,1500.8854040945637,-23.635614231463705,2,12,1
Jim Leavitt,2000,1477.50118862616,1812,South Florida,7,4,0,0.63636,278,201,77,5,0,1500.8854040945637,-23.38421546840368,3,12,1
Jim Leavitt,2001,1500.39538989316,126,South Florida,8,3,0,0.72727,387,231,156,5,0,1500.8854040945637,-0.4900142014037101,4,12,1
Jim Leavitt,2002,1557.73980447887,40,South Florida,9,2,0,0.81818,339,204,135,5,0,1500.8854040945637,56.854400384306246,5,12,1
Jim Leavitt,2003,1561.94228314544,40,South Florida,7,4,0,0.63636,276,224,52,5,0,1500.8854040945637,61.056879050876205,6,12,1
Jim Leavitt,2004,1496.45582698499,1793,South Florida,4,7,0,0.36364,271,351,-80,5,0,1500.8854040945637,-4.429577109573756,7,12,1
Jim Leavitt,2005,1492.9052129609,1830,South Florida,6,6,0,0.5,276,216,60,5,0,1500.8854040945637,-7.980191133663766,8,12,1
Jim Leavitt,2006,1535.19491458353,51,South Florida,9,4,0,0.69231,299,220,79,5,0,1500.8854040945637,34.309510488966225,9,12,1
Jim Leavitt,2007,1562.92313562545,35,South Florida,9,4,0,0.69231,451,304,147,5,0,1500.8854040945637,62.037731530886276,10,12,1
Jim Leavitt,2008,1549.17690356643,41,South Florida,8,5,0,0.61538,359,260,99,5,0,1500.8854040945637,48.291499471866246,11,12,1
Jim Leavitt,2009,1531.56534503863,55,South Florida,8,5,0,0.61538,344,257,87,5,0,1500.8854040945637,30.679940944066402,12,12,1
Jim McElwain,2012,1454.33511247479,2037,Colorado St.,4,8,0,0.33333,254,363,-109,2,0,1489.0197598086686,-34.6846473338785,0,3,2
Jim McElwain,2013,1481.2715808142,2010,Colorado St.,8,6,0,0.57143,507,417,90,2,0,1489.0197598086686,-7.748178994468617,1,3,2
Jim McElwain,2014,1530.28436403679,73,Colorado St.,10,2,0,0.83333,431,281,150,2,0,1489.0197598086686,41.26460422812147,2,3,2
Jim McElwain,2015,1592.25568426805,24,Florida,10,4,0,0.71429,325,256,69,0,NA,1541.4195742965935,50.83610997145638,3,3,2
Jim Tressel,2001,1527.69237323294,61,Ohio St.,7,5,0,0.58333,312,244,68,4,0,1575.7904861374711,-48.098112904531035,0,9,1
Jim Tressel,2002,1644.46874830311,5,Ohio St.,14,0,0,1,410,183,227,4,0,1575.7904861374711,68.6782621656389,1,9,1
Jim Tressel,2003,1664.77935746544,5,Ohio St.,11,2,0,0.84615,322,229,93,4,0,1575.7904861374711,88.98887132796881,2,9,1
Jim Tressel,2004,1634.81261684779,11,Ohio St.,8,4,0,0.66667,290,219,71,4,0,1575.7904861374711,59.022130710318834,3,9,1
Jim Tressel,2005,1659.51830340966,3,Ohio St.,10,2,0,0.83333,392,183,209,4,0,1575.7904861374711,83.72781727218876,4,9,1
Jim Tressel,2006,1692.05734965688,3,Ohio St.,12,1,0,0.92308,450,166,284,4,0,1575.7904861374711,116.26686351940884,5,9,1
Jim Tressel,2007,1681.11242468306,2,Ohio St.,11,2,0,0.84615,408,166,242,4,0,1575.7904861374711,105.32193854558886,6,9,1
Jim Tressel,2008,1664.68579918499,5,Ohio St.,10,3,0,0.76923,359,181,178,4,0,1575.7904861374711,88.89531304751881,7,9,1
Jim Tressel,2009,1676.10972400727,5,Ohio St.,11,2,0,0.84615,377,163,214,4,0,1575.7904861374711,100.31923786979883,8,9,1
Jim Tressel,2010,1701.97188664081,2,Ohio St.,0,1,0,0,504,186,318,4,0,1575.7904861374711,126.18140050333886,9,9,1
Jimbo Fisher,2010,1568.05302838083,31,Florida St.,10,4,0,0.71429,439,275,164,0,NA,1575.8629627625562,-7.80993438172618,0,5,1
Jimbo Fisher,2011,1580.17764628357,31,Florida St.,9,4,0,0.69231,398,196,202,0,NA,1575.8629627625562,4.314683521013876,1,5,1
Jimbo Fisher,2012,1617.25156188056,14,Florida St.,12,2,0,0.85714,550,206,344,0,NA,1575.8629627625562,41.38859911800387,2,5,1
Jimbo Fisher,2013,1680.04167734867,3,Florida St.,14,0,0,1,723,170,553,0,NA,1575.8629627625562,104.17871458611376,3,5,1
Jimbo Fisher,2014,1707.53940994544,3,Florida St.,13,1,0,0.92857,472,358,114,0,NA,1575.8629627625562,131.67644718288375,4,5,1
Jimbo Fisher,2015,1674.38308736725,6,Florida St.,10,3,0,0.76923,412,227,185,0,NA,1575.8629627625562,98.52012460469382,5,5,1
Joe Glenn,2003,1458.78076918689,1884,Wyoming,4,8,0,0.33333,286,360,-74,5,1,1488.9023608154184,-30.12159162852845,0,5,1
Joe Glenn,2004,1486.95333314388,1846,Wyoming,7,5,0,0.58333,318,297,21,5,1,1488.9023608154184,-1.949027671538488,1,5,1
Joe Glenn,2005,1463.22687675708,1901,Wyoming,4,7,0,0.36364,271,297,-26,5,1,1488.9023608154184,-25.675484058338498,2,5,1
Joe Glenn,2006,1481.73722503349,1889,Wyoming,6,6,0,0.5,258,264,-6,5,1,1488.9023608154184,-7.165135781928484,3,5,1
Joe Glenn,2007,1466.59855021996,1935,Wyoming,5,7,0,0.41667,233,311,-78,5,1,1488.9023608154184,-22.303810595458344,4,5,1
Joe Glenn,2008,1442.52608703988,1972,Wyoming,4,8,0,0.33333,152,333,-181,5,1,1488.9023608154184,-46.37627377553849,5,5,1
Joe Kines,1992,1480.65122120547,1709,Arkansas,3,6,1,0.35,169,199,-30,NA,NA,1526.55012729908,-45.898906093610094,0,1,2
Joe Kines,2006,1485.30503758207,1876,Alabama,0,1,0,0,31,34,-3,6,0,1575.7584639135584,-90.45342633148834,1,1,2
Joe Novak,1996,1420.01515009858,1813,Northern Illinois,1,10,0,0.09091,157,400,-243,1,0,1492.8724947682058,-72.85734466962572,0,11,1
Joe Novak,1997,1363.40700802475,1849,Northern Illinois,0,11,0,0,129,382,-253,1,0,1492.8724947682058,-129.4654867434558,1,11,1
Joe Novak,1998,1372.17745876654,1859,Northern Illinois,2,9,0,0.18182,160,329,-169,1,0,1492.8724947682058,-120.69503600166581,2,11,1
Joe Novak,1999,1433.84605753345,1850,Northern Illinois,5,6,0,0.45455,289,289,0,1,0,1492.8724947682058,-59.026437234755804,3,11,1
Joe Novak,2000,1458.54408544727,1838,Northern Illinois,6,5,0,0.54545,409,280,129,1,0,1492.8724947682058,-34.32840932093586,4,11,1
Joe Novak,2001,1474.15752443447,1837,Northern Illinois,6,5,0,0.54545,303,292,11,1,0,1492.8724947682058,-18.71497033373589,5,11,1
Joe Novak,2002,1528.86179106746,60,Northern Illinois,8,4,0,0.66667,375,298,77,1,0,1492.8724947682058,35.98929629925419,6,11,1
Joe Novak,2003,1575.70424201795,31,Northern Illinois,10,2,0,0.83333,386,258,128,1,0,1492.8724947682058,82.83174724974424,7,11,1
Joe Novak,2004,1585.85323055504,22,Northern Illinois,9,3,0,0.75,421,304,117,1,0,1492.8724947682058,92.9807357868342,8,11,1
Joe Novak,2005,1560.18894981803,36,Northern Illinois,7,5,0,0.58333,389,274,115,1,0,1492.8724947682058,67.3164550498243,9,11,1
Joe Novak,2006,1545.36667710275,47,Northern Illinois,7,6,0,0.53846,331,275,56,1,0,1492.8724947682058,52.49418233454412,10,11,1
Joe Novak,2007,1451.14707317599,1958,Northern Illinois,2,10,0,0.16667,229,370,-141,1,0,1492.8724947682058,-41.72542159221575,11,11,1
Joe Paterno,1966,1506.86765815399,60,Penn St.,5,5,0,0.5,193,208,-15,4,0,1553.0051279207628,-46.13746976677271,0,45,1
Joe Paterno,1967,1572.56820174548,20,Penn St.,8,2,1,0.77273,299,158,141,4,0,1553.0051279207628,19.56307382471732,1,45,1
Joe Paterno,1968,1638.63450937752,3,Penn St.,11,0,0,1,354,120,234,4,0,1553.0051279207628,85.6293814567573,2,45,1
Joe Paterno,1969,1678.16648533102,2,Penn St.,11,0,0,1,322,90,232,4,0,1553.0051279207628,125.16135741025732,3,45,1
Joe Paterno,1970,1638.11179269194,7,Penn St.,7,3,0,0.7,300,163,137,4,0,1553.0051279207628,85.1066647711773,4,45,1
Joe Paterno,1971,1670.18614318526,2,Penn St.,11,1,0,0.91667,484,137,347,4,0,1553.0051279207628,117.18101526449732,5,45,1
Joe Paterno,1972,1663.92698822128,4,Penn St.,10,2,0,0.83333,358,189,169,4,0,1553.0051279207628,110.92186030051721,6,45,1
Joe Paterno,1973,1697.00611937789,1,Penn St.,12,0,0,1,447,129,318,4,0,1553.0051279207628,144.00099145712716,7,45,1
Joe Paterno,1974,1680.26929998649,3,Penn St.,10,2,0,0.83333,322,142,180,4,0,1553.0051279207628,127.26417206572728,8,45,1
Joe Paterno,1975,1658.2941167887,4,Penn St.,9,3,0,0.75,240,123,117,4,0,1553.0051279207628,105.28898886793718,9,45,1
Joe Paterno,1976,1605.79852131165,10,Penn St.,7,5,0,0.58333,241,173,68,4,0,1553.0051279207628,52.793393390887104,10,45,1
Joe Paterno,1977,1649.24078867357,4,Penn St.,11,1,0,0.91667,390,187,203,4,0,1553.0051279207628,96.23566075280723,11,45,1
Joe Paterno,1978,1676.4467298788,3,Penn St.,11,1,0,0.91667,333,111,222,4,0,1553.0051279207628,123.44160195803715,12,45,1
Joe Paterno,1979,1639.49492130645,8,Penn St.,8,4,0,0.66667,257,177,80,4,0,1553.0051279207628,86.48979338568711,13,45,1
Joe Paterno,1980,1652.28201439722,7,Penn St.,10,2,0,0.83333,321,158,163,4,0,1553.0051279207628,99.27688647645732,14,45,1
Joe Paterno,1981,1668.23778850675,3,Penn St.,10,2,0,0.83333,371,162,209,4,0,1553.0051279207628,115.2326605859871,15,45,1
Joe Paterno,1982,1692.92314629648,1,Penn St.,11,1,0,0.91667,395,196,199,4,0,1553.0051279207628,139.9180183757171,16,45,1
Joe Paterno,1983,1636.6885233908,9,Penn St.,8,4,1,0.65385,320,312,8,4,0,1553.0051279207628,83.68339547003711,17,45,1
Joe Paterno,1984,1585.21970547355,17,Penn St.,6,5,0,0.54545,209,230,-21,4,0,1553.0051279207628,32.214577552787205,18,45,1
Joe Paterno,1985,1640.97052614708,5,Penn St.,11,1,0,0.91667,275,153,122,4,0,1553.0051279207628,87.96539822631712,19,45,1
Joe Paterno,1986,1688.08638758495,2,Penn St.,12,0,0,1,340,133,207,4,0,1553.0051279207628,135.0812596641872,20,45,1
Joe Paterno,1987,1641.9963018831,6,Penn St.,8,4,0,0.66667,286,244,42,4,0,1553.0051279207628,88.99117396233714,21,45,1
Joe Paterno,1988,1573.99594674607,23,Penn St.,5,6,0,0.45455,231,201,30,4,0,1553.0051279207628,20.990818825307315,22,45,1
Joe Paterno,1989,1613.79464621732,15,Penn St.,8,3,1,0.70833,259,169,90,4,0,1553.0051279207628,60.78951829655716,23,45,1
Joe Paterno,1990,1625.97416749107,8,Penn St.,9,3,0,0.75,297,179,118,4,0,1553.0051279207628,72.96903957030713,24,45,1
Joe Paterno,1991,1656.63659465397,5,Penn St.,11,2,0,0.84615,474,184,290,4,0,1553.0051279207628,103.63146673320716,25,45,1
Joe Paterno,1992,1614.81979014634,14,Penn St.,7,5,0,0.58333,391,234,157,4,0,1553.0051279207628,61.814662225577194,26,45,1
Joe Paterno,1993,1640.1733596256,8,Penn St.,10,2,0,0.83333,388,215,173,4,0,1553.0051279207628,87.16823170483713,27,45,1
Joe Paterno,1994,1685.8610644473,3,Penn St.,12,0,0,1,564,252,312,4,0,1553.0051279207628,132.8559365265371,28,45,1
Joe Paterno,1995,1661.08720217825,4,Penn St.,9,3,0,0.75,399,259,140,4,0,1553.0051279207628,108.08207425748719,29,45,1
Joe Paterno,1996,1672.43062806738,4,Penn St.,11,2,0,0.84615,400,203,197,4,0,1553.0051279207628,119.4255001466172,30,45,1
Joe Paterno,1997,1653.96527131695,8,Penn St.,9,3,0,0.75,366,254,112,4,0,1553.0051279207628,100.96014339618728,31,45,1
Joe Paterno,1998,1643.85866230284,8,Penn St.,9,3,0,0.75,317,183,134,4,0,1553.0051279207628,90.85353438207721,32,45,1
Joe Paterno,1999,1631.89616367915,9,Penn St.,10,3,0,0.76923,417,234,183,4,0,1553.0051279207628,78.89103575838726,33,45,1
Joe Paterno,2000,1564.22858064393,34,Penn St.,5,7,0,0.41667,264,293,-29,4,0,1553.0051279207628,11.223452723167156,34,45,1
Joe Paterno,2001,1538.35015242953,52,Penn St.,5,6,0,0.45455,248,281,-33,4,0,1553.0051279207628,-14.65497549123279,35,45,1
Joe Paterno,2002,1579.27400925235,28,Penn St.,9,4,0,0.69231,446,227,219,4,0,1553.0051279207628,26.26888133158718,36,45,1
Joe Paterno,2003,1489.00963197773,1826,Penn St.,3,9,0,0.25,233,255,-22,4,0,1553.0051279207628,-63.99549594303289,37,45,1
Joe Paterno,2004,1480.08957867972,1870,Penn St.,4,7,0,0.36364,195,168,27,4,0,1553.0051279207628,-72.91554924104275,38,45,1
Joe Paterno,2005,1589.82270477791,24,Penn St.,11,1,0,0.91667,413,204,209,4,0,1553.0051279207628,36.81757685714729,39,45,1
Joe Paterno,2006,1595.60571462189,20,Penn St.,9,4,0,0.69231,290,187,103,4,0,1553.0051279207628,42.60058670112721,40,45,1
Joe Paterno,2007,1608.40284637932,17,Penn St.,9,4,0,0.69231,394,228,166,4,0,1553.0051279207628,55.397718458557165,41,45,1
Joe Paterno,2008,1636.20075789813,11,Penn St.,11,2,0,0.84615,506,187,319,4,0,1553.0051279207628,83.19562997736716,42,45,1
Joe Paterno,2009,1648.82129161291,8,Penn St.,11,2,0,0.84615,375,159,216,4,0,1553.0051279207628,95.81616369214726,43,45,1
Joe Paterno,2010,1596.61071999038,22,Penn St.,7,6,0,0.53846,319,308,11,4,0,1553.0051279207628,43.60559206961716,44,45,1
Joe Paterno,2011,1589.55855792119,28,Penn St.,8,1,0,0.88889,196,112,84,4,0,1553.0051279207628,36.55343000042717,45,45,1
Joe Tiller,1991,1493.28633419482,1651,Wyoming,4,6,1,0.40909,305,357,-52,NA,NA,1488.9023608154184,4.383973379401596,0,17,2
Joe Tiller,1992,1481.24130366244,1706,Wyoming,5,7,0,0.41667,302,341,-39,NA,NA,1488.9023608154184,-7.661057152978401,1,17,2
Joe Tiller,1993,1519.55092652302,63,Wyoming,8,4,0,0.66667,357,329,28,NA,NA,1488.9023608154184,30.64856570760162,2,17,2
Joe Tiller,1994,1513.08182395224,71,Wyoming,6,6,0,0.5,319,341,-22,NA,NA,1488.9023608154184,24.179463136821596,3,17,2
Joe Tiller,1995,1516.78871167311,69,Wyoming,6,5,0,0.54545,322,264,58,NA,NA,1488.9023608154184,27.88635085769147,4,17,2
Joe Tiller,1996,1572.70968652449,27,Wyoming,10,2,0,0.83333,464,284,180,NA,NA,1488.9023608154184,83.80732570907162,5,17,2
Joe Tiller,1997,1600.24132195427,15,Purdue (IN),9,3,0,0.75,396,267,129,1,0,1507.6210686885665,92.62025326570347,6,17,2
Joe Tiller,1998,1608.38212722578,18,Purdue (IN),9,4,0,0.69231,444,276,168,1,0,1507.6210686885665,100.76105853721356,7,17,2
Joe Tiller,1999,1600.1637391924,18,Purdue (IN),7,5,0,0.58333,384,305,79,1,0,1507.6210686885665,92.5426705038335,8,17,2
Joe Tiller,2000,1599.92676149827,21,Purdue (IN),8,4,0,0.66667,381,266,115,1,0,1507.6210686885665,92.30569280970349,9,17,2
Joe Tiller,2001,1553.54937189364,40,Purdue (IN),6,6,0,0.5,250,278,-28,1,0,1507.6210686885665,45.92830320507346,10,17,2
Joe Tiller,2002,1549.4475440212,49,Purdue (IN),7,6,0,0.53846,386,288,98,1,0,1507.6210686885665,41.826475332633436,11,17,2
Joe Tiller,2003,1586.26625908667,23,Purdue (IN),9,4,0,0.69231,349,226,123,1,0,1507.6210686885665,78.64519039810352,12,17,2
Joe Tiller,2004,1574.81731056266,29,Purdue (IN),7,5,0,0.58333,381,206,175,1,0,1507.6210686885665,67.1962418740934,13,17,2
