"date","coach","coach2","coach_win","coach_margin","year"
2445,"Emory Bellard","Jimmy Sharpe",1,19,1976
2445,"Charlie Bradshaw","Jimmy Feix",0,0,1976
2445,"Dick Bestwick","Don James",0,-21,1976
2446,"Bill Davidson","Claude Gilbert",0,-10,1976
2452,"Ben Martin","Earle Bruce",0,-35,1976
2452,"Paul W. ""Bear"" Bryant","Ron Meyer",1,53,1976
2452,"Jim Young","Terry Donahue",0,-28,1976
2452,"Frank Broyles","Jim Stanley",1,6,1976
2452,"Doug Barfield","Grant Teaff",0,-1,1976
2452,"Dave McClain","Dick Crum",1,17,1976
2452,"Don Nehlen","Ed Chlebek",1,41,1976
2452,"Mike White","Barry Switzer",0,-11,1976
2452,"Roy Kramer","John A. Murphy",1,2,1976
2452,"Tony Mason","Augie Tammariello",0,-4,1976
2452,"Jimmy ""Red"" Parker","Vince Dooley",0,-41,1976
2452,"Bill Mallory","Don James",1,14,1976
2452,"Sark Arslanian","LaVell Edwards",0,-24,1976
2452,"Larry Naviaux","George Welsh",0,-18,1976
2452,"Mike McGee","Jim Carlen",0,-18,1976
2452,"Pat Dye","Bo Rein",1,9,1976
2452,"Doug Dickey","Bill Yeoman",1,35,1976
2452,"Bobby Bowden","Carl Selmer",0,-47,1976
2452,"Jim Sweeney","Claude Gilbert",0,-4,1976
2452,"Pepper Rodgers","Johnny Majors",0,-28,1976
2452,"Robert L. ""Bob"" Blackman","Al Onofrio",1,25,1976
2452,"Lee Corso","Tom Osborne",0,-32,1976
2452,"Bob Commings","Frank Maloney",1,38,1976
2452,"Bud Moore","Fran Curci",1,21,1976
2452,"Ellis Rainsberger","Emory Bellard",0,-20,1976
2452,"Charles McClendon","Craig Fertig",1,17,1976
2452,"Vince Gibson","Bob Tyler",0,-9,1976
2452,"Jerry Claiborne","Frank Cignetti",1,21,1976
2452,"Richard Williamson","F.A. Dry",0,-2,1976
2452,"Glenn ""Bo"" Schembechler","Jack Christiansen",1,51,1976
2452,"Darryl D. Rogers","Fred Akers",1,11,1976
2452,"Cal Stoll","Jackie Sherrill",1,14,1976
2452,"Ken Cooper","Larry Smith",1,27,1976
2452,"Bill Mondt","Gil Bartosh",1,18,1976
2452,"Bill Dooley","John Pont",1,12,1976
2452,"Hayden Fry","Darrell Royal",0,-3,1976
2452,"Dan Devine","Alex Agase",1,23,1976
2452,"Wayne ""Woody"" Hayes","Joe Paterno",1,5,1976
2452,"Don Read","John Robinson (1)",0,-53,1976
2452,"Homer Rice","Tom Lovat",1,21,1976
2452,"Bobby Collins","Jimmy Sharpe",0,-9,1976
2452,"Bill Battle","Jim Shofner",1,31,1976
2452,"Fred Pancoast","Chuck Mills",1,3,1976
2459,"Ben Martin","Terry Donahue",0,-33,1976
2459,"Paul W. ""Bear"" Bryant","Fred Pancoast",1,28,1976
2459,"Jim Young","LaVell Edwards",0,-7,1976
2459,"Frank Kush","Mike White",0,-9,1976
2459,"Frank Broyles","F.A. Dry",0,-6,1976
2459,"Bill Davidson","Maxie Lambright",0,-14,1976
2459,"Homer Smith","Bill Dooley",0,-2,1976
2459,"Doug Barfield","Bill Battle",1,10,1976
2459,"Dave McClain","John A. Murphy",1,13,1976
2459,"Grant Teaff","Robert L. ""Bob"" Blackman",1,15,1976
2459,"Joseph ""Joe"" Yukica","Larry Smith",1,24,1976
2459,"Don Nehlen","Claude Gilbert",0,-12,1976
2459,"Roy Kramer","Frank Ellwood",1,15,1976
2459,"Tony Mason","Dick Crum",1,17,1976
2459,"Jimmy ""Red"" Parker","Pepper Rodgers",0,0,1976
2459,"Bill Mallory","Carl Selmer",1,30,1976
2459,"Mike McGee","Dick Bestwick",1,15,1976
2459,"Doug Dickey","Bob Tyler",1,4,1976
2459,"Bobby Bowden","Barry Switzer",0,-15,1976
2459,"Vince Dooley","Jim Carlen",1,8,1976
2459,"Bill Yeoman","Emory Bellard",1,11,1976
2459,"Lee Corso","Don James",1,7,1976
2459,"Bob Commings","Joe Paterno",1,1,1976
2459,"Ellis Rainsberger","Chuck Mills",0,-13,1976
2459,"Fran Curci","Frank Cignetti",1,4,1976
2459,"Charles McClendon","Homer Rice",1,31,1976
2459,"Jerry Claiborne","Frank Maloney",1,14,1976
2459,"Glenn ""Bo"" Schembechler","George Welsh",1,56,1976
2459,"Darryl D. Rogers","Bo Rein",0,0,1976
2459,"Cal Stoll","Elliot Uzelac",1,11,1976
2459,"Ken Cooper","Bobby Collins",1,28,1976
2459,"Al Onofrio","Wayne ""Woody"" Hayes",1,1,1976
2459,"Tom Osborne","Jim Shofner",1,54,1976
2459,"Bill Mondt","Steve Sloan",0,-4,1976
2459,"Hayden Fry","Ron Meyer",0,-7,1976
2459,"John Pont","Dan Devine",0,-48,1976
2459,"Don Read","Tom Lovat",1,8,1976
2459,"Johnny Majors","Wayne Hardin",1,14,1976
2459,"Alex Agase","John Robinson (1)",0,-18,1976
2459,"Bruce Snyder","Fred Akers",0,-17,1976
2459,"Jackie Sherrill","John Jardine",0,-9,1976
2466,"Paul W. ""Bear"" Bryant","Vince Dooley",0,-21,1976
2466,"Jim Young","John Pont",1,12,1976
2466,"Frank Kush","Fred Akers",0,-3,1976
2466,"Frank Broyles","Jim Shofner",1,32,1976
2466,"Homer Smith","Jack Christiansen",1,1,1976
2466,"Doug Barfield","Ken Cooper",1,10,1976
2466,"Grant Teaff","Jim Carlen",1,1,1976
2466,"Joseph ""Joe"" Yukica","George Welsh",1,4,1976
2466,"Don Nehlen","Elliot Uzelac",1,3,1976
2466,"Tony Mason","Bobby Collins",1,7,1976
2466,"Jimmy ""Red"" Parker","Bill Battle",0,-2,1976
2466,"Sark Arslanian","Bill Mondt",0,-13,1976
2466,"Mike McGee","Johnny Majors",0,-13,1976
2466,"Doug Dickey","Charles McClendon",1,5,1976
2466,"Bobby Bowden","Ellis Rainsberger",1,10,1976
2466,"Pepper Rodgers","Dick Bestwick",1,21,1976
2466,"Robert L. ""Bob"" Blackman","Emory Bellard",0,-7,1976
2466,"Lee Corso","Bo Rein",0,-3,1976
2466,"Bob Commings","John Robinson (1)",0,-55,1976
2466,"Earle Bruce","Barry Switzer",0,-14,1976
2466,"Bud Moore","John Jardine",1,10,1976
2466,"Fran Curci","Joe Paterno",1,16,1976
2466,"Augie Tammariello","Maxie Lambright",1,5,1976
2466,"Richard Williamson","Ron Meyer",1,14,1976
2466,"Carl Selmer","Tom Osborne",0,-8,1976
2466,"Dick Crum","Alex Agase",0,-22,1976
2466,"Glenn ""Bo"" Schembechler","Chuck Mills",1,31,1976
2466,"Darryl D. Rogers","Dan Devine",0,-18,1976
2466,"Cal Stoll","Don James",0,-31,1976
2466,"Al Onofrio","Bill Dooley",1,21,1976
2466,"Jim Bradley","F.A. Dry",0,-25,1976
2466,"Hayden Fry","Jim Stanley",0,-6,1976
2466,"Bill Hess","John A. Murphy",1,26,1976
2466,"Wayne ""Woody"" Hayes","Terry Donahue",0,0,1976
2466,"Don Read","Bruce Snyder",1,18,1976
2466,"Craig Fertig","Frank Maloney",0,-18,1976
2466,"Homer Rice","Darrell Royal",0,-27,1976
2466,"Claude Gilbert","LaVell Edwards",0,-8,1976
2466,"Gil Bartosh","Tom Lovat",0,-24,1976
2466,"Larry Smith","Fred Pancoast",1,11,1976
2473,"Ben Martin","George Welsh",1,10,1976
2473,"Paul W. ""Bear"" Bryant","Bobby Collins",1,16,1976
2473,"Jim Young","Gil Bartosh",1,51,1976
2473,"Frank Kush","Tony Mason",0,-14,1976
2473,"Bill Davidson","Ed Chlebek",0,-2,1976
2473,"Homer Smith","Joe Paterno",0,-22,1976
2473,"Doug Barfield","Richard Williamson",0,-1,1976
2473,"Grant Teaff","Ron Meyer",1,7,1976
2473,"Joseph ""Joe"" Yukica","Bobby Bowden",0,-19,1976
2473,"Don Nehlen","John A. Murphy",1,1,1976
2473,"Mike White","Don Read",1,17,1976
2473,"Roy Kramer","Bill Hess",1,2,1976
2473,"Jimmy ""Red"" Parker","Chuck Mills",0,-6,1976
2473,"Bill Mallory","Tom Osborne",0,-12,1976
2473,"Sark Arslanian","Bruce Snyder",1,3,1976
2473,"Larry Naviaux","Frank R. Burns",0,-38,1976
2473,"Mike McGee","Carl Selmer",1,13,1976
2473,"Vince Dooley","Ken Cooper",0,-4,1976
2473,"Pepper Rodgers","Bill Battle",0,-35,1976
2473,"Robert L. ""Bob"" Blackman","Cal Stoll",0,-15,1976
2473,"Lee Corso","John Pont",1,7,1976
2473,"Bob Commings","Wayne ""Woody"" Hayes",0,-20,1976
2473,"Earle Bruce","Tom Lovat",1,30,1976
2473,"Bud Moore","Jim Stanley",0,-7,1976
2473,"Ellis Rainsberger","Al Onofrio",0,-7,1976
2473,"Fran Curci","Bob Tyler",0,-7,1976
2473,"Charles McClendon","Fred Pancoast",1,13,1976
2473,"Vince Gibson","Johnny Majors",0,-21,1976
2473,"Jerry Claiborne","Bo Rein",1,10,1976
2473,"Glenn ""Bo"" Schembechler","Darryl D. Rogers",1,32,1976
2473,"Barry Switzer","Darrell Royal",0,0,1976
2473,"Craig Fertig","Don James",0,-12,1976
2473,"Alex Agase","John Jardine",1,2,1976
2473,"Homer Rice","Jim Shofner",1,3,1976
2473,"Jim Carlen","Dick Bestwick",1,28,1976
2473,"John Robinson (1)","Jackie Sherrill",1,9,1976
2473,"Jack Christiansen","Terry Donahue",0,-18,1976
2473,"Frank Maloney","Larry Smith",1,3,1976
2473,"Wayne Hardin","Frank Cignetti",0,-42,1976
2473,"Emory Bellard","Steve Sloan",0,-11,1976
2473,"Fred Akers","LaVell Edwards",1,5,1976
2480,"Ben Martin","Sark Arslanian",0,-24,1976
2480,"Jim Dennison","Dave McClain",1,3,1976
2480,"Paul W. ""Bear"" Bryant","Bill Battle",1,7,1976
2480,"Frank Kush","Gil Bartosh",1,17,1976
2480,"Homer Smith","Larry Smith",0,-13,1976
2480,"Doug Barfield","Pepper Rodgers",0,-18,1976
2480,"Grant Teaff","Emory Bellard",0,-24,1976
2480,"Joseph ""Joe"" Yukica","Frank Cignetti",1,11,1976
2480,"Mike White","Craig Fertig",0,-1,1976
2480,"Tony Mason","F.A. Dry",1,9,1976
2480,"Jimmy ""Red"" Parker","Mike McGee",0,0,1976
2480,"Bill Mallory","Jim Stanley",1,10,1976
2480,"Doug Dickey","Bobby Bowden",1,7,1976
2480,"Vince Dooley","Fred Pancoast",1,45,1976
2480,"Bill Yeoman","Ron Meyer",1,23,1976
2480,"Robert L. ""Bob"" Blackman","Alex Agase",1,4,1976
2480,"Lee Corso","Bob Commings",1,7,1976
2480,"Earle Bruce","Al Onofrio",1,4,1976
2480,"Bud Moore","Barry Switzer",0,-18,1976
2480,"Ellis Rainsberger","Tom Osborne",0,-51,1976
2480,"Fran Curci","Charles McClendon",1,14,1976
2480,"John David Crow","Vince Gibson",0,-28,1976
2480,"Jerry Claiborne","Chuck Mills",1,2,1976
2480,"Richard Williamson","Bob Tyler",0,-9,1976
2480,"Carl Selmer","Johnny Majors",0,-17,1976
2480,"Dick Crum","Bill Hess",0,-14,1976
2480,"Glenn ""Bo"" Schembechler","John Pont",1,31,1976
2480,"Darryl D. Rogers","Cal Stoll",0,-4,1976
2480,"Ken Cooper","Jim Carlen",0,-3,1976
2480,"Bill Mondt","Fred Akers",0,-1,1976
2480,"Bill Dooley","Bo Rein",0,-8,1976
2480,"Dan Devine","Don Read",1,41,1976
2480,"Wayne ""Woody"" Hayes","John Jardine",1,10,1976
2480,"Joe Paterno","Frank Maloney",1,24,1976
2480,"Homer Rice","Steve Sloan",0,-24,1976
2480,"Bobby Collins","LaVell Edwards",0,-44,1976
2480,"Jack Christiansen","Don James",1,6,1976
2480,"John A. Murphy","Elliot Uzelac",0,-13,1976
2480,"Terry Donahue","Jackie Sherrill",1,59,1976
2480,"Tom Lovat","Bruce Snyder",0,-11,1976
2480,"Dick Bestwick","Jimmy Sharpe",0,-4,1976
2487,"Jim Dennison","Ed Chlebek",1,36,1976
2487,"Paul W. ""Bear"" Bryant","Vince Gibson",1,21,1976
2487,"Jim Young","Steve Sloan",0,-25,1976
2487,"Frank Kush","Bill Mondt",1,16,1976
2487,"Frank Broyles","Bill Yeoman",1,7,1976
2487,"Homer Smith","Joseph ""Joe"" Yukica",0,-17,1976
2487,"Doug Barfield","Bobby Bowden",1,12,1976
2487,"Jim Criner","Chris Ault",1,18,1976
2487,"Don Nehlen","Dick Crum",0,-2,1976
2487,"Mike White","Terry Donahue",0,-16,1976
2487,"Jimmy ""Red"" Parker","Bo Rein",0,-17,1976
2487,"Bill Mallory","Earle Bruce",1,19,1976
2487,"Sark Arslanian","Gil Bartosh",1,21,1976
2487,"Larry Naviaux","Dick MacPherson",1,22,1976
2487,"Mike McGee","Jerry Claiborne",0,-27,1976
2487,"Pat Dye","Bill Dooley",0,-2,1976
2487,"Doug Dickey","Bill Battle",1,2,1976
2487,"Vince Dooley","Fran Curci",1,24,1976
2487,"Pepper Rodgers","Larry Smith",1,12,1976
2487,"Robert L. ""Bob"" Blackman","Darryl D. Rogers",0,-8,1976
2487,"Lee Corso","Glenn ""Bo"" Schembechler",0,-35,1976
2487,"Bob Commings","Cal Stoll",1,10,1976
2487,"Bud Moore","Ellis Rainsberger",1,10,1976
2487,"Frank Ellwood","Elliot Uzelac",0,-10,1976
2487,"Carl Selmer","Jim Shofner",1,49,1976
2487,"Ken Cooper","Fred Pancoast",1,17,1976
2487,"Bob Tyler","Bobby Collins",1,8,1976
2487,"Al Onofrio","Tom Osborne",1,10,1976
2487,"George Welsh","Johnny Majors",0,-45,1976
2487,"Jim Bradley","Hayden Fry",0,-11,1976
2487,"John Pont","John Jardine",0,-3,1976
2487,"Dan Devine","Jim Carlen",1,7,1976
2487,"Wayne ""Woody"" Hayes","Alex Agase",1,21,1976
2487,"Barry Switzer","Jim Stanley",0,-7,1976
2487,"Don Read","Don James",0,-7,1976
2487,"Craig Fertig","John Robinson (1)",0,-56,1976
2487,"Joe Paterno","Frank Cignetti",1,33,1976
2487,"Homer Rice","Emory Bellard",0,-23,1976
2487,"Ron Meyer","Darrell Royal",0,-1,1976
2487,"Jack Christiansen","Jackie Sherrill",1,6,1976
2487,"Frank Maloney","Wayne Hardin",1,8,1976
2487,"Tom Lovat","Fred Akers",0,-23,1976
2487,"Bruce Snyder","LaVell Edwards",0,-31,1976
2487,"Dick Bestwick","Chuck Mills",1,1,1976
2494,"Ben Martin","Homer Smith",0,-17,1976
2494,"Jim Dennison","Frank Ellwood",0,-13,1976
2494,"Paul W. ""Bear"" Bryant","Bob Tyler",1,17,1976
2494,"Jim Young","Tom Lovat",1,3,1976
2494,"Frank Kush","LaVell Edwards",0,-22,1976
2494,"Frank Broyles","Homer Rice",1,25,1976
2494,"Doug Barfield","Doug Dickey",0,-5,1976
2494,"Don Nehlen","Roy Kramer",0,-10,1976
2494,"Mike White","John Robinson (1)",0,-14,1976
2494,"Tony Mason","Vince Dooley",0,-14,1976
2494,"Jimmy ""Red"" Parker","Bobby Bowden",1,3,1976
2494,"Bill Mallory","Barry Switzer",1,11,1976
2494,"Sark Arslanian","Fred Akers",1,3,1976
2494,"Mike McGee","Pepper Rodgers",1,24,1976
2494,"Bill Yeoman","Jim Shofner",1,28,1976
2494,"Robert L. ""Bob"" Blackman","John Jardine",1,6,1976
2494,"Lee Corso","Wayne ""Woody"" Hayes",0,-40,1976
2494,"Bob Commings","John Pont",1,3,1976
2494,"Earle Bruce","Ellis Rainsberger",1,31,1976
2494,"Bud Moore","Tom Osborne",0,-28,1976
2494,"Fran Curci","Jerry Claiborne",0,-10,1976
2494,"Charles McClendon","Ken Cooper",1,45,1976
2494,"Maxie Lambright","Hayden Fry",0,-6,1976
2494,"Vince Gibson","F.A. Dry",0,-10,1976
2494,"Dick MacPherson","Frank R. Burns",0,-17,1976
2494,"Richard Williamson","Larry Smith",1,7,1976
2494,"Dick Crum","John A. Murphy",0,-15,1976
2494,"Glenn ""Bo"" Schembechler","Cal Stoll",1,45,1976
2494,"Darryl D. Rogers","Alex Agase",1,32,1976
2494,"Al Onofrio","Jim Stanley",0,-1,1976
2494,"George Welsh","Dan Devine",0,-6,1976
2494,"Bill Mondt","Jim Bradley",0,-9,1976
2494,"Bill Dooley","Chuck Mills",1,20,1976
2494,"Bo Rein","Jim Carlen",0,-20,1976
2494,"Bill Hess","Elliot Uzelac",0,-11,1976
2494,"Don Read","Jackie Sherrill",0,-1,1976
2494,"Craig Fertig","Jack Christiansen",0,-21,1976
2494,"Joe Paterno","Wayne Hardin",1,1,1976
2494,"Johnny Majors","Frank Maloney",1,10,1976
2494,"Claude Gilbert","Gil Bartosh",1,11,1976
2494,"Ron Meyer","Emory Bellard",0,-36,1976
2494,"Darrell Royal","Steve Sloan",0,-3,1976
2494,"Terry Donahue","Don James",1,9,1976
2494,"Jimmy Sharpe","Frank Cignetti",1,17,1976
2501,"Ben Martin","Frank Kush",1,1,1976
2501,"Paul W. ""Bear"" Bryant","Charles McClendon",1,11,1976
2501,"Jim Young","Fred Akers",0,-2,1976
2501,"Frank Broyles","Grant Teaff",0,0,1976
2501,"Bill Davidson","Augie Tammariello",0,-9,1976
2501,"Homer Smith","Johnny Majors",0,-30,1976
2501,"Doug Barfield","Bob Tyler",0,-9,1976
2501,"Jim Criner","Tony Knap",0,-5,1976
2501,"Joseph ""Joe"" Yukica","Carl Selmer",0,-7,1976
2501,"Don Nehlen","Bill Hess",0,-5,1976
2501,"Mike White","Don James",1,7,1976
2501,"Roy Kramer","Ed Chlebek",0,-3,1976
2501,"Tony Mason","Jerry Claiborne",0,-21,1976
2501,"Jimmy ""Red"" Parker","Bill Dooley",0,-4,1976
2501,"Bill Mallory","Al Onofrio",0,-9,1976
2501,"Mike McGee","Chuck Mills",0,-21,1976
2501,"Doug Dickey","Vince Dooley",0,-14,1976
2501,"Bobby Bowden","Bobby Collins",1,3,1976
2501,"Pepper Rodgers","Dan Devine",1,9,1976
2501,"Bill Yeoman","Darrell Royal",1,30,1976
2501,"Robert L. ""Bob"" Blackman","Wayne ""Woody"" Hayes",0,-32,1976
2501,"Lee Corso","Darryl D. Rogers",0,-23,1976
2501,"Bob Commings","John Jardine",0,-17,1976
2501,"Earle Bruce","Bud Moore",1,14,1976
2501,"Ellis Rainsberger","Barry Switzer",0,-29,1976
2501,"Fran Curci","Fred Pancoast",1,14,1976
2501,"Vince Gibson","Frank R. Burns",0,-34,1976
2501,"Richard Williamson","Bill Battle",0,-7,1976
2501,"Dick Crum","Elliot Uzelac",1,31,1976
2501,"Glenn ""Bo"" Schembechler","Alex Agase",0,-2,1976
2501,"Ben Hurt","Jimmy Feix",0,-31,1976
2501,"Cal Stoll","John Pont",1,28,1976
2501,"George Welsh","Frank Maloney",1,17,1976
2501,"Tom Osborne","Jim Stanley",1,4,1976
2501,"Bill Mondt","Tom Lovat",0,-3,1976
2501,"Bo Rein","Joe Paterno",0,-21,1976
2501,"Don Read","Terry Donahue",0,-46,1976
2501,"Craig Fertig","Jackie Sherrill",0,-5,1976
2501,"Homer Rice","Ron Meyer",1,7,1976
2501,"John Robinson (1)","Jack Christiansen",1,24,1976
2501,"Gil Bartosh","LaVell Edwards",0,-13,1976
2501,"Jim Shofner","Steve Sloan",0,-4,1976
2501,"Larry Smith","Frank Cignetti",0,-4,1976
2501,"F.A. Dry","Jimmy Sharpe",1,4,1976
2508,"Ben Martin","Fred Pancoast",0,-24,1976
2508,"Jim Dennison","Jimmy Feix",1,13,1976
2508,"Paul W. ""Bear"" Bryant","Dan Devine",0,-3,1976
2508,"Jim Young","Sark Arslanian",1,17,1976
2508,"Frank Kush","Tom Lovat",0,-3,1976
2508,"Frank Broyles","Emory Bellard",0,-21,1976
2508,"Doug Barfield","Vince Dooley",0,-28,1976
2508,"Dave McClain","Elliot Uzelac",0,-14,1976
2508,"Grant Teaff","Homer Rice",1,32,1976
2508,"Joseph ""Joe"" Yukica","Frank Maloney",1,14,1976
2508,"Mike White","Jackie Sherrill",1,1,1976
2508,"Tony Mason","Bill Hess",1,35,1976
2508,"Jimmy ""Red"" Parker","Jerry Claiborne",0,-20,1976
2508,"Bill Mallory","Bud Moore",1,23,1976
2508,"Mike McGee","Bo Rein",1,14,1976
2508,"Doug Dickey","Fran Curci",0,-19,1976
2508,"Bobby Bowden","Hayden Fry",1,1,1976
2508,"Jim Sweeney","Jim Bradley",1,44,1976
2508,"Pepper Rodgers","George Welsh",0,-6,1976
2508,"Robert L. ""Bob"" Blackman","Glenn ""Bo"" Schembechler",0,-31,1976
2508,"Lee Corso","John Jardine",1,1,1976
2508,"Bob Commings","Alex Agase",0,-21,1976
2508,"Earle Bruce","Tom Osborne",1,9,1976
2508,"Ellis Rainsberger","Jim Stanley",0,-24,1976
2508,"Charles McClendon","Bob Tyler",0,-8,1976
2508,"Maxie Lambright","Bobby Collins",1,1,1976
2508,"Vince Gibson","Richard Williamson",0,-12,1976
2508,"Frank Ellwood","John A. Murphy",0,-21,1976
2508,"Carl Selmer","Joe Paterno",0,-14,1976
2508,"Darryl D. Rogers","John Pont",0,-21,1976
2508,"Cal Stoll","Wayne ""Woody"" Hayes",0,-6,1976
2508,"Ken Cooper","Bill Battle",0,-26,1976
2508,"Al Onofrio","Barry Switzer",0,-7,1976
2508,"Bill Mondt","LaVell Edwards",0,-13,1976
2508,"Bill Dooley","Dick Bestwick",1,25,1976
2508,"Don Read","Jack Christiansen",0,-11,1976
2508,"Craig Fertig","Terry Donahue",0,-31,1976
2508,"Johnny Majors","Frank Cignetti",1,8,1976
2508,"Frank R. Burns","Larry Smith",1,9,1976
2508,"Claude Gilbert","Bruce Snyder",1,1,1976
2508,"Jim Carlen","Chuck Mills",0,-3,1976
2508,"John Robinson (1)","Don James",1,17,1976
2508,"Ron Meyer","Steve Sloan",0,-27,1976
2508,"Darrell Royal","Jim Shofner",1,27,1976
2508,"Gil Bartosh","Fred Akers",0,-4,1976
2515,"Ben Martin","Fred Akers",1,20,1976
2515,"Jim Young","Bill Mondt",0,-6,1976
2515,"Frank Kush","Sark Arslanian",1,2,1976
2515,"Frank Broyles","Ron Meyer",0,-4,1976
2515,"Dave McClain","Ed Chlebek",1,49,1976
2515,"Grant Teaff","Darrell Royal",1,10,1976
2515,"Joseph ""Joe"" Yukica","Dick MacPherson",1,35,1976
2515,"Mike White","Jack Christiansen",0,-3,1976
2515,"Roy Kramer","Elliot Uzelac",0,-28,1976
2515,"Tony Mason","Fred Pancoast",1,26,1976
2515,"Jimmy ""Red"" Parker","Jim Carlen",1,19,1976
2515,"Bill Mallory","Ellis Rainsberger",1,7,1976
2515,"Mike McGee","Bill Dooley",0,-1,1976
2515,"Doug Dickey","Homer Rice",1,28,1976
2515,"Bobby Bowden","Jimmy Sharpe",1,7,1976
2515,"Larry Price","Gil Bartosh",1,16,1976
2515,"Bill Yeoman","Steve Sloan",1,8,1976
2515,"Robert L. ""Bob"" Blackman","John Pont",1,42,1976
2515,"Lee Corso","Alex Agase",1,6,1976
2515,"Bob Commings","Darryl D. Rogers",1,13,1976
2515,"Earle Bruce","Jim Stanley",0,-21,1976
2515,"Bud Moore","Al Onofrio",1,27,1976
2515,"Fran Curci","Bill Battle",1,7,1976
2515,"John David Crow","Maxie Lambright",0,-20,1976
2515,"Charles McClendon","Larry Smith",1,10,1976
2515,"Jerry Claiborne","Dick Bestwick",1,28,1976
2515,"Richard Williamson","Bobby Collins",0,-2,1976
2515,"Carl Selmer","Dan Devine",0,-13,1976
2515,"Glenn ""Bo"" Schembechler","Wayne ""Woody"" Hayes",1,22,1976
2515,"Cal Stoll","John Jardine",0,-9,1976
2515,"Ken Cooper","Bob Tyler",0,-17,1976
2515,"Chris Ault","Tony Knap",0,-16,1976
2515,"Don Read","Craig Fertig",1,9,1976
2515,"John Robinson (1)","Terry Donahue",1,10,1976
2515,"Frank Maloney","Frank Cignetti",0,-6,1976
2515,"Emory Bellard","Jim Shofner",1,49,1976
2515,"Tom Lovat","LaVell Edwards",0,-22,1976
2515,"Don James","Jackie Sherrill",1,19,1976
2520,"Darrell Royal","Emory Bellard",0,-24,1976
2521,"Tom Osborne","Barry Switzer",0,-3,1976
2521,"Joe Paterno","Johnny Majors",0,-17,1976
2522,"Jim Dennison","Tony Knap",1,21,1976
2522,"Paul W. ""Bear"" Bryant","Doug Barfield",1,31,1976
2522,"Jim Young","Frank Kush",0,-17,1976
2522,"Frank Broyles","Steve Sloan",0,-23,1976
2522,"Homer Smith","George Welsh",0,-28,1976
2522,"Grant Teaff","Jim Shofner",1,5,1976
2522,"Tony Mason","Vince Gibson",1,14,1976
2522,"Doug Dickey","Carl Selmer",1,9,1976
2522,"Vince Dooley","Pepper Rodgers",1,3,1976
2522,"Larry Price","Craig Fertig",0,-59,1976
2522,"Bill Yeoman","Homer Rice",1,22,1976
2522,"Augie Tammariello","John David Crow",1,2,1976
2522,"Charles McClendon","Tom Lovat",1,28,1976
2522,"Bill Mondt","Claude Gilbert",0,-3,1976
2522,"Dan Devine","John Robinson (1)",0,-4,1976
2522,"Jim Stanley","Gil Bartosh",1,29,1976
2522,"Bill Battle","Fred Pancoast",1,3,1976
2529,"Frank Broyles","Darrell Royal",0,-17,1976
2529,"Grant Teaff","Steve Sloan",0,-3,1976
2529,"Larry Price","Tom Osborne",0,-65,1976
2529,"Bill Yeoman","Carl Selmer",1,5,1976
2543,"Jim Stanley","LaVell Edwards",1,28,1976
2545,"Paul W. ""Bear"" Bryant","Terry Donahue",1,30,1976
2550,"Barry Switzer","Fred Akers",1,34,1976
2552,"Dan Devine","Joe Paterno",1,11,1976
2556,"Fran Curci","Bill Dooley",1,21,1976
2556,"Tom Osborne","Steve Sloan",1,3,1976
2557,"Bill Mallory","Wayne ""Woody"" Hayes",0,-17,1976
2557,"Vince Dooley","Johnny Majors",0,-24,1976
2557,"Bill Yeoman","Jerry Claiborne",1,9,1976
2557,"Glenn ""Bo"" Schembechler","John Robinson (1)",0,-8,1976
2558,"Doug Dickey","Emory Bellard",0,-23,1976
2801,"Joe Paterno","Frank R. Burns",1,38,1977
2802,"Pat Dye","Bo Rein",1,5,1977
2802,"Augie Tammariello","John Cooper",1,27,1977
2802,"Richard Williamson","Ken Cooper",0,-4,1977
2802,"Bob Tyler","Hayden Fry",1,2,1977
2802,"Bobby Collins","Charlie Bradshaw",1,23,1977
2809,"Ben Martin","Bill Lewis",0,0,1977
2809,"Paul W. ""Bear"" Bryant","Ken Cooper",1,21,1977
2809,"Tony Mason","Doug Barfield",0,-11,1977
2809,"Lou Holtz","Jim Bradley",1,43,1977
2809,"Homer Smith","Dick MacPherson",1,24,1977
2809,"Dave McClain","Charles R. ""Chuck"" Stobart",1,40,1977
2809,"Grant Teaff","Steve Sloan",0,-10,1977
2809,"Joseph ""Joe"" Yukica","Fred Akers",0,-44,1977
2809,"Mike White","Johnny Majors",1,10,1977
2809,"Roy Kramer","Ed Chlebek",1,6,1977
2809,"Charley Pell","Jerry Claiborne",0,-7,1977
2809,"Bill Mallory","Bill Walsh",1,6,1977
2809,"Mike McGee","Pat Dye",0,-1,1977
2809,"Bobby Bowden","Bobby Collins",1,29,1977
2809,"Jim Sweeney","Augie Tammariello",0,-21,1977
2809,"Vince Dooley","Rich Brooks",1,11,1977
2809,"Pepper Rodgers","Jim Carlen",0,-17,1977
2809,"Dick Tomey","Bill Mondt",0,-9,1977
2809,"Gary O. Moeller","Glenn ""Bo"" Schembechler",0,-28,1977
2809,"Lee Corso","John Jardine",0,-16,1977
2809,"Bob Commings","John Pont",1,24,1977
2809,"Bud Moore","Emory Bellard",0,-14,1977
2809,"Ellis Rainsberger","LaVell Edwards",0,-39,1977
2809,"Fran Curci","Bill Dooley",1,3,1977
2809,"Frank Ellwood","Bill Hess",0,-22,1977
