"Coach","Year","Rating","Rank"
"Jeff Quinn",2006,1546.58037039473,30
"Jeff Quinn",2009,1607.04135373763,14
"Jeff Quinn",2010,1449.1088468111,177
"Jeff Quinn",2011,1395.33849318572,233
"Jeff Quinn",2012,1396.20638932035,256
"Jeff Quinn",2013,1473.1228317703,211
"Jeff Quinn",2014,1456.10861764769,247
"Jeff Stoutland",2010,1516.48115538267,68
"Jeff Tedford",2005,1527.78184311089,30
"Jeff Tedford",2006,1570.09723025452,20
"Jeff Tedford",2007,1532.52817360868,43
"Jeff Tedford",2008,1563.3000265567,28
"Jeff Tedford",2009,1556.35872990497,35
"Jeff Tedford",2010,1512.56745917881,73
"Jeff Tedford",2011,1501.29344762133,105
"Jeff Tedford",2012,1455.90574156665,217
"Jerry Kill",2008,1467.5207379466,123
"Jerry Kill",2009,1466.36953980627,136
"Jerry Kill",2010,1536.14083876095,50
"Jerry Kill",2011,1495.84587537741,118
"Jerry Kill",2012,1474.44836455358,188
"Jerry Kill",2013,1507.62967046697,102
"Jerry Kill",2014,1530.88999305918,72
"Jerry Kill",2015,1513.57865793077,90
"Jerry Moore",2005,1491.94230502292,67
"Jerry Moore",2006,1504.54235236804,63
"Jerry Moore",2007,1504.95100449846,70
"Jerry Moore",2008,1506.56262241299,71
"Jerry Moore",2009,1505.03081922582,80
"Jerry Moore",2010,1487.50488328882,121
"Jerry Moore",2011,1494.70206877232,121
"Jerry Moore",2012,1496.01536728201,128
"Jim Chaney",2012,1495.79903033223,129
"Jim Grobe",2005,1476.41797883735,92
"Jim Grobe",2006,1559.68678974064,23
"Jim Grobe",2007,1585.36363698021,22
"Jim Grobe",2008,1579.46168488722,22
"Jim Grobe",2009,1520.58250189681,58
"Jim Grobe",2010,1454.66176744518,174
"Jim Grobe",2011,1462.46732277144,187
"Jim Grobe",2012,1445.9922947841,227
"Jim Grobe",2013,1433.04588063194,257
"Jim Harbaugh",2007,1462.55313828375,117
"Jim Harbaugh",2008,1466.80478450986,126
"Jim Harbaugh",2009,1518.44290557966,60
"Jim Harbaugh",2010,1606.32215787102,17
"Jim Harbaugh",2015,1607.94300043889,16
"Jim Hofher",2005,1421.02800527237,120
"Jim L. Mora",2012,1543.18201325655,53
"Jim L. Mora",2013,1622.335791896,19
"Jim L. Mora",2014,1634.65141908567,9
"Jim L. Mora",2015,1588.20145976158,28
"Jim Leavitt",2005,1489.37238057409,70
"Jim Leavitt",2006,1532.53676967545,42
"Jim Leavitt",2007,1559.44281639214,29
"Jim Leavitt",2008,1546.56930189666,36
"Jim Leavitt",2009,1529.35697514361,51
"Jim McElwain",2012,1454.07988872495,220
"Jim McElwain",2013,1480.93398790085,195
"Jim McElwain",2014,1530.00695457499,73
"Jim McElwain",2015,1591.97651543149,24
"Jim Tressel",2005,1576.88791877994,8
"Jim Tressel",2006,1637.84876035007,2
"Jim Tressel",2007,1647.84475909179,3
"Jim Tressel",2008,1643.48584391845,6
"Jim Tressel",2009,1663.15587929668,6
"Jim Tressel",2010,1694.18616722285,2
"Jimbo Fisher",2010,1566.54029847595,30
"Jimbo Fisher",2011,1578.98324057785,31
"Jimbo Fisher",2012,1616.22083581927,14
"Jimbo Fisher",2013,1679.33055535617,3
"Jimbo Fisher",2014,1706.99088805698,3
"Jimbo Fisher",2015,1673.9899379463,6
"Joe Glenn",2005,1468.79628474517,98
"Joe Glenn",2006,1482.68041307235,82
"Joe Glenn",2007,1465.21260566559,115
"Joe Glenn",2008,1440.20038747612,147
"Joe Kines",2006,1482.45999862871,84
"Joe Novak",2005,1511.65884289549,50
"Joe Novak",2006,1516.11068393008,50
"Joe Novak",2007,1433.92068693959,140
"Joe Paterno",2005,1588.41242123107,3
"Joe Paterno",2006,1587.90067448366,17
"Joe Paterno",2007,1600.6889801701,14
"Joe Paterno",2008,1628.38020386252,10
"Joe Paterno",2009,1642.69922608815,10
"Joe Paterno",2010,1591.95522416462,22
"Joe Paterno",2011,1586.7531589529,27
"Joe Tiller",2005,1495.28580801437,65
"Joe Tiller",2006,1505.22072834892,62
"Joe Tiller",2007,1523.1558395217,54
"Joe Tiller",2008,1479.67830910428,110
"Joey Jones",2009,NA,NA
"Joey Jones",2010,1509.71225631668,78
"Joey Jones",2011,1486.23555605374,146
"Joey Jones",2012,1385.4300289447,264
"Joey Jones",2013,1436.60501920187,251
"Joey Jones",2014,1450.28139365472,259
"Joey Jones",2015,1433.28828179884,292
"John ""Doc"" Holliday",2010,1476.40280133624,140
"John ""Doc"" Holliday",2011,1487.35902311961,144
"John ""Doc"" Holliday",2012,1469.60255669026,194
"John ""Doc"" Holliday",2013,1532.87098059639,65
"John ""Doc"" Holliday",2014,1600.48840572848,26
"John ""Doc"" Holliday",2015,1598.72517416922,20
"John Bonamego",2015,1490.59344684533,198
"John Bunting",2005,1495.5818207492,64
"John Bunting",2006,1443.48745507621,114
"John L. Smith",2005,1488.37327632604,73
"John L. Smith",2006,1457.8077473267,100
"John L. Smith",2012,1466.38428934143,200
"John Mumford",2015,1394.53161026623,323
"John Thompson",2012,1550.93153060199,45
"John Thompson",2013,1547.73191912542,56
"Joker Phillips",2010,1474.98417565679,146
"Joker Phillips",2011,1461.79764091975,188
"Joker Phillips",2012,1389.44165763542,262
"Jon Embree",2011,1451.76734991412,200
"Jon Embree",2012,1407.3401771675,252
"Jon Tenuta",2007,1502.88096260697,75
"June Jones",2005,1482.86501503781,82
"June Jones",2006,1542.48530307352,35
"June Jones",2007,1597.35181072436,16
"June Jones",2008,1462.68118818047,131
"June Jones",2009,1481.83483960268,114
"June Jones",2010,1481.05313581922,134
"June Jones",2011,1512.73606017632,77
"June Jones",2012,1516.10010614323,89
"June Jones",2013,1497.16850794318,138
"June Jones",2014,1417.85020057889,291
"Justin Fuente",2012,1450.59632373102,224
"Justin Fuente",2013,1411.52082994932,277
"Justin Fuente",2014,1516.02156041044,91
"Justin Fuente",2015,1541.22391007196,59
"Karl Dorrell",2005,1569.22267530497,9
"Karl Dorrell",2006,1549.91081300486,26
"Karl Dorrell",2007,1522.29170966181,55
"Keith Patterson",2011,1488.30656704955,139
"Ken Hatfield",2005,1430.05562979166,117
"Ken Niumatalolo",2007,1530.54625008301,45
"Ken Niumatalolo",2008,1527.47834608712,50
"Ken Niumatalolo",2009,1561.3008942884,32
"Ken Niumatalolo",2010,1573.76339217361,27
"Ken Niumatalolo",2011,1516.22066933943,70
"Ken Niumatalolo",2012,1511.04005839051,93
"Ken Niumatalolo",2013,1538.16614900779,59
"Ken Niumatalolo",2014,1545.09476409823,49
"Ken Niumatalolo",2015,1601.45566966404,18
"Kent Baer",2012,1577.53813087042,30
"Kevin Morris",2009,1489.83000948618,99
"Kevin Morris",2010,1483.06637131852,129
"Kevin Morris",2011,1468.60230282226,177
"Kevin Sumlin",2008,1513.3604676035,63
"Kevin Sumlin",2009,1550.43250944365,38
"Kevin Sumlin",2010,1501.80560759401,96
"Kevin Sumlin",2011,1611.12610460698,17
"Kevin Sumlin",2012,1643.69151053218,9
"Kevin Sumlin",2013,1625.20038509301,16
"Kevin Sumlin",2014,1607.51219865645,22
"Kevin Sumlin",2015,1590.41926224508,25
"Kevin Wilson",2011,1397.67117938881,231
"Kevin Wilson",2012,1392.10494271601,261
"Kevin Wilson",2013,1429.05348583506,262
"Kevin Wilson",2014,1426.24374853021,282
"Kevin Wilson",2015,1457.6947127207,263
"Kirk Ferentz",2005,1513.4007994311,49
"Kirk Ferentz",2006,1489.93729244692,72
"Kirk Ferentz",2007,1494.24082332692,86
"Kirk Ferentz",2008,1535.84717708417,43
"Kirk Ferentz",2009,1596.17714719542,19
"Kirk Ferentz",2010,1566.23105975667,31
"Kirk Ferentz",2011,1541.82459371491,45
"Kirk Ferentz",2012,1477.60103113122,179
"Kirk Ferentz",2013,1530.88103058715,67
"Kirk Ferentz",2014,1495.65315801173,155
"Kirk Ferentz",2015,1591.98467251635,23
"Kliff Kingsbury",2013,1529.4588627649,68
"Kliff Kingsbury",2014,1491.73747537424,176
"Kliff Kingsbury",2015,1509.18070513537,102
"Kyle Flood",2012,1537.90959623516,61
"Kyle Flood",2013,1501.82097476548,119
"Kyle Flood",2014,1514.48871518594,94
"Kyle Flood",2015,1457.4692871386,264
"Kyle Whittingham",2005,1517.93955907185,39
"Kyle Whittingham",2006,1528.12125857234,46
"Kyle Whittingham",2007,1579.40573460563,25
"Kyle Whittingham",2008,1652.37895155244,4
"Kyle Whittingham",2009,1642.71317715384,9
"Kyle Whittingham",2010,1646.31421820599,8
"Kyle Whittingham",2011,1617.27124761019,12
"Kyle Whittingham",2012,1544.44566870018,51
"Kyle Whittingham",2013,1488.81799632814,173
"Kyle Whittingham",2014,1553.79429391401,44
"Kyle Whittingham",2015,1586.57969570487,30
"Lance Guidry",2010,1563.0421751815,32
"Lance Guidry",2012,1521.13549656251,84
"Lance Leipold",2015,1463.69890278335,256
"Lane Kiffin",2009,1516.74955257311,64
"Lane Kiffin",2010,1542.67829390456,44
"Lane Kiffin",2011,1615.87800396085,14
"Lane Kiffin",2012,1575.47330951136,31
"Lane Kiffin",2013,1603.29093820124,23
"Larry Blakeney",2005,1467.73767089776,99
"Larry Blakeney",2006,1507.43145610714,59
"Larry Blakeney",2007,1528.99918017539,48
"Larry Blakeney",2008,1526.09829070555,53
"Larry Blakeney",2009,1533.39476914009,47
"Larry Blakeney",2010,1550.95876005776,41
"Larry Blakeney",2011,1454.04073456228,197
"Larry Blakeney",2012,1422.32287206195,238
"Larry Blakeney",2013,1434.3589919115,255
"Larry Blakeney",2014,1422.82654808991,284
"Larry Coker",2005,1561.25419313479,11
"Larry Coker",2006,1549.11309043128,27
"Larry Coker",2011,1509.96593717032,81
"Larry Coker",2012,1502.8205455183,107
"Larry Coker",2013,1512.7814926941,96
"Larry Coker",2014,1468.55506103717,236
"Larry Coker",2015,1422.96141115117,303
"Larry Fedora",2008,1501.50366127528,81
"Larry Fedora",2009,1514.08763001737,66
"Larry Fedora",2010,1530.84188866909,54
"Larry Fedora",2011,1615.41558937004,15
"Larry Fedora",2012,1603.02813713562,24
"Larry Fedora",2013,1574.10812856369,34
"Larry Fedora",2014,1533.30917296034,69
"Larry Fedora",2015,1580.39353537577,34
"Larry Porter",2010,1419.67922714747,203
"Larry Porter",2011,1383.40806542867,241
"Larry Scott",2015,1527.59806392257,75
"Les Miles",2005,1581.59665885261,6
"Les Miles",2006,1632.53321382019,4
"Les Miles",2007,1649.50150582483,2
"Les Miles",2008,1610.90948783473,13
"Les Miles",2009,1606.81895836295,15
"Les Miles",2010,1638.01385981395,9
"Les Miles",2011,1681.53604283865,5
"Les Miles",2012,1666.33096849523,6
"Les Miles",2013,1654.22586455054,8
"Les Miles",2014,1625.87680208241,12
"Les Miles",2015,1638.17560677349,12
"Lloyd Carr",2005,1522.85145530783,33
"Lloyd Carr",2006,1597.8314729927,11
"Lloyd Carr",2007,1603.68110013438,13
"Luke Fickell",2011,1501.66861864577,100
"Mack Brown",2005,1629.84636219504,1
"Mack Brown",2006,1623.179098011,5
"Mack Brown",2007,1614.39519838842,8
"Mack Brown",2008,1665.51641072158,3
"Mack Brown",2009,1699.35174722225,2
"Mack Brown",2010,1593.40318932128,21
"Mack Brown",2011,1584.28567648398,28
"Mack Brown",2012,1613.40969823602,16
"Mack Brown",2013,1597.93530652353,25
"Mario Cristobal",2007,1404.64858736577,152
"Mario Cristobal",2008,1425.49869484842,154
"Mario Cristobal",2009,1406.51295730263,183
"Mario Cristobal",2010,1460.09118869741,165
"Mario Cristobal",2011,1484.02247593531,151
"Mario Cristobal",2012,1421.9584195745,239
"Mark Dantonio",2005,1463.51671068034,101
"Mark Dantonio",2006,1510.28794223344,56
"Mark Dantonio",2007,1515.50986476209,60
"Mark Dantonio",2008,1559.49981641095,32
"Mark Dantonio",2009,1505.8648266334,76
"Mark Dantonio",2010,1586.69006667703,24
"Mark Dantonio",2011,1616.85398009797,13
"Mark Dantonio",2012,1592.15042694627,25
"Mark Dantonio",2013,1665.71437365055,5
"Mark Dantonio",2014,1677.99724773008,4
"Mark Dantonio",2015,1690.45235346275,4
"Mark Helfrich",2013,1587.45821889787,29
"Mark Helfrich",2014,1648.6121071421,6
"Mark Helfrich",2015,1637.8585879683,13
"Mark Hudspeth",2011,1507.95626146937,85
"Mark Hudspeth",2012,1540.74891638735,58
"Mark Hudspeth",2013,1557.78630450253,45
"Mark Hudspeth",2014,1560.20464964569,43
"Mark Hudspeth",2015,1481.30336941319,231
"Mark Hutson",2011,1391.15337616116,237
"Mark Mangino",2005,1514.77226398637,46
"Mark Mangino",2006,1500.12930188485,66
"Mark Mangino",2007,1596.58389659095,18
"Mark Mangino",2008,1576.77093626816,24
"Mark Mangino",2009,1509.69653632043,71
"Mark Richt",2005,1560.80468338766,12
"Mark Richt",2006,1571.49920941923,19
"Mark Richt",2007,1628.46665198384,5
"Mark Richt",2008,1639.8633710591,7
"Mark Richt",2009,1603.59651879415,17
"Mark Richt",2010,1536.15198600137,49
"Mark Richt",2011,1573.69594563351,34
"Mark Richt",2012,1638.22146206797,11
"Mark Richt",2013,1613.01244942789,21
"Mark Richt",2014,1614.0589592147,17
"Mark Richt",2015,1644.66174335192,10
"Mark Snyder",2005,1454.14193508198,104
"Mark Snyder",2006,1440.57349255359,118
"Mark Snyder",2007,1403.51987235897,153
"Mark Snyder",2008,1411.63623434762,161
"Mark Snyder",2009,1441.27157089421,162
"Mark Stoops",2013,1445.85201614038,240
"Mark Stoops",2014,1448.85008328805,262
"Mark Stoops",2015,1454.14899105904,269
"Mark Whipple",2014,1434.14226815738,277
"Mark Whipple",2015,1405.92445581322,316
"Marques Tuiasosopo",2013,1556.581383313,46
"Matt Campbell",2011,1536.00367129224,53
"Matt Campbell",2012,1549.69662980427,47
"Matt Campbell",2013,1548.29825833239,55
"Matt Campbell",2014,1562.03952963965,41
"Matt Campbell",2015,1596.25802807889,21
"Matt Rhule",2013,1432.86569905315,258
"Matt Rhule",2014,1456.37177045828,246
"Matt Rhule",2015,1543.26492637976,56
"Matt Wells",2013,1508.79262677661,101
"Matt Wells",2014,1535.21715081868,66
"Matt Wells",2015,1500.11987727873,137
"Michael Haywood",2009,1407.73674973197,180
"Michael Haywood",2010,1517.65074914268,65
"Mike Bath",2013,1380.79499821226,289
"Mike Bellotti",2005,1559.17174505564,14
"Mike Bellotti",2006,1531.33813703267,43
"Mike Bellotti",2007,1556.94002982034,30
"Mike Bellotti",2008,1596.13746992337,18
"Mike Bobo",2015,1490.80599291837,195
"Mike Canales",2010,1441.2953917001,183
"Mike Canales & Chris Cosh",2015,1422.2418600719,305
"Mike Gundy",2005,1456.3084587511,103
"Mike Gundy",2006,1493.33336471094,71
"Mike Gundy",2007,1500.03750072583,76
"Mike Gundy",2008,1541.96190305074,37
"Mike Gundy",2009,1574.77625583741,26
"Mike Gundy",2010,1621.33066109451,13
"Mike Gundy",2011,1684.19346632608,4
"Mike Gundy",2012,1643.59798746644,10
"Mike Gundy",2013,1642.20731440788,11
"Mike Gundy",2014,1599.07127130676,27
"Mike Gundy",2015,1613.700014695,15
"Mike Hankwitz",2005,1508.72773132368,54
"Mike Johnson",2011,1461.57054866452,189
"Mike Leach",2005,1537.12343770872,26
"Mike Leach",2006,1544.48950707993,31
"Mike Leach",2007,1571.17820534073,26
"Mike Leach",2008,1614.92715257496,12
"Mike Leach",2009,1607.91145093197,13
"Mike Leach",2012,1481.95916849815,170
"Mike Leach",2013,1488.76100919562,174
"Mike Leach",2014,1444.17441614345,268
"Mike Leach",2015,1544.32328311915,55
"Mike Locksley",2009,1418.27637850149,176
"Mike Locksley",2010,1376.84989665752,214
"Mike Locksley",2011,1359.94088113679,244
"Mike Locksley",2015,1416.86479527457,307
"Mike London",2010,1461.43458623823,161
"Mike London",2011,1503.76562014245,93
"Mike London",2012,1476.23068276663,183
"Mike London",2013,1415.23330790273,274
"Mike London",2014,1439.20804772112,273
"Mike London",2015,1427.97948883078,300
"Mike MacIntyre",2010,1411.33441010696,208
"Mike MacIntyre",2011,1426.45667857994,226
"Mike MacIntyre",2012,1539.22334711582,59
"Mike MacIntyre",2013,1449.68495260575,239
"Mike MacIntyre",2014,1403.40042979233,301
"Mike MacIntyre",2015,1401.04822874751,319
"Mike Price",2005,1530.54244236387,29
"Mike Price",2006,1480.58697108691,86
"Mike Price",2007,1429.34477295377,144
"Mike Price",2008,1444.48874802836,144
"Mike Price",2009,1454.1299019962,152
"Mike Price",2010,1459.90671983453,166
"Mike Price",2011,1449.59666383649,206
"Mike Price",2012,1418.06730752831,244
"Mike Riley",2005,1482.41808122626,83
"Mike Riley",2005,1482.41808122626,83
"Mike Riley",2006,1542.97648288578,33
"Mike Riley",2006,1542.97648288578,33
"Mike Riley",2007,1560.3308137447,28
"Mike Riley",2007,1560.3308137447,28
"Mike Riley",2008,1584.38567452065,19
"Mike Riley",2008,1584.38567452065,19
"Mike Riley",2009,1561.31662785786,31
"Mike Riley",2009,1561.31662785786,31
"Mike Riley",2010,1523.59660175798,59
"Mike Riley",2010,1523.59660175798,59
"Mike Riley",2011,1478.91702332559,161
"Mike Riley",2011,1478.91702332559,161
"Mike Riley",2012,1542.1496523649,55
"Mike Riley",2012,1542.1496523649,55
"Mike Riley",2013,1529.05638846918,69
"Mike Riley",2013,1529.05638846918,69
"Mike Riley",2014,1493.56312509837,165
"Mike Riley",2015,1499.24908956076,142
"Mike Sanford",2005,1437.42234068852,113
"Mike Sanford",2006,1389.65587720769,134
"Mike Sanford",2007,1368.92439978963,162
"Mike Sanford",2008,1411.95541391445,160
"Mike Sanford",2009,1435.27625100464,168
"Mike Sewak",2005,1479.72882740101,89
"Mike Sherman",2008,1468.91921311535,121
"Mike Sherman",2009,1484.32222190679,112
"Mike Sherman",2010,1543.97026052448,42
"Mike Sherman",2011,1529.93912815747,58
"Mike Shula",2005,1567.29700674995,10
"Mike Shula",2006,1517.61250650099,48
"Mike Stoops",2005,1452.44717312522,106
"Mike Stoops",2006,1474.43861362001,90
"Mike Stoops",2007,1482.83283524112,97
"Mike Stoops",2008,1521.53911859966,57
"Mike Stoops",2009,1541.87743047547,45
"Mike Stoops",2010,1523.28316947977,60
"Mike Stoops",2011,1489.00117010533,136
"Neal Brown",2015,1451.43234869369,274
"Nick Holt",2005,1436.415008685,115
"Nick L. Saban",2007,1516.65266535812,58
"Nick L. Saban",2008,1610.19403848297,14
"Nick L. Saban",2009,1683.38937982954,3
"Nick L. Saban",2010,1668.2048261176,4
"Nick L. Saban",2011,1700.22909903041,2
"Nick L. Saban",2012,1726.60967487622,1
"Nick L. Saban",2013,1704.94238782181,1
"Nick L. Saban",2014,1709.04273974303,2
"Nick L. Saban",2015,1746.14892586183,1
"Norm Chow",2012,1444.84429269846,228
"Norm Chow",2013,1369.33272026551,292
"Norm Chow",2014,1374.81127021758,308
"Norm Chow",2015,1369.05378730925,326
"Pat Fitzgerald",2006,1479.05038096166,87
"Pat Fitzgerald",2007,1478.66915862974,100
"Pat Fitzgerald",2008,1523.62077240125,56
"Pat Fitzgerald",2009,1532.77176558062,48
"Pat Fitzgerald",2010,1524.63886799174,58
"Pat Fitzgerald",2011,1480.16313519514,158
"Pat Fitzgerald",2012,1546.21916031813,50
"Pat Fitzgerald",2013,1497.13158127473,139
"Pat Fitzgerald",2014,1482.27836771955,205
"Pat Fitzgerald",2015,1556.24317520068,47
"Pat Hill",2005,1513.8977632321,48
"Pat Hill",2006,1471.85405257875,94
"Pat Hill",2007,1524.51960206711,52
"Pat Hill",2008,1511.94387493982,64
"Pat Hill",2009,1518.21709756013,62
"Pat Hill",2010,1517.97985143169,64
"Pat Hill",2011,1457.18165103921,195
"Pat Narduzzi",2015,1511.86060082743,98
"Patrick Higgins",2012,1483.45943757131,167
"Paul Chryst",2012,1488.84020403651,152
"Paul Chryst",2013,1524.01850710335,73
"Paul Chryst",2014,1496.37928482192,151
"Paul Chryst",2015,1583.88020719264,32
"Paul Haynes",2013,1458.84023746602,234
"Paul Haynes",2014,1417.97515256271,290
"Paul Haynes",2015,1385.01449119116,324
"Paul Johnson",2005,1532.8721503966,28
"Paul Johnson",2006,1542.61221450509,34
"Paul Johnson",2007,1553.34413265153,32
"Paul Johnson",2008,1572.87312758169,26
"Paul Johnson",2009,1603.43047095239,18
"Paul Johnson",2010,1529.83979931175,57
"Paul Johnson",2011,1535.84191404942,54
"Paul Johnson",2012,1524.92532409766,78
"Paul Johnson",2013,1513.67131399069,93
"Paul Johnson",2014,1581.17695049354,34
"Paul Johnson",2015,1476.93317551796,241
"Paul Pasqualoni",2011,1468.34698348259,178
"Paul Pasqualoni",2012,1447.50871711433,225
"Paul Pasqualoni",2013,1433.81157713834,256
"Paul Petrino",2013,1406.28065961219,282
"Paul Petrino",2014,1362.2429568835,310
"Paul Petrino",2015,1376.38045025387,325
"Paul Rhoads",2009,1503.63998422467,82
"Paul Rhoads",2010,1484.74224229176,125
"Paul Rhoads",2011,1472.69437376149,171
"Paul Rhoads",2012,1474.71105289285,187
"Paul Rhoads",2013,1457.12825130179,235
"Paul Rhoads",2014,1418.30367578354,288
"Paul Rhoads",2015,1409.80870410786,311
"Paul Wulff",2008,1418.50075016238,156
"Paul Wulff",2009,1374.35944641514,192
"Paul Wulff",2010,1360.14621279434,216
"Paul Wulff",2011,1374.73391698421,243
"Pete Carroll",2005,1597.02078964121,2
"Pete Carroll",2006,1632.96811424675,3
"Pete Carroll",2007,1658.17158355635,1
"Pete Carroll",2008,1685.38291945355,1
"Pete Carroll",2009,1644.82454108734,8
"Pete Kaligis",2012,1486.30905961705,159
"Pete Lembo",2011,1484.62704841869,149
"Pete Lembo",2012,1523.46133655503,80
"Pete Lembo",2013,1550.61430646497,52
"Pete Lembo",2014,1511.54798739574,100
"Pete Lembo",2015,1443.40210247781,280
"Phil Bennett",2005,1485.39717711141,76
"Phil Bennett",2006,1472.25489974941,93
"Phil Bennett",2007,1388.19358400612,158
"Phil Bennett",2010,1488.05506703249,120
"Philip Montgomery",2015,1497.02303194203,163
"Phillip Fulmer",2005,1484.78365413118,77
"Phillip Fulmer",2006,1547.81388725246,29
"Phillip Fulmer",2007,1596.60520705927,17
"Phillip Fulmer",2008,1537.53243118422,40
"Phillip John ""PJ"" Fleck",2013,1409.20586545734,279
"Phillip John ""PJ"" Fleck",2014,1469.154393929,235
"Phillip John ""PJ"" Fleck",2015,1504.53850300554,115
"Ralph Friedgen",2005,1491.80629617201,68
"Ralph Friedgen",2006,1528.67927117766,45
"Ralph Friedgen",2007,1508.2310137648,66
"Ralph Friedgen",2008,1535.01436705771,44
"Ralph Friedgen",2009,1445.71220249133,161
"Ralph Friedgen",2010,1500.05876527445,99
"Randy Edsall",2005,1481.50500007192,84
"Randy Edsall",2006,1449.29192682835,107
"Randy Edsall",2007,1498.12490954659,78
"Randy Edsall",2008,1514.52272504239,62
"Randy Edsall",2009,1527.5480031069,53
"Randy Edsall",2010,1553.35232383978,38
"Randy Edsall",2011,1454.0348226348,198
"Randy Edsall",2012,1425.28069451446,236
"Randy Edsall",2013,1478.28966330627,199
"Randy Edsall",2014,1489.96723646615,184
"Randy Edsall",2015,1444.41441271752,279
"Randy Shannon",2007,1481.78383396808,98
"Randy Shannon",2008,1499.61696680066,85
"Randy Shannon",2009,1542.75083559748,44
"Randy Shannon",2010,1538.6512825414,46
"Randy Walker",2005,1519.05579432026,38
"Reggie Herring",2007,1525.19224932158,49
"Rich Brooks",2005,1448.55833794099,107
"Rich Brooks",2006,1512.1492585369,55
"Rich Brooks",2007,1537.13137194873,39
"Rich Brooks",2008,1524.96489835532,55
"Rich Brooks",2009,1517.28723479826,63
"Rich Ellerson",2009,1467.51361097029,132
"Rich Ellerson",2010,1484.85599575654,124
"Rich Ellerson",2011,1435.76909431327,223
"Rich Ellerson",2012,1395.16407422221,258
"Rich Ellerson",2013,1380.70067249364,290
"Rich Rodriguez",2005,1582.7601178477,5
"Rich Rodriguez",2006,1612.28981255326,9
"Rich Rodriguez",2007,1638.52268417434,4
"Rich Rodriguez",2008,1528.76891824038,48
"Rich Rodriguez",2009,1490.09859939409,98
"Rich Rodriguez",2010,1511.22811554657,74
"Rich Rodriguez",2012,1537.40738532223,63
"Rich Rodriguez",2013,1517.94909581811,86
"Rich Rodriguez",2014,1567.23340486092,40
"Rich Rodriguez",2015,1536.07676298734,64
"Rick Minter",2009,1489.73080971856,100
"Rick Neuheisel",2008,1472.44511302044,117
"Rick Neuheisel",2009,1499.96923594513,88
"Rick Neuheisel",2010,1470.30224532625,150
"Rick Neuheisel",2011,1447.79073590976,209
"Rick Stockstill",2006,1487.06920928228,76
"Rick Stockstill",2007,1474.63711771799,105
"Rick Stockstill",2008,1459.4930066619,134
"Rick Stockstill",2009,1530.22471939487,50
"Rick Stockstill",2010,1468.25361546437,155
"Rick Stockstill",2011,1396.8793997928,232
"Rick Stockstill",2012,1483.77515930528,166
"Rick Stockstill",2013,1504.56324458692,108
"Rick Stockstill",2014,1477.97929822847,216
"Rick Stockstill",2015,1496.80407542451,165
"Rickey Bustle",2005,1502.20316943294,59
"Rickey Bustle",2006,1483.35773705492,81
"Rickey Bustle",2007,1444.98364140258,133
"Rickey Bustle",2008,1460.50023001431,132
"Rickey Bustle",2009,1461.86328599844,143
"Rickey Bustle",2010,1432.25556185395,192
"Rob Ianello",2010,1400.32440269147,211
"Rob Ianello",2011,1337.71024221373,246
"Robb Akey",2007,1401.5140909893,154
"Robb Akey",2008,1362.89593743074,173
"Robb Akey",2009,1451.39672324016,154
"Robb Akey",2010,1456.1340984813,169
"Robb Akey",2011,1387.6589632841,239
"Robb Akey",2012,1348.84829149882,269
"Robbie Caldwell",2010,1433.27402463261,188
"Rocky Long",2005,1505.39128329776,56
"Rocky Long",2006,1498.64146398392,67
"Rocky Long",2007,1530.62231915157,44
"Rocky Long",2008,1480.20109039083,109
"Rocky Long",2011,1515.71783945159,72
"Rocky Long",2012,1548.9823333189,48
"Rocky Long",2013,1570.69714832909,36
"Rocky Long",2014,1532.66668325307,71
"Rocky Long",2015,1576.75151732833,37
"Rod Carey",2012,1569.26552382059,34
"Rod Carey",2013,1592.03923232578,28
"Rod Carey",2014,1605.155386157,24
"Rod Carey",2015,1565.06442028641,41
"Ron Caragher",2013,1485.08630492848,184
"Ron Caragher",2014,1420.49229499257,286
"Ron Caragher",2015,1441.31357509393,282
"Ron English",2009,1382.7887765019,191
"Ron English",2010,1355.71612188463,218
"Ron English",2011,1384.24137316724,240
"Ron English",2012,1364.62567342108,268
"Ron English",2013,1342.14481134167,294
"Ron Prince",2006,1502.78911961645,64
"Ron Prince",2007,1475.96909434452,104
"Ron Prince",2008,1462.73936888112,130
"Ron Turner",2013,1416.34738151257,273
"Ron Turner",2014,1408.37071615991,298
"Ron Turner",2015,1428.10819810855,299
"Ron Zook",2005,1439.2715052594,112
"Ron Zook",2006,1390.58423784924,132
"Ron Zook",2007,1487.13228723477,94
"Ron Zook",2008,1474.18418923258,115
"Ron Zook",2009,1430.64227892087,170
"Ron Zook",2010,1469.15377640589,154
"Ron Zook",2011,1491.61184548147,129
"Ruffin McNeill",2009,1546.54718669782,40
"Ruffin McNeill",2010,1503.67036258603,88
"Ruffin McNeill",2011,1478.49679744523,163
"Ruffin McNeill",2012,1506.9754260124,99
"Ruffin McNeill",2013,1561.69107864783,42
"Ruffin McNeill",2014,1543.68146330929,51
"Ruffin McNeill",2015,1506.40545723272,109
"Scott Satterfield",2013,1502.73181339912,114
"Scott Satterfield",2014,1516.12324442894,90
"Scott Satterfield",2015,1585.54027798269,31
"Scott Shafer",2013,1521.80047660402,81
"Scott Shafer",2014,1460.11316643265,244
"Scott Shafer",2015,1440.07604312262,286
"Sean Kugler",2013,1425.35928322382,264
"Sean Kugler",2014,1464.05698782574,241
