rating,coach_year,Coach,Year,Team,avg_team_rating
-0.19351405955304055,Adam Scheier:2013,Adam Scheier,2013,Bowling Green (OH),0.16610091723279274
-0.6569385353689142,Al Golden:2006,Al Golden,2006,Temple (PA),-0.6818022874971966
-0.07988880432056775,Al Golden:2007,Al Golden,2007,Temple (PA),-0.6818022874971966
0.10046778283271096,Al Golden:2008,Al Golden,2008,Temple (PA),-0.6818022874971966
0.7061804070834896,Al Golden:2009,Al Golden,2009,Temple (PA),-0.6818022874971966
0.6264591790725935,Al Golden:2010,Al Golden,2010,Temple (PA),-0.6818022874971966
-0.46310150689418045,Al Golden:2011,Al Golden,2011,Miami (FL),0.7431752153475749
-0.2827928668691587,Al Golden:2012,Al Golden,2012,Miami (FL),0.7431752153475749
-0.040970024417077505,Al Golden:2013,Al Golden,2013,Miami (FL),0.7431752153475749
-0.5661744694399984,Al Golden:2014,Al Golden,2014,Miami (FL),0.7431752153475749
-0.22737067072049902,Al Golden:2015,Al Golden,2015,Miami (FL),0.7431752153475749
-0.16210657668653078,Al Groh:1981,Al Groh,1981,Wake Forest (NC),-0.37617366173480205
-0.3495159235758249,Al Groh:1982,Al Groh,1982,Wake Forest (NC),-0.37617366173480205
-0.16210657668653078,Al Groh:1983,Al Groh,1983,Wake Forest (NC),-0.37617366173480205
0.2045086856572662,Al Groh:1984,Al Groh,1984,Wake Forest (NC),-0.37617366173480205
-0.16210657668653078,Al Groh:1985,Al Groh,1985,Wake Forest (NC),-0.37617366173480205
0.02205270361391053,Al Groh:1986,Al Groh,1986,Wake Forest (NC),-0.37617366173480205
-0.11410627043187083,Al Groh:2001,Al Groh,2001,Virginia,-0.2655727119353806
0.3863839643723133,Al Groh:2002,Al Groh,2002,Virginia,-0.2655727119353806
0.31360737067981226,Al Groh:2003,Al Groh,2003,Virginia,-0.2655727119353806
0.4100342660080748,Al Groh:2004,Al Groh,2004,Virginia,-0.2655727119353806
0.23483773967691207,Al Groh:2005,Al Groh,2005,Virginia,-0.2655727119353806
-0.11410627043187074,Al Groh:2006,Al Groh,2006,Virginia,-0.2655727119353806
0.4823579149126548,Al Groh:2007,Al Groh,2007,Virginia,-0.2655727119353806
-0.11410627043187092,Al Groh:2008,Al Groh,2008,Virginia,-0.2655727119353806
-0.47040949060347964,Al Groh:2009,Al Groh,2009,Virginia,-0.2655727119353806
0.18474037538896643,Alex Wood:2014,Alex Wood,2014,Buffalo (NY),-0.852069466534139
-0.4307561305046244,Andy McCollum:1999,Andy McCollum,1999,Middle Tennessee St.,-0.20805337779654678
0.12032814280115199,Andy McCollum:2000,Andy McCollum,2e3,Middle Tennessee St.,-0.20805337779654678
0.4877625971663979,Andy McCollum:2001,Andy McCollum,2001,Middle Tennessee St.,-0.20805337779654678
-0.3201344721446756,Andy McCollum:2002,Andy McCollum,2002,Middle Tennessee St.,-0.20805337779654678
-0.3201344721446756,Andy McCollum:2003,Andy McCollum,2003,Middle Tennessee St.,-0.20805337779654678
-0.06185524705470207,Andy McCollum:2004,Andy McCollum,2004,Middle Tennessee St.,-0.20805337779654678
-0.245039473454256,Andy McCollum:2005,Andy McCollum,2005,Middle Tennessee St.,-0.20805337779654678
-0.14908095378261896,Art Briles:2003,Art Briles,2003,Houston (TX),0.28091521169660705
-0.6714292194143625,Art Briles:2004,Art Briles,2004,Houston (TX),0.28091521169660705
-0.22457656400554077,Art Briles:2005,Art Briles,2005,Houston (TX),0.28091521169660705
0.25352272121078817,Art Briles:2006,Art Briles,2006,Houston (TX),0.28091521169660705
0.13085642883044032,Art Briles:2007,Art Briles,2007,Houston (TX),0.28091521169660705
-0.3882727115168344,Art Briles:2008,Art Briles,2008,Baylor (TX),-0.07575632780132946
-0.3882727115168344,Art Briles:2009,Art Briles,2009,Baylor (TX),-0.07575632780132946
0.04346460987612052,Art Briles:2010,Art Briles,2010,Baylor (TX),-0.07575632780132946
0.5549139660485873,Art Briles:2011,Art Briles,2011,Baylor (TX),-0.07575632780132946
0.21133599948413678,Art Briles:2012,Art Briles,2012,Baylor (TX),-0.07575632780132946
0.7333284867411466,Art Briles:2013,Art Briles,2013,Baylor (TX),-0.07575632780132946
0.7333284867411466,Art Briles:2014,Art Briles,2014,Baylor (TX),-0.07575632780132946
0.5549139660485873,Art Briles:2015,Art Briles,2015,Baylor (TX),-0.07575632780132946
-0.22266264135528285,Barney Cotton:2014,Barney Cotton,2014,Nebraska,0.522134420732549
-1.1286301056868286,Barry Alvarez:1990,Barry Alvarez,1990,Wisconsin,0.4561896993467014
-0.39402619611086553,Barry Alvarez:1991,Barry Alvarez,1991,Wisconsin,0.4561896993467014
-0.3940261961108653,Barry Alvarez:1992,Barry Alvarez,1992,Wisconsin,0.4561896993467014
0.4230331705152253,Barry Alvarez:1993,Barry Alvarez,1993,Wisconsin,0.4561896993467014
-0.13800520571685546,Barry Alvarez:1994,Barry Alvarez,1994,Wisconsin,0.4561896993467014
-0.5765206767264156,Barry Alvarez:1995,Barry Alvarez,1995,Wisconsin,0.4561896993467014
-0.0715505740312582,Barry Alvarez:1996,Barry Alvarez,1996,Wisconsin,0.4561896993467014
-0.07155057403125827,Barry Alvarez:1997,Barry Alvarez,1997,Wisconsin,0.4561896993467014
0.6248117006491061,Barry Alvarez:1998,Barry Alvarez,1998,Wisconsin,0.4561896993467014
0.4230331705152254,Barry Alvarez:1999,Barry Alvarez,1999,Wisconsin,0.4561896993467014
0.10404492640723617,Barry Alvarez:2000,Barry Alvarez,2e3,Wisconsin,0.4561896993467014
-0.49064424272165746,Barry Alvarez:2001,Barry Alvarez,2001,Wisconsin,0.4561896993467014
-0.1758456065706231,Barry Alvarez:2002,Barry Alvarez,2002,Wisconsin,0.4561896993467014
-0.24302636962808827,Barry Alvarez:2003,Barry Alvarez,2003,Wisconsin,0.4561896993467014
0.22971732675796827,Barry Alvarez:2004,Barry Alvarez,2004,Wisconsin,0.4561896993467014
0.2851789058345823,Barry Alvarez:2005,Barry Alvarez,2005,Wisconsin,0.4561896993467014
-0.2173677484333714,Barry Alvarez:2012,Barry Alvarez,2012,Wisconsin,0.4561896993467014
0.11903496682790453,Barry Alvarez:2014,Barry Alvarez,2014,Wisconsin,0.4561896993467014
0.12481504275561905,Bill Blankenship:2011,Bill Blankenship,2011,Tulsa (OK),0.08567125123084086
0.5286220259725137,Bill Blankenship:2012,Bill Blankenship,2012,Tulsa (OK),0.08567125123084086
-0.6484727276826118,Bill Blankenship:2013,Bill Blankenship,2013,Tulsa (OK),0.08567125123084086
-0.8284011954795255,Bill Blankenship:2014,Bill Blankenship,2014,Tulsa (OK),0.08567125123084086
-0.4268350470719155,Bill Callahan:2004,Bill Callahan,2004,Nebraska,0.522134420732549
0.010563638988355053,Bill Callahan:2005,Bill Callahan,2005,Nebraska,0.522134420732549
-0.045193083771228174,Bill Callahan:2006,Bill Callahan,2006,Nebraska,0.522134420732549
-0.5250305561656952,Bill Callahan:2007,Bill Callahan,2007,Nebraska,0.522134420732549
0.2700888535591138,Bill Cubit:2005,Bill Cubit,2005,Western Michigan,-0.1417167521198327
0.2468176179057382,Bill Cubit:2006,Bill Cubit,2006,Western Michigan,-0.1417167521198327
-0.17851105993332514,Bill Cubit:2007,Bill Cubit,2007,Western Michigan,-0.1417167521198327
0.4163707029785993,Bill Cubit:2008,Bill Cubit,2008,Western Michigan,-0.1417167521198327
-0.178511059933325,Bill Cubit:2009,Bill Cubit,2009,Western Michigan,-0.1417167521198327
-0.004123668606137217,Bill Cubit:2010,Bill Cubit,2010,Western Michigan,-0.1417167521198327
0.07920105435653868,Bill Cubit:2011,Bill Cubit,2011,Western Michigan,-0.1417167521198327
-0.3542550222392991,Bill Cubit:2012,Bill Cubit,2012,Western Michigan,-0.1417167521198327
0.047208137839846176,Bill Cubit:2015,Bill Cubit,2015,Illinois,-0.5778334324197522
-0.9030397338740375,Bill Curry:1980,Bill Curry,1980,Georgia Tech,-0.01893325764485333
-0.9030397338740375,Bill Curry:1981,Bill Curry,1981,Georgia Tech,-0.01893325764485333
0.025770534618644658,Bill Curry:1982,Bill Curry,1982,Georgia Tech,-0.01893325764485333
-0.5231768612567079,Bill Curry:1983,Bill Curry,1983,Georgia Tech,-0.01893325764485333
0.025770534618644758,Bill Curry:1984,Bill Curry,1984,Georgia Tech,-0.01893325764485333
0.4630378818597733,Bill Curry:1985,Bill Curry,1985,Georgia Tech,-0.01893325764485333
-0.15649054067556478,Bill Curry:1986,Bill Curry,1986,Georgia Tech,-0.01893325764485333
-0.32006221705349036,Bill Curry:1987,Bill Curry,1987,Alabama,0.8179812535508654
0.05963155570619927,Bill Curry:1988,Bill Curry,1988,Alabama,0.8179812535508654
0.2613342460279136,Bill Curry:1989,Bill Curry,1989,Alabama,0.8179812535508654
-0.06451569458945117,Bill Curry:1990,Bill Curry,1990,Kentucky,-0.5758502664440414
-0.2543753965140368,Bill Curry:1991,Bill Curry,1991,Kentucky,-0.5758502664440414
-0.06451569458945111,Bill Curry:1992,Bill Curry,1992,Kentucky,-0.5758502664440414
0.2223501568381736,Bill Curry:1993,Bill Curry,1993,Kentucky,-0.5758502664440414
-0.6529942606025004,Bill Curry:1994,Bill Curry,1994,Kentucky,-0.5758502664440414
-0.06451569458945111,Bill Curry:1995,Bill Curry,1995,Kentucky,-0.5758502664440414
-0.06451569458945111,Bill Curry:1996,Bill Curry,1996,Kentucky,-0.5758502664440414
0.48080109001583543,Bill Curry:2010,Bill Curry,2010,Georgia St.,-0.930123085598429
-0.08997788655445094,Bill Curry:2011,Bill Curry,2011,Georgia St.,-0.930123085598429
-0.504632442806357,Bill Curry:2012,Bill Curry,2012,Georgia St.,-0.930123085598429
0.6864229608058483,Bill Doba:2003,Bill Doba,2003,Washington St.,-0.32743744798915103
-0.002240699003669253,Bill Doba:2004,Bill Doba,2004,Washington St.,-0.32743744798915103
-0.18608369481825296,Bill Doba:2005,Bill Doba,2005,Washington St.,-0.32743744798915103
0.09289155955214637,Bill Doba:2006,Bill Doba,2006,Washington St.,-0.32743744798915103
-0.08201230780519023,Bill Doba:2007,Bill Doba,2007,Washington St.,-0.32743744798915103
0.38733051225829324,Bill Lynch:1995,Bill Lynch,1995,Ball St. (IN),-0.3772739392247235
0.46790229588270055,Bill Lynch:1996,Bill Lynch,1996,Ball St. (IN),-0.3772739392247235
0.022600819014051386,Bill Lynch:1997,Bill Lynch,1997,Ball St. (IN),-0.3772739392247235
-0.7400257952147872,Bill Lynch:1998,Bill Lynch,1998,Ball St. (IN),-0.3772739392247235
-0.9469954057923397,Bill Lynch:1999,Bill Lynch,1999,Ball St. (IN),-0.3772739392247235
0.02260081901405143,Bill Lynch:2000,Bill Lynch,2e3,Ball St. (IN),-0.3772739392247235
0.02260081901405143,Bill Lynch:2001,Bill Lynch,2001,Ball St. (IN),-0.3772739392247235
0.11890259215610713,Bill Lynch:2002,Bill Lynch,2002,Ball St. (IN),-0.3772739392247235
0.3311840719490019,Bill Lynch:2007,Bill Lynch,2007,Indiana,-0.6064741742627966
-0.30177391734205566,Bill Lynch:2008,Bill Lynch,2008,Indiana,-0.6064741742627966
-0.11761622926537345,Bill Lynch:2009,Bill Lynch,2009,Indiana,-0.6064741742627966
0.0619058941621588,Bill Lynch:2010,Bill Lynch,2010,Indiana,-0.6064741742627966
-0.1385572559766405,Bill O'Brien:2012,Bill O'Brien,2012,Penn St.,0.8282627346365288
-0.3251676639401167,Bill O'Brien:2013,Bill O'Brien,2013,Penn St.,0.8282627346365288
-0.9836731145641662,Bill Snyder:1989,Bill Snyder,1989,Kansas St.,0.1531785900413489
-0.24267052177894527,Bill Snyder:1990,Bill Snyder,1990,Kansas St.,0.1531785900413489
0.12472449077037095,Bill Snyder:1991,Bill Snyder,1991,Kansas St.,0.1531785900413489
-0.24267052177894527,Bill Snyder:1992,Bill Snyder,1992,Kansas St.,0.1531785900413489
0.3774013311135094,Bill Snyder:1993,Bill Snyder,1993,Kansas St.,0.1531785900413489
0.3774013311135094,Bill Snyder:1994,Bill Snyder,1994,Kansas St.,0.1531785900413489
0.5649340840946333,Bill Snyder:1995,Bill Snyder,1995,Kansas St.,0.1531785900413489
0.3774013311135095,Bill Snyder:1996,Bill Snyder,1996,Kansas St.,0.1531785900413489
0.7595661098354164,Bill Snyder:1997,Bill Snyder,1997,Kansas St.,0.1531785900413489
0.6195116570276924,Bill Snyder:1998,Bill Snyder,1998,Kansas St.,0.1531785900413489
0.7595661098354165,Bill Snyder:1999,Bill Snyder,1999,Kansas St.,0.1531785900413489
0.4932514918037365,Bill Snyder:2000,Bill Snyder,2e3,Kansas St.,0.1531785900413489
-0.15807930956520527,Bill Snyder:2001,Bill Snyder,2001,Kansas St.,0.1531785900413489
0.6195116570276918,Bill Snyder:2002,Bill Snyder,2002,Kansas St.,0.1531785900413489
0.37882333434992227,Bill Snyder:2003,Bill Snyder,2003,Kansas St.,0.1531785900413489
-0.42485633382263827,Bill Snyder:2004,Bill Snyder,2004,Kansas St.,0.1531785900413489
-0.24267052177894527,Bill Snyder:2005,Bill Snyder,2005,Kansas St.,0.1531785900413489
-0.15807930956520527,Bill Snyder:2009,Bill Snyder,2009,Kansas St.,0.1531785900413489
-0.08029604925281376,Bill Snyder:2010,Bill Snyder,2010,Kansas St.,0.1531785900413489
0.43729382015389184,Bill Snyder:2011,Bill Snyder,2011,Kansas St.,0.1531785900413489
0.6195116570276914,Bill Snyder:2012,Bill Snyder,2012,Kansas St.,0.1531785900413489
0.0887857965804689,Bill Snyder:2013,Bill Snyder,2013,Kansas St.,0.1531785900413489
0.2608625125479831,Bill Snyder:2014,Bill Snyder,2014,Kansas St.,0.1531785900413489
-0.24768814286845778,Bill Snyder:2015,Bill Snyder,2015,Kansas St.,0.1531785900413489
0.12267288558502669,Bill Stewart:2007,Bill Stewart,2007,West Virginia,0.40753276603685296
0.12899065710387814,Bill Stewart:2008,Bill Stewart,2008,West Virginia,0.40753276603685296
0.12899065710387814,Bill Stewart:2009,Bill Stewart,2009,West Virginia,0.40753276603685296
0.12899065710387814,Bill Stewart:2010,Bill Stewart,2010,West Virginia,0.40753276603685296
0.041657742658991144,Blake Anderson:2014,Blake Anderson,2014,Arkansas St.,-0.07242000203290645
0.37961111830010524,Blake Anderson:2015,Blake Anderson,2015,Arkansas St.,-0.07242000203290645
0.11418841756281034,Bo Pelini:2003,Bo Pelini,2003,Nebraska,0.522134420732549
0.0703937400971036,Bo Pelini:2008,Bo Pelini,2008,Nebraska,0.522134420732549
0.1262953663827401,Bo Pelini:2009,Bo Pelini,2009,Nebraska,0.522134420732549
0.12629536638274014,Bo Pelini:2010,Bo Pelini,2010,Nebraska,0.522134420732549
0.07039374009710313,Bo Pelini:2011,Bo Pelini,2011,Nebraska,0.522134420732549
0.1262953663827401,Bo Pelini:2012,Bo Pelini,2012,Nebraska,0.522134420732549
0.07039374009710331,Bo Pelini:2013,Bo Pelini,2013,Nebraska,0.522134420732549
0.19816876184522786,Bo Pelini:2014,Bo Pelini,2014,Nebraska,0.522134420732549
-0.15078864034167408,Bob Davie:1997,Bob Davie,1997,Notre Dame (IN),0.28409224128144456
0.3130765131030402,Bob Davie:1998,Bob Davie,1998,Notre Dame (IN),0.28409224128144456
-0.4007855485792792,Bob Davie:1999,Bob Davie,1999,Notre Dame (IN),0.28409224128144456
0.3130765131030402,Bob Davie:2000,Bob Davie,2e3,Notre Dame (IN),0.28409224128144456
-0.30815576471532374,Bob Davie:2001,Bob Davie,2001,Notre Dame (IN),0.28409224128144456
-0.2377935919171317,Bob Davie:2012,Bob Davie,2012,New Mexico,-0.49657285838464066
-0.35561197719832977,Bob Davie:2013,Bob Davie,2013,New Mexico,-0.49657285838464066
-0.17300990410776115,Bob Davie:2014,Bob Davie,2014,New Mexico,-0.49657285838464066
0.27163962484717424,Bob Davie:2015,Bob Davie,2015,New Mexico,-0.49657285838464066
-0.6872068162433339,Bob Diaco:2014,Bob Diaco,2014,Connecticut,-0.1993929622291295
-0.05650142803928624,Bob Diaco:2015,Bob Diaco,2015,Connecticut,-0.1993929622291295
-0.2579020504947279,Bob Gregory:2013,Bob Gregory,2013,Boise St. (ID),0.989286565413256
-0.4029368185925535,Bob Stoops:1999,Bob Stoops,1999,Oklahoma,0.9859768117325177
0.6696444321371335,Bob Stoops:2000,Bob Stoops,2e3,Oklahoma,0.9859768117325177
0.23264286173788537,Bob Stoops:2001,Bob Stoops,2001,Oklahoma,0.9859768117325177
0.2734005263791216,Bob Stoops:2002,Bob Stoops,2002,Oklahoma,0.9859768117325177
0.2734005263791216,Bob Stoops:2003,Bob Stoops,2003,Oklahoma,0.9859768117325177
0.4448502861856629,Bob Stoops:2004,Bob Stoops,2004,Oklahoma,0.9859768117325177
-0.2135579982257233,Bob Stoops:2005,Bob Stoops,2005,Oklahoma,0.9859768117325177
0.07667827805380795,Bob Stoops:2006,Bob Stoops,2006,Oklahoma,0.9859768117325177
0.07667827805380795,Bob Stoops:2007,Bob Stoops,2007,Oklahoma,0.9859768117325177
0.2734005263791214,Bob Stoops:2008,Bob Stoops,2008,Oklahoma,0.9859768117325177
-0.3445730342422283,Bob Stoops:2009,Bob Stoops,2009,Oklahoma,0.9859768117325177
0.2734005263791214,Bob Stoops:2010,Bob Stoops,2010,Oklahoma,0.9859768117325177
0.03142395114644504,Bob Stoops:2011,Bob Stoops,2011,Oklahoma,0.9859768117325177
0.03142395114644534,Bob Stoops:2012,Bob Stoops,2012,Oklahoma,0.9859768117325177
0.2326428617378853,Bob Stoops:2013,Bob Stoops,2013,Oklahoma,0.9859768117325177
-0.3445730342422282,Bob Stoops:2014,Bob Stoops,2014,Oklahoma,0.9859768117325177
0.23264286173788537,Bob Stoops:2015,Bob Stoops,2015,Oklahoma,0.9859768117325177
-0.2276490732173586,Bob Toledo:1996,Bob Toledo,1996,UCLA,0.12317190483532575
0.5792679560623377,Bob Toledo:1997,Bob Toledo,1997,UCLA,0.12317190483532575
0.5792679560623377,Bob Toledo:1998,Bob Toledo,1998,UCLA,0.12317190483532575
-0.40986115756248687,Bob Toledo:1999,Bob Toledo,1999,UCLA,0.12317190483532575
-0.14243576581776196,Bob Toledo:2000,Bob Toledo,2e3,UCLA,0.12317190483532575
0.13942297794286385,Bob Toledo:2001,Bob Toledo,2001,UCLA,0.12317190483532575
0.10478847659595276,Bob Toledo:2002,Bob Toledo,2002,UCLA,0.12317190483532575
-0.101564509513473,Bob Toledo:2007,Bob Toledo,2007,Tulane (LA),-0.6384739884022438
-0.47715352412748097,Bob Toledo:2008,Bob Toledo,2008,Tulane (LA),-0.6384739884022438
-0.2862013484862577,Bob Toledo:2009,Bob Toledo,2009,Tulane (LA),-0.6384739884022438
-0.1015645095134729,Bob Toledo:2010,Bob Toledo,2010,Tulane (LA),-0.6384739884022438
-0.15168889745707634,Bob Toledo:2011,Bob Toledo,2011,Tulane (LA),-0.6384739884022438
0.2030458630194377,"Bobby ""Bob"" Petrino:2003","Bobby ""Bob"" Petrino",2003,Louisville (KY),0.2641395732903133
0.7094689011593641,"Bobby ""Bob"" Petrino:2004","Bobby ""Bob"" Petrino",2004,Louisville (KY),0.2641395732903133
0.32283160721917387,"Bobby ""Bob"" Petrino:2005","Bobby ""Bob"" Petrino",2005,Louisville (KY),0.2641395732903133
0.7574070730333258,"Bobby ""Bob"" Petrino:2006","Bobby ""Bob"" Petrino",2006,Louisville (KY),0.2641395732903133
-0.3957928181629114,"Bobby ""Bob"" Petrino:2008","Bobby ""Bob"" Petrino",2008,Arkansas,0.27453598251789463
0.02427952364137581,"Bobby ""Bob"" Petrino:2009","Bobby ""Bob"" Petrino",2009,Arkansas,0.27453598251789463
0.37584438181819513,"Bobby ""Bob"" Petrino:2010","Bobby ""Bob"" Petrino",2010,Arkansas,0.27453598251789463
0.5603188194505898,"Bobby ""Bob"" Petrino:2011","Bobby ""Bob"" Petrino",2011,Arkansas,0.27453598251789463
0.3128551413131989,"Bobby ""Bob"" Petrino:2013","Bobby ""Bob"" Petrino",2013,Western Kentucky,-0.07698704577345905
0.20304586301943803,"Bobby ""Bob"" Petrino:2014","Bobby ""Bob"" Petrino",2014,Louisville (KY),0.2641395732903133
0.029791437420906074,"Bobby ""Bob"" Petrino:2015","Bobby ""Bob"" Petrino",2015,Louisville (KY),0.2641395732903133
0.19292089569989654,Bobby Bowden:1970,Bobby Bowden,1970,West Virginia,0.40753276603685296
0.0011913956283189995,Bobby Bowden:1971,Bobby Bowden,1971,West Virginia,0.40753276603685296
0.06743966708667239,Bobby Bowden:1972,Bobby Bowden,1972,West Virginia,0.40753276603685296
-0.18584645641956177,Bobby Bowden:1973,Bobby Bowden,1973,West Virginia,0.40753276603685296
-0.5521554152369167,Bobby Bowden:1974,Bobby Bowden,1974,West Virginia,0.40753276603685296
0.2531387112017398,Bobby Bowden:1975,Bobby Bowden,1975,West Virginia,0.40753276603685296
-0.6659536762837506,Bobby Bowden:1976,Bobby Bowden,1976,Florida St.,1.0080873771110854
0.18025598939803844,Bobby Bowden:1977,Bobby Bowden,1977,Florida St.,1.0080873771110854
-0.07737121460954467,Bobby Bowden:1978,Bobby Bowden,1978,Florida St.,1.0080873771110854
0.3980179777964581,Bobby Bowden:1979,Bobby Bowden,1979,Florida St.,1.0080873771110854
0.18025598939803844,Bobby Bowden:1980,Bobby Bowden,1980,Florida St.,1.0080873771110854
-0.4760681190655644,Bobby Bowden:1981,Bobby Bowden,1981,Florida St.,1.0080873771110854
-0.026513344913310737,Bobby Bowden:1982,Bobby Bowden,1982,Florida St.,1.0080873771110854
-0.4137535488788678,Bobby Bowden:1983,Bobby Bowden,1983,Florida St.,1.0080873771110854
-0.4137535488788674,Bobby Bowden:1984,Bobby Bowden,1984,Florida St.,1.0080873771110854
-0.026513344913310585,Bobby Bowden:1985,Bobby Bowden,1985,Florida St.,1.0080873771110854
-0.41375354887886784,Bobby Bowden:1986,Bobby Bowden,1986,Florida St.,1.0080873771110854
0.3980179777964581,Bobby Bowden:1987,Bobby Bowden,1987,Florida St.,1.0080873771110854
0.3980179777964581,Bobby Bowden:1988,Bobby Bowden,1988,Florida St.,1.0080873771110854
0.18025598939803844,Bobby Bowden:1989,Bobby Bowden,1989,Florida St.,1.0080873771110854
0.18025598939803844,Bobby Bowden:1990,Bobby Bowden,1990,Florida St.,1.0080873771110854
0.2230659662700018,Bobby Bowden:1991,Bobby Bowden,1991,Florida St.,1.0080873771110854
0.3980179777964581,Bobby Bowden:1992,Bobby Bowden,1992,Florida St.,1.0080873771110854
0.43599177282033746,Bobby Bowden:1993,Bobby Bowden,1993,Florida St.,1.0080873771110854
0.1802559893980383,Bobby Bowden:1994,Bobby Bowden,1994,Florida St.,1.0080873771110854
0.18025598939803844,Bobby Bowden:1995,Bobby Bowden,1995,Florida St.,1.0080873771110854
0.3980179777964581,Bobby Bowden:1996,Bobby Bowden,1996,Florida St.,1.0080873771110854
0.3980179777964583,Bobby Bowden:1997,Bobby Bowden,1997,Florida St.,1.0080873771110854
0.2230659662700015,Bobby Bowden:1998,Bobby Bowden,1998,Florida St.,1.0080873771110854
0.6283741908838366,Bobby Bowden:1999,Bobby Bowden,1999,Florida St.,1.0080873771110854
0.2230659662700017,Bobby Bowden:2000,Bobby Bowden,2e3,Florida St.,1.0080873771110854
-0.22396279639961766,Bobby Bowden:2001,Bobby Bowden,2001,Florida St.,1.0080873771110854
-0.30142314238417206,Bobby Bowden:2002,Bobby Bowden,2002,Florida St.,1.0080873771110854
0.021227691278942657,Bobby Bowden:2003,Bobby Bowden,2003,Florida St.,1.0080873771110854
-0.026513344913310585,Bobby Bowden:2004,Bobby Bowden,2004,Florida St.,1.0080873771110854
-0.3557144607222112,Bobby Bowden:2005,Bobby Bowden,2005,Florida St.,1.0080873771110854
-0.5339690552841263,Bobby Bowden:2006,Bobby Bowden,2006,Florida St.,1.0080873771110854
-0.5339690552841264,Bobby Bowden:2007,Bobby Bowden,2007,Florida St.,1.0080873771110854
-0.17116250670437824,Bobby Bowden:2008,Bobby Bowden,2008,Florida St.,1.0080873771110854
-0.5339690552841264,Bobby Bowden:2009,Bobby Bowden,2009,Florida St.,1.0080873771110854
-0.3020424571432378,Bobby Hauck:2010,Bobby Hauck,2010,Nevada-Las Vegas,-1.1276185765869036
-0.2568168691970121,Bobby Hauck:2011,Bobby Hauck,2011,Nevada-Las Vegas,-1.1276185765869036
-0.3020424571432378,Bobby Hauck:2012,Bobby Hauck,2012,Nevada-Las Vegas,-1.1276185765869036
0.6117714421061918,Bobby Hauck:2013,Bobby Hauck,2013,Nevada-Las Vegas,-1.1276185765869036
-0.3020424571432378,Bobby Hauck:2014,Bobby Hauck,2014,Nevada-Las Vegas,-1.1276185765869036
-0.4804426622440029,Bobby Johnson:2002,Bobby Johnson,2002,Vanderbilt (TN),-0.6314248652610944
-0.4804426622440029,Bobby Johnson:2003,Bobby Johnson,2003,Vanderbilt (TN),-0.6314248652610944
-0.42480972596716554,Bobby Johnson:2004,Bobby Johnson,2004,Vanderbilt (TN),-0.6314248652610944
0.14870669832276726,Bobby Johnson:2005,Bobby Johnson,2005,Vanderbilt (TN),-0.6314248652610944
-0.10509737290267152,Bobby Johnson:2006,Bobby Johnson,2006,Vanderbilt (TN),-0.6314248652610944
0.07469416380598926,Bobby Johnson:2007,Bobby Johnson,2007,Vanderbilt (TN),-0.6314248652610944
0.34469156022063663,Bobby Johnson:2008,Bobby Johnson,2008,Vanderbilt (TN),-0.6314248652610944
-0.4804426622440031,Bobby Johnson:2009,Bobby Johnson,2009,Vanderbilt (TN),-0.6314248652610944
0.24867248026374095,Bobby Ross:1982,Bobby Ross,1982,Maryland,0.04842663916314019
0.24867248026374095,Bobby Ross:1983,Bobby Ross,1983,Maryland,0.04842663916314019
0.4293862424585799,Bobby Ross:1984,Bobby Ross,1984,Maryland,0.04842663916314019
0.4293862424585801,Bobby Ross:1985,Bobby Ross,1985,Maryland,0.04842663916314019
-0.19022213207956032,Bobby Ross:1986,Bobby Ross,1986,Maryland,0.04842663916314019
-0.7106698847785813,Bobby Ross:1987,Bobby Ross,1987,Georgia Tech,-0.01893325764485333
-0.5231768612567079,Bobby Ross:1988,Bobby Ross,1988,Georgia Tech,-0.01893325764485333
0.2093336887195829,Bobby Ross:1989,Bobby Ross,1989,Georgia Tech,-0.01893325764485333
0.8388554475891915,Bobby Ross:1990,Bobby Ross,1990,Georgia Tech,-0.01893325764485333
0.1808261124244357,Bobby Ross:1991,Bobby Ross,1991,Georgia Tech,-0.01893325764485333
-0.19876726249404372,Bobby Ross:2004,Bobby Ross,2004,Army (NY),-1.151513576944475
0.20900723557179823,Bobby Ross:2005,Bobby Ross,2005,Army (NY),-1.151513576944475
-0.043905520834382795,Bobby Ross:2006,Bobby Ross,2006,Army (NY),-1.151513576944475
-0.4021519572129984,Bobby Wallace:1998,Bobby Wallace,1998,Temple (PA),-0.6818022874971966
-0.4021519572129984,Bobby Wallace:1999,Bobby Wallace,1999,Temple (PA),-0.6818022874971966
-0.013215948315838928,Bobby Wallace:2000,Bobby Wallace,2e3,Temple (PA),-0.6818022874971966
-0.013215948315838928,Bobby Wallace:2001,Bobby Wallace,2001,Temple (PA),-0.6818022874971966
-0.07988880432056814,Bobby Wallace:2002,Bobby Wallace,2002,Temple (PA),-0.6818022874971966
-0.6569385353689142,Bobby Wallace:2003,Bobby Wallace,2003,Temple (PA),-0.6818022874971966
-0.4021519572129984,Bobby Wallace:2004,Bobby Wallace,2004,Temple (PA),-0.6818022874971966
-0.8227854930340922,Bobby Wallace:2005,Bobby Wallace,2005,Temple (PA),-0.6818022874971966
0.36952458050001646,Bobby Wilder:2009,Bobby Wilder,2009,Old Dominion (VA),0.4557289185340516
0.1704952060589721,Bobby Wilder:2010,Bobby Wilder,2010,Old Dominion (VA),0.4557289185340516
