"Coach","Year","Team","Rating","Rank","avg_team_elo","resid_elo","years_coached"
"Jim Hofher",2005,"Buffalo (NY)",1344.35789715818,496,1432.15769747695,-87.7998003187734,4
"Jim L. Mora",2012,"UCLA",1539.80555099729,52,1521.19339547216,18.6121555251309,0
"Jim L. Mora",2013,"UCLA",1591.88705864681,22,1521.19339547216,70.6936631746489,1
"Jim L. Mora",2014,"UCLA",1609.07650400209,15,1521.19339547216,87.8831085299271,2
"Jim L. Mora",2015,"UCLA",1591.76839518282,22,1521.19339547216,70.5749997106582,3
"Jim Lambright",1993,"Washington",1519.61545666349,32,1523.76092258423,-4.14546592074066,0
"Jim Lambright",1994,"Washington",1506.3125087367,53,1523.76092258423,-17.4484138475361,1
"Jim Lambright",1995,"Washington",1524.83156881362,36,1523.76092258423,1.07064622938401,2
"Jim Lambright",1996,"Washington",1555.25343824296,19,1523.76092258423,31.4925156587324,3
"Jim Lambright",1997,"Washington",1538.4994112931,31,1523.76092258423,14.7384887088701,4
"Jim Lambright",1998,"Washington",1505.82691951645,69,1523.76092258423,-17.9340030677863,5
"Jim Leavitt",1997,"South Florida",1479.4813193227,322,1500.2368989932,-20.7555796704949,0
"Jim Leavitt",1998,"South Florida",1465.88942509117,359,1500.2368989932,-34.3474739020241,1
"Jim Leavitt",1999,"South Florida",1477.72229177493,353,1500.2368989932,-22.5146072182704,2
"Jim Leavitt",2000,"South Florida",1478.45187077091,359,1500.2368989932,-21.7850282222855,3
"Jim Leavitt",2001,"South Florida",1499.61082002271,265,1500.2368989932,-0.626078970484741,4
"Jim Leavitt",2002,"South Florida",1557.00035256,38,1500.2368989932,56.7634535668019,5
"Jim Leavitt",2003,"South Florida",1553.33647431269,48,1500.2368989932,53.0995753194925,6
"Jim Leavitt",2004,"South Florida",1489.98517182317,381,1500.2368989932,-10.2517271700247,7
"Jim Leavitt",2005,"South Florida",1488.40500102447,397,1500.2368989932,-11.8318979687233,8
"Jim Leavitt",2006,"South Florida",1532.59488735079,51,1500.2368989932,32.3579883575919,9
"Jim Leavitt",2007,"South Florida",1554.30102152452,36,1500.2368989932,54.0641225313234,10
"Jim Leavitt",2008,"South Florida",1544.14636699439,43,1500.2368989932,43.9094680011967,11
"Jim Leavitt",2009,"South Florida",1528.5211537335,58,1500.2368989932,28.2842547403061,12
"Jim McElwain",2012,"Colorado St.",1472.25154558233,545,1507.97458401254,-35.7230384302077,0
"Jim McElwain",2013,"Colorado St.",1500.28848148239,134,1507.97458401254,-7.68610253015027,1
"Jim McElwain",2014,"Colorado St.",1552.92336090674,43,1507.97458401254,44.9487768941988,2
"Jim McElwain",2015,"Florida",1597.38888373556,18,1578.79993557565,18.5889481599106,0
"Jim Pittman",1971,"Texas Christian",1493.67460350736,23,1542.84942317573,-49.1748196683709,0
"Jim Stanley",1977,"Oklahoma St.",1490.56627435241,82,1517.59950976712,-27.0332354147085,0
"Jim Stanley",1978,"Oklahoma St.",1484.98505803694,107,1517.59950976712,-32.6144517301827,1
"Jim Strong",1990,"Nevada-Las Vegas",1490.17300048084,235,1459.18721361259,30.9857868682432,0
"Jim Strong",1991,"Nevada-Las Vegas",1472.03300940496,279,1459.18721361259,12.8457957923715,1
"Jim Strong",1992,"Nevada-Las Vegas",1461.87164191044,300,1459.18721361259,2.68442829784613,2
"Jim Strong",1993,"Nevada-Las Vegas",1435.47337334213,328,1459.18721361259,-23.7138402704641,3
"Jim Sweeney",1981,"Fresno St. (CA)",1509.71316704532,29,1514.46678331024,-4.75361626492486,0
"Jim Sweeney",1982,"Fresno St. (CA)",1504.31409538898,42,1514.46678331024,-10.1526879212577,1
"Jim Sweeney",1983,"Fresno St. (CA)",1512.96584366197,28,1514.46678331024,-1.50093964826556,2
"Jim Sweeney",1984,"Fresno St. (CA)",1499.48216806557,98,1514.46678331024,-14.9846152446714,3
"Jim Sweeney",1985,"Fresno St. (CA)",1499.96279053888,91,1514.46678331024,-14.5039927713574,4
"Jim Sweeney",1986,"Fresno St. (CA)",1490.7050843818,191,1514.46678331024,-23.7616989284434,5
"Jim Sweeney",1987,"Fresno St. (CA)",1483.19734605781,220,1514.46678331024,-31.2694372524259,6
"Jim Sweeney",1988,"Fresno St. (CA)",1487.39800954336,218,1514.46678331024,-27.0687737668795,7
"Jim Sweeney",1989,"Fresno St. (CA)",1490.54850715752,222,1514.46678331024,-23.9182761527197,8
"Jim Sweeney",1990,"Fresno St. (CA)",1492.91138036814,223,1514.46678331024,-21.5554029420998,9
"Jim Sweeney",1991,"Fresno St. (CA)",1503.7275920364,58,1514.46678331024,-10.7391912738397,10
"Jim Sweeney",1992,"Fresno St. (CA)",1510.71252609166,47,1514.46678331024,-3.75425721858392,11
"Jim Sweeney",1993,"Fresno St. (CA)",1512.48032976989,43,1514.46678331024,-1.98645354035466,12
"Jim Sweeney",1994,"Fresno St. (CA)",1471.19798164382,310,1514.46678331024,-43.2688016664183,13
"Jim Sweeney",1995,"Fresno St. (CA)",1469.83878936254,313,1514.46678331024,-44.6279939476988,14
"Jim Sweeney",1996,"Fresno St. (CA)",1456.79669711101,344,1514.46678331024,-57.6700861992315,15
"Jim Tressel",2001,"Ohio St.",1537.22466857427,44,1572.83239855735,-35.6077299830738,0
"Jim Tressel",2002,"Ohio St.",1630.30654335575,5,1572.83239855735,57.4741447983993,1
"Jim Tressel",2003,"Ohio St.",1654.54088097626,5,1572.83239855735,81.7084824189124,2
"Jim Tressel",2004,"Ohio St.",1635.59956083785,11,1572.83239855735,62.7671622804996,3
"Jim Tressel",2005,"Ohio St.",1652.31895627002,6,1572.83239855735,79.4865577126718,4
"Jim Tressel",2006,"Ohio St.",1704.43111951695,1,1572.83239855735,131.5987209596,5
"Jim Tressel",2007,"Ohio St.",1691.36040911634,1,1572.83239855735,118.528010558991,6
"Jim Tressel",2008,"Ohio St.",1672.33121525422,5,1572.83239855735,99.4988166968742,7
"Jim Tressel",2009,"Ohio St.",1665.29233119417,6,1572.83239855735,92.4599326368232,8
"Jim Tressel",2010,"Ohio St.",1686.46476772452,3,1572.83239855735,113.632369167173,9
"Jim Wacker",1983,"Texas Christian",1498.51097778441,108,1542.84942317573,-44.3384453913209,0
"Jim Wacker",1984,"Texas Christian",1518.98513294967,18,1542.84942317573,-23.8642902260692,1
"Jim Wacker",1985,"Texas Christian",1502.73440950476,54,1542.84942317573,-40.1150136709766,2
"Jim Wacker",1986,"Texas Christian",1512.14973613808,28,1542.84942317573,-30.6996870376515,3
"Jim Wacker",1987,"Texas Christian",1492.10775082722,197,1542.84942317573,-50.741672348511,4
"Jim Wacker",1988,"Texas Christian",1486.65567239864,221,1542.84942317573,-56.1937507770965,5
"Jim Wacker",1989,"Texas Christian",1495.13281381284,198,1542.84942317573,-47.7166093628935,6
"Jim Wacker",1990,"Texas Christian",1486.54974530156,245,1542.84942317573,-56.2996778741699,7
"Jim Wacker",1991,"Texas Christian",1489.91230897617,241,1542.84942317573,-52.9371141995612,8
"Jim Wacker",1992,"Minnesota",1471.57601984856,286,1495.1886044988,-23.6125846502393,0
"Jim Wacker",1993,"Minnesota",1483.46782062666,279,1495.1886044988,-11.7207838721358,1
"Jim Wacker",1994,"Minnesota",1474.08067178399,306,1495.1886044988,-21.1079327148093,2
"Jim Wacker",1995,"Minnesota",1449.45279763672,347,1495.1886044988,-45.7358068620804,3
"Jim Wacker",1996,"Minnesota",1453.10107865214,348,1495.1886044988,-42.0875258466556,4
"Jim Walden",1978,"Washington St.",1507.47871985649,17,1490.92298871341,16.5557311430853,0
"Jim Walden",1979,"Washington St.",1512.95793585698,16,1490.92298871341,22.0349471435704,1
"Jim Walden",1980,"Washington St.",1498.40600356807,85,1490.92298871341,7.48301485466686,2
"Jim Walden",1981,"Washington St.",1506.72511096911,38,1490.92298871341,15.8021222556988,3
"Jim Walden",1982,"Washington St.",1521.68138732814,15,1490.92298871341,30.7583986147379,4
"Jim Walden",1983,"Washington St.",1524.55197557636,14,1490.92298871341,33.6289868629567,5
"Jim Walden",1984,"Washington St.",1526.70042439184,13,1490.92298871341,35.7774356784357,6
"Jim Walden",1985,"Washington St.",1508.66841442603,29,1490.92298871341,17.7454257126212,7
"Jim Walden",1986,"Washington St.",1494.66485764506,171,1490.92298871341,3.74186893165825,8
"Jim Walden",1987,"Iowa St.",1492.32725306277,195,1472.85210743782,19.4751456249473,0
"Jim Walden",1988,"Iowa St.",1508.8692674973,48,1472.85210743782,36.0171600594847,1
"Jim Walden",1989,"Iowa St.",1522.6930747993,22,1472.85210743782,49.8409673614799,2
"Jim Walden",1990,"Iowa St.",1502.53617016521,68,1472.85210743782,29.6840627273925,3
"Jim Walden",1991,"Iowa St.",1468.20549478524,287,1472.85210743782,-4.64661265258292,4
"Jim Walden",1992,"Iowa St.",1456.91624872367,307,1472.85210743782,-15.9358587141533,5
"Jim Walden",1993,"Iowa St.",1461.20877559777,317,1472.85210743782,-11.6433318400523,6
"Jim Walden",1994,"Iowa St.",1446.23025502222,334,1472.85210743782,-26.621852415597,7
"Jim Young",1979,"Purdue (IN)",1507.80016946331,27,1508.85318801815,-1.0530185548439,0
"Jim Young",1980,"Purdue (IN)",1505.85012709748,34,1508.85318801815,-3.0030609206708,1
"Jim Young",1981,"Purdue (IN)",1504.38759532311,46,1508.85318801815,-4.4655926950411,2
"Jim Young",1983,"Army (NY)",1493.02915467053,148,1467.10025787554,25.9288967949881,0
"Jim Young",1984,"Army (NY)",1505.17451476902,40,1467.10025787554,38.0742568934809,1
"Jim Young",1985,"Army (NY)",1496.37945367981,153,1467.10025787554,29.2791958042701,2
"Jim Young",1986,"Army (NY)",1498.8212505464,134,1467.10025787554,31.7209926708529,3
"Jim Young",1987,"Army (NY)",1499.45222196026,130,1467.10025787554,32.3519640847137,4
"Jim Young",1988,"Army (NY)",1502.48546724807,68,1467.10025787554,35.3852093725293,5
"Jim Young",1989,"Army (NY)",1483.28384217442,240,1467.10025787554,16.1835842988776,6
"Jim Young",1990,"Army (NY)",1477.96834375946,263,1467.10025787554,10.8680858839198,7
"Jimbo Fisher",2010,"Florida St.",1559.62902050091,34,1615.16563237436,-55.5366118734473,0
"Jimbo Fisher",2011,"Florida St.",1574.95622016406,31,1615.16563237436,-40.2094122102981,1
"Jimbo Fisher",2012,"Florida St.",1604.62881698707,21,1615.16563237436,-10.5368153872842,2
"Jimbo Fisher",2013,"Florida St.",1669.72804839429,3,1615.16563237436,54.5624160199275,3
"Jimbo Fisher",2014,"Florida St.",1715.07649731947,1,1615.16563237436,99.9108649451134,4
"Jimbo Fisher",2015,"Florida St.",1664.92826004451,5,1615.16563237436,49.7626276701558,5
"Jimmy ""Red"" Parker",1976,"Clemson (SC)",1509.88235498646,13,1555.25805544032,-45.3757004538645,0
"Jimmy Johnson",1979,"Oklahoma St.",1510.28125141774,17,1517.59950976712,-7.31825834937945,0
"Jimmy Johnson",1980,"Oklahoma St.",1507.71093856331,29,1517.59950976712,-9.88857120381476,1
"Jimmy Johnson",1981,"Oklahoma St.",1505.78320392248,40,1517.59950976712,-11.8163058446412,2
"Jimmy Johnson",1982,"Oklahoma St.",1504.33740294186,41,1517.59950976712,-13.2621068252611,3
"Jimmy Johnson",1983,"Oklahoma St.",1503.25305220639,45,1517.59950976712,-14.3464575607259,4
"Jimmy Johnson",1984,"Miami (FL)",1486.07741372866,182,1559.45787335731,-73.3804596286511,0
"Jimmy Johnson",1985,"Miami (FL)",1524.83213886703,13,1559.45787335731,-34.6257344902817,1
"Jimmy Johnson",1986,"Miami (FL)",1529.73850901947,13,1559.45787335731,-29.7193643378464,2
"Jimmy Johnson",1987,"Miami (FL)",1545.75132196536,7,1559.45787335731,-13.7065513919545,3
"Jimmy Johnson",1988,"Miami (FL)",1558.35244090284,7,1559.45787335731,-1.1054324544773,4
"Jimmy Sharpe",1974,"Virginia Tech",1489.71912358325,48,1544.28673234276,-54.5676087595089,0
"Jimmy Sharpe",1975,"Virginia Tech",1483.1126633736,62,1544.28673234276,-61.1740689691617,1
"Jimmy Sharpe",1976,"Virginia Tech",1477.88655945888,77,1544.28673234276,-66.4001728838741,2
"Jimmy Sharpe",1977,"Virginia Tech",1475.46988180709,100,1544.28673234276,-68.8168505356705,3
"Joe Avezzano",1980,"Oregon St.",1489.59802073604,123,1504.48301317059,-14.8849924345468,0
"Joe Avezzano",1981,"Oregon St.",1479.87765896968,159,1504.48301317059,-24.605354200909,1
"Joe Avezzano",1982,"Oregon St.",1472.65680953454,172,1504.48301317059,-31.8262036360536,2
"Joe Avezzano",1983,"Oregon St.",1478.69255367114,181,1504.48301317059,-25.7904594994502,3
"Joe Avezzano",1984,"Oregon St.",1463.71985492111,199,1504.48301317059,-40.7631582494823,4
"Joe Glenn",2003,"Wyoming",1460.16696297657,419,1484.4392101264,-24.2722471498282,0
"Joe Glenn",2004,"Wyoming",1496.24949948778,342,1484.4392101264,11.8102893613825,1
"Joe Glenn",2005,"Wyoming",1469.05257592231,437,1484.4392101264,-15.3866342040869,2
"Joe Glenn",2006,"Wyoming",1485.31057807789,418,1484.4392101264,0.871367951490811,3
"Joe Glenn",2007,"Wyoming",1469.47922986619,464,1484.4392101264,-14.9599802602065,4
"Joe Glenn",2008,"Wyoming",1444.0075692852,508,1484.4392101264,-40.4316408411973,5
"Joe Hollis",1997,"Arkansas St.",1484.38236897298,312,1476.34665775422,8.03571121876098,0
"Joe Hollis",1998,"Arkansas St.",1458.71992395571,366,1476.34665775422,-17.6267337985148,1
"Joe Hollis",1999,"Arkansas St.",1442.85224666713,394,1476.34665775422,-33.4944110870883,2
"Joe Hollis",2000,"Arkansas St.",1428.81753017486,409,1476.34665775422,-47.5291275793591,3
"Joe Hollis",2001,"Arkansas St.",1412.29399507136,432,1476.34665775422,-64.0526626828635,4
"Joe Kapp",1982,"California",1507.48889382397,34,1503.00868523987,4.48020858409677,0
"Joe Kapp",1983,"California",1493.78851396922,144,1503.00868523987,-9.22017127065305,1
"Joe Kapp",1984,"California",1484.76663463915,184,1503.00868523987,-18.2420506007263,2
"Joe Kapp",1985,"California",1497.94850870405,136,1503.00868523987,-5.06017653582762,3
"Joe Kapp",1986,"California",1486.51655511522,201,1503.00868523987,-16.4921301246559,4
"Joe Kines",1992,"Arkansas",1474.68091891624,280,1537.79782000833,-63.116901092086,0
"Joe Kines",2006,"Alabama",1489.07161775378,406,1554.24186550751,-65.1702477537244,0
"Joe Krivak",1987,"Maryland",1503.21875811885,60,1499.24629455749,3.97246356136407,0
"Joe Krivak",1988,"Maryland",1527.12639444997,20,1499.24629455749,27.8800998924842,1
"Joe Krivak",1989,"Maryland",1506.24879343473,49,1499.24629455749,7.00249887724726,2
"Joe Krivak",1990,"Maryland",1476.84109069415,266,1499.24629455749,-22.4052038633401,3
"Joe Krivak",1991,"Maryland",1444.29620131854,303,1499.24629455749,-54.9500932389501,4
"Joe Lee Dunn",1983,"New Mexico",1499.49074145605,91,1470.54224366658,28.9484977894722,0
"Joe Lee Dunn",1984,"New Mexico",1489.1787449658,171,1470.54224366658,18.6365012992253,1
"Joe Lee Dunn",1985,"New Mexico",1463.74269871662,211,1470.54224366658,-6.79954494996127,2
"Joe Lee Dunn",1986,"New Mexico",1455.46835392658,226,1470.54224366658,-15.0738897399992,3
"Joe Lee Dunn",1994,"Mississippi",1481.3877617888,292,1512.47018718921,-31.0824254004083,0
"Joe Morrison",1980,"New Mexico",1489.52376617037,125,1470.54224366658,18.9815225037917,0
"Joe Morrison",1981,"New Mexico",1481.19304676042,155,1470.54224366658,10.6508030938414,1
"Joe Morrison",1982,"New Mexico",1514.52459803338,23,1470.54224366658,43.9823543668069,2
"Joe Morrison",1983,"South Carolina",1502.99379541458,47,1511.73149000104,-8.73769458646234,0
"Joe Morrison",1984,"South Carolina",1514.78745957597,22,1511.73149000104,3.05596957492435,1
"Joe Morrison",1985,"South Carolina",1502.89065777481,51,1511.73149000104,-8.84083222622803,2
"Joe Morrison",1986,"South Carolina",1501.65431885729,62,1511.73149000104,-10.0771711437562,3
"Joe Morrison",1987,"South Carolina",1510.67152231755,36,1511.73149000104,-1.05996768349564,4
"Joe Morrison",1988,"South Carolina",1505.29096218955,60,1511.73149000104,-6.44052781149298,5
"Joe Novak",1996,"Northern Illinois",1423.8691437807,362,1500.77531884889,-76.9061750681901,0
"Joe Novak",1997,"Northern Illinois",1364.80896961293,388,1500.77531884889,-135.96634923596,1
"Joe Novak",1998,"Northern Illinois",1373.1414673262,399,1500.77531884889,-127.633851522692,2
"Joe Novak",1999,"Northern Illinois",1425.45452113618,403,1500.77531884889,-75.320797712709,3
"Joe Novak",2000,"Northern Illinois",1455.34615925237,390,1500.77531884889,-45.4291595965187,4
"Joe Novak",2001,"Northern Illinois",1474.20283391157,384,1500.77531884889,-26.572484937325,5
"Joe Novak",2002,"Northern Illinois",1530.54877980299,55,1500.77531884889,29.7734609540962,6
"Joe Novak",2003,"Northern Illinois",1571.80027161879,28,1500.77531884889,71.0249527699034,7
"Joe Novak",2004,"Northern Illinois",1583.58506033971,22,1500.77531884889,82.809741490822,8
"Joe Novak",2005,"Northern Illinois",1558.98293289707,36,1500.77531884889,58.2076140481827,9
"Joe Novak",2006,"Northern Illinois",1535.5902645739,49,1500.77531884889,34.8149457250142,10
"Joe Novak",2007,"Northern Illinois",1455.20951513119,489,1500.77531884889,-45.5658037177029,11
"Joe Paterno",1966,"Penn St.",1500.28604722678,6,1604.78060852618,-104.494561299406,0
"Joe Paterno",1967,"Penn St.",1554.66272359088,1,1604.78060852618,-50.1178849353046,1
"Joe Paterno",1968,"Penn St.",1618.62816844159,1,1604.78060852618,13.8475599154028,2
"Joe Paterno",1969,"Penn St.",1660.52363925519,1,1604.78060852618,55.7430307290101,3
"Joe Paterno",1970,"Penn St.",1633.70992220434,1,1604.78060852618,28.9293136781598,4
"Joe Paterno",1971,"Penn St.",1650.08042416008,1,1604.78060852618,45.2998156338931,5
"Joe Paterno",1972,"Penn St.",1653.53632433964,1,1604.78060852618,48.7557158134578,6
"Joe Paterno",1973,"Penn St.",1680.98384893017,1,1604.78060852618,76.2032404039874,7
"Joe Paterno",1974,"Penn St.",1666.61070769226,1,1604.78060852618,61.8300991660772,8
"Joe Paterno",1975,"Penn St.",1643.78867914268,1,1604.78060852618,39.008070616502,9
"Joe Paterno",1976,"Penn St.",1593.28875456815,1,1604.78060852618,-11.4918539580276,10
"Joe Paterno",1977,"Penn St.",1636.38690704458,1,1604.78060852618,31.6062985183989,11
"Joe Paterno",1978,"Penn St.",1670.767753907,1,1604.78060852618,65.9871453808134,12
"Joe Paterno",1979,"Penn St.",1615.64738511314,2,1604.78060852618,10.86677658696,13
"Joe Paterno",1980,"Penn St.",1624.4868997676,2,1604.78060852618,19.7062912414137,14
"Joe Paterno",1981,"Penn St.",1630.27713448043,1,1604.78060852618,25.4965259542462,15
"Joe Paterno",1982,"Penn St.",1656.63792975164,1,1604.78060852618,51.8573212254537,16
"Joe Paterno",1983,"Penn St.",1618.90310999846,2,1604.78060852618,14.1225014722797,17
"Joe Paterno",1984,"Penn St.",1563.47936685138,4,1604.78060852618,-41.3012416748011,18
"Joe Paterno",1985,"Penn St.",1631.39738200087,1,1604.78060852618,26.6167734746896,19
"Joe Paterno",1986,"Penn St.",1659.40296686704,1,1604.78060852618,54.6223583408587,20
"Joe Paterno",1987,"Penn St.",1637.39509785568,1,1604.78060852618,32.6144893294932,21
"Joe Paterno",1988,"Penn St.",1556.12460588073,9,1604.78060852618,-48.6560026454515,22
"Joe Paterno",1989,"Penn St.",1578.56372687616,5,1604.78060852618,-26.216881650023,23
"Joe Paterno",1990,"Penn St.",1599.99411261696,4,1604.78060852618,-4.78649590922532,24
"Joe Paterno",1991,"Penn St.",1627.40003431473,5,1604.78060852618,22.619425788547,25
"Joe Paterno",1992,"Penn St.",1600.8425645963,5,1604.78060852618,-3.93804392988591,26
"Joe Paterno",1993,"Penn St.",1607.56943661803,5,1604.78060852618,2.78882809185029,27
"Joe Paterno",1994,"Penn St.",1661.11607690324,3,1604.78060852618,56.3354683770592,28
"Joe Paterno",1995,"Penn St.",1642.0864785786,3,1604.78060852618,37.3058700524148,29
"Joe Paterno",1996,"Penn St.",1657.09262552752,3,1604.78060852618,52.3120170013372,30
"Joe Paterno",1997,"Penn St.",1656.6917232017,4,1604.78060852618,51.9111146755147,31
"Joe Paterno",1998,"Penn St.",1629.10665969659,7,1604.78060852618,24.3260511704125,32
"Joe Paterno",1999,"Penn St.",1637.46468349981,6,1604.78060852618,32.684074973625,33
"Joe Paterno",2000,"Penn St.",1564.68933911895,30,1604.78060852618,-40.0912694072306,34
"Joe Paterno",2001,"Penn St.",1537.08277640935,45,1604.78060852618,-67.6978321168333,35
"Joe Paterno",2002,"Penn St.",1580.84578289525,24,1604.78060852618,-23.9348256309345,36
"Joe Paterno",2003,"Penn St.",1490.60352129665,365,1604.78060852618,-114.177087229531,37
"Joe Paterno",2004,"Penn St.",1480.59156503947,406,1604.78060852618,-124.189043486708,38
"Joe Paterno",2005,"Penn St.",1579.0647217686,26,1604.78060852618,-25.7158867575799,39
"Joe Paterno",2006,"Penn St.",1586.88285582079,19,1604.78060852618,-17.8977527053885,40
"Joe Paterno",2007,"Penn St.",1601.90886150395,17,1604.78060852618,-2.87174702223479,41
"Joe Paterno",2008,"Penn St.",1641.07299723096,7,1604.78060852618,36.2923887047739,42
"Joe Paterno",2009,"Penn St.",1635.89376751619,11,1604.78060852618,31.1131589900117,43
"Joe Paterno",2010,"Penn St.",1601.00117947353,18,1604.78060852618,-3.77942905265354,44
"Joe Paterno",2011,"Penn St.",1610.5244879864,13,1604.78060852618,5.74387946021898,45
"Joe Peace",1988,"Louisiana Tech",1500.24578349186,94,1490.21677008199,10.0290134098741,0
"Joe Peace",1989,"Louisiana Tech",1489.88482310965,225,1490.21677008199,-0.331946972336027,1
"Joe Peace",1990,"Louisiana Tech",1492.41361733224,227,1490.21677008199,2.19684725025036,2
"Joe Peace",1991,"Louisiana Tech",1503.96442485076,57,1490.21677008199,13.7476547687738,3
"Joe Peace",1992,"Louisiana Tech",1492.29344316238,242,1490.21677008199,2.07667308038504,4
"Joe Peace",1993,"Louisiana Tech",1474.99303123128,297,1490.21677008199,-15.2237388507126,5
"Joe Peace",1994,"Louisiana Tech",1462.24047707915,318,1490.21677008199,-27.9762930028442,6
"Joe Peace",1995,"Louisiana Tech",1463.74573835059,318,1490.21677008199,-26.4710317313961,7
"Joe Tiller",1991,"Wyoming",1481.80831490782,261,1484.4392101264,-2.63089521857978,0
"Joe Tiller",1992,"Wyoming",1472.48728698549,285,1484.4392101264,-11.9519231409113,1
"Joe Tiller",1993,"Wyoming",1507.54472377351,51,1484.4392101264,23.105513647112,2
"Joe Tiller",1994,"Wyoming",1504.97892339391,58,1484.4392101264,20.5397132675057,3
"Joe Tiller",1995,"Wyoming",1512.98404238619,53,1484.4392101264,28.5448322597922,4
"Joe Tiller",1996,"Wyoming",1569.41530525245,17,1484.4392101264,84.9760951260473,5
"Joe Tiller",1997,"Purdue (IN)",1597.5834987616,11,1508.85318801815,88.730310743447,0
"Joe Tiller",1998,"Purdue (IN)",1605.70632199153,14,1508.85318801815,96.8531339733802,1
"Joe Tiller",1999,"Purdue (IN)",1598.11592735769,12,1508.85318801815,89.2627393395423,2
"Joe Tiller",2000,"Purdue (IN)",1597.89977092696,19,1508.85318801815,89.0465829088034,3
"Joe Tiller",2001,"Purdue (IN)",1544.05482284224,38,1508.85318801815,35.2016348240854,4
"Joe Tiller",2002,"Purdue (IN)",1536.07442293254,52,1508.85318801815,27.221234914387,5
"Joe Tiller",2003,"Purdue (IN)",1581.61726245617,20,1508.85318801815,72.7640744380203,6
"Joe Tiller",2004,"Purdue (IN)",1559.13476561675,36,1508.85318801815,50.2815775985976,7
"Joe Tiller",2005,"Purdue (IN)",1535.02815802933,47,1508.85318801815,26.1749700111759,8
"Joe Tiller",2006,"Purdue (IN)",1531.87370828128,52,1508.85318801815,23.0205202631269,9
"Joe Tiller",2007,"Purdue (IN)",1541.43708537496,45,1508.85318801815,32.5838973568098,10
"Joe Tiller",2008,"Purdue (IN)",1492.40402530834,423,1508.85318801815,-16.4491627098146,11
"Joey Jones",2010,"South Alabama",1509.68415323138,83,1459.87939152834,49.8047617030425,0
"Joey Jones",2011,"South Alabama",1486.78048669238,498,1459.87939152834,26.9010951640482,1
"Joey Jones",2012,"South Alabama",1402.23092570608,610,1459.87939152834,-57.6484658222514,2
"Joey Jones",2013,"South Alabama",1453.99755407262,594,1459.87939152834,-5.88183745571905,3
"Joey Jones",2014,"South Alabama",1459.83721166018,595,1459.87939152834,-0.0421798681602468,4
"Joey Jones",2015,"South Alabama",1446.74601780738,637,1459.87939152834,-13.1333737209598,5
"John ""Doc"" Holliday",2010,"Marshall (WV)",1476.63887115474,499,1511.07798035376,-34.4391091990224,0
"John ""Doc"" Holliday",2011,"Marshall (WV)",1493.83644104974,461,1511.07798035376,-17.2415393040171,1
"John ""Doc"" Holliday",2012,"Marshall (WV)",1479.83166452604,527,1511.07798035376,-31.2463158277217,2
"John ""Doc"" Holliday",2013,"Marshall (WV)",1522.86838375384,70,1511.07798035376,11.7904034000831,3
"John ""Doc"" Holliday",2014,"Marshall (WV)",1595.19112908394,26,1511.07798035376,84.1131487301852,4
"John ""Doc"" Holliday",2015,"Marshall (WV)",1591.780486244,21,1511.07798035376,80.7025058902461,5
"John Blake",1996,"Oklahoma",1484.94891121788,293,1573.23986520935,-88.2909539914622,0
"John Blake",1997,"Oklahoma",1486.34598099343,306,1573.23986520935,-86.8938842159132,1
"John Blake",1998,"Oklahoma",1502.99641215787,79,1573.23986520935,-70.2434530514738,2
"John Bobo",1993,"Arkansas St.",1503.18017557699,69,1476.34665775422,26.8335178227653,0
"John Bobo",1994,"Arkansas St.",1475.50775912057,305,1476.34665775422,-0.838898633649478,1
"John Bobo",1995,"Arkansas St.",1483.41729911954,291,1476.34665775422,7.07064136531721,2
"John Bobo",1996,"Arkansas St.",1467.79191218932,328,1476.34665775422,-8.55474556490435,3
"John Bonamego",2015,"Central Michigan",1500.47846854398,133,1477.46307168085,23.0153968631296,0
"John Bunting",2001,"North Carolina",1539.71213883338,41,1510.5851879139,29.1269509194801,0
"John Bunting",2002,"North Carolina",1480.49269842707,377,1510.5851879139,-30.0924894868251,1
"John Bunting",2003,"North Carolina",1430.26487116801,447,1510.5851879139,-80.3203167458812,2
"John Bunting",2004,"North Carolina",1469.95516419779,424,1510.5851879139,-40.630023716109,3
"John Bunting",2005,"North Carolina",1490.18101622,389,1510.5851879139,-20.4041716938957,4
"John Bunting",2006,"North Carolina",1444.60171006364,479,1510.5851879139,-65.9834778502532,5
"John Cooper",1979,"Tulsa (OK)",1510,18,1489.96297172542,20.0370282745796,0
"John Cooper",1980,"Tulsa (OK)",1509.89878989433,22,1489.96297172542,19.9358181689138,1
"John Cooper",1981,"Tulsa (OK)",1507.42409242075,36,1489.96297172542,17.4611206953302,2
"John Cooper",1982,"Tulsa (OK)",1513.91787267826,26,1489.96297172542,23.9549009528375,3
"John Cooper",1983,"Tulsa (OK)",1519.1333881122,19,1489.96297172542,29.170416386776,4
"John Cooper",1984,"Tulsa (OK)",1493.57223409341,153,1489.96297172542,3.60926236799082,5
"John Cooper",1985,"Arizona St.",1487.90006726533,191,1515.91022799556,-28.0101607302333,0
"John Cooper",1986,"Arizona St.",1499.90100847312,103,1515.91022799556,-16.0092195224461,1
"John Cooper",1987,"Arizona St.",1530.45560623274,13,1515.91022799556,14.5453782371776,2
"John Cooper",1988,"Ohio St.",1522.84170467455,24,1572.83239855735,-49.9906938827933,0
"John Cooper",1989,"Ohio St.",1517.13127850592,26,1572.83239855735,-55.7011200514319,1
