"Coach","Year","Team","Rating","Rank","avg_team_elo","resid_elo","years_coached"
"Adam Scheier",2013,"Bowling Green (OH)",1490.07693571516,524,1502.16618995754,-12.089254242386,0
"Al Golden",2006,"Temple (PA)",1423.07206670805,493,1464.37664988047,-41.3045831724257,0
"Al Golden",2007,"Temple (PA)",1424.90178501071,511,1464.37664988047,-39.4748648697628,1
"Al Golden",2008,"Temple (PA)",1436.86897992027,510,1464.37664988047,-27.5076699602005,2
"Al Golden",2009,"Temple (PA)",1511.08540309104,73,1464.37664988047,46.7087532105622,3
"Al Golden",2010,"Temple (PA)",1526.66662507735,62,1464.37664988047,62.2899751968762,4
"Al Golden",2011,"Miami (FL)",1512.67444846853,76,1559.45787335731,-46.7834248887818,0
"Al Golden",2012,"Miami (FL)",1524.38429708253,71,1559.45787335731,-35.0735762747811,1
"Al Golden",2013,"Miami (FL)",1550.27207284915,45,1559.45787335731,-9.18580050816036,2
"Al Golden",2014,"Miami (FL)",1519.7780417929,75,1559.45787335731,-39.6798315644101,3
"Al Golden",2015,"Miami (FL)",1520.06357435392,73,1559.45787335731,-39.394299003397,4
"Al Groh",1981,"Wake Forest (NC)",1464.06488749562,164,1479.3154416641,-15.2505541684791,0
"Al Groh",1982,"Wake Forest (NC)",1424.09520583265,177,1479.3154416641,-55.2202358314453,1
"Al Groh",1983,"Wake Forest (NC)",1409.70176292936,193,1479.3154416641,-69.6136787347357,2
"Al Groh",1984,"Wake Forest (NC)",1435.8062076244,202,1479.3154416641,-43.5092340396995,3
"Al Groh",1985,"Wake Forest (NC)",1417.71784566768,218,1479.3154416641,-61.5975959964169,4
"Al Groh",1986,"Wake Forest (NC)",1435.65606273714,231,1479.3154416641,-43.6593789269546,5
"Al Groh",2001,"Virginia",1488.15031428036,353,1504.58383248376,-16.4335182033965,0
"Al Groh",2002,"Virginia",1541.35192958423,47,1504.58383248376,36.7680971004704,1
"Al Groh",2003,"Virginia",1559.29679821565,40,1504.58383248376,54.7129657318937,2
"Al Groh",2004,"Virginia",1570.99480698682,28,1504.58383248376,66.4109745030607,3
"Al Groh",2005,"Virginia",1564.80853997044,31,1504.58383248376,60.2247074866791,4
"Al Groh",2006,"Virginia",1523.90087367424,59,1504.58383248376,19.3170411904866,5
"Al Groh",2007,"Virginia",1568.70549370786,30,1504.58383248376,64.1216612241019,6
"Al Groh",2008,"Virginia",1516.10741437283,66,1504.58383248376,11.5235818890771,7
"Al Groh",2009,"Virginia",1472.79859056895,487,1504.58383248376,-31.7852419148105,8
"Al Kincaid",1981,"Wyoming",1498.35610596649,98,1484.4392101264,13.9168958400917,0
"Al Kincaid",1982,"Wyoming",1499.25811105996,94,1484.4392101264,14.8189009335617,1
"Al Kincaid",1983,"Wyoming",1520.56492484037,16,1484.4392101264,36.125714713969,2
"Al Kincaid",1984,"Wyoming",1515.63959079304,20,1484.4392101264,31.2003806666423,3
"Al Kincaid",1985,"Wyoming",1492.47455488921,170,1484.4392101264,8.03534476281288,4
"Al Kincaid",1990,"Arkansas St.",1489.64694501284,237,1476.34665775422,13.3002872586151,0
"Al Kincaid",1991,"Arkansas St.",1502.45651884669,64,1476.34665775422,26.1098610924716,1
"Al Luginbill",1989,"San Diego St. (CA)",1482.7821619103,241,1491.34031100087,-8.55814909056812,0
"Al Luginbill",1990,"San Diego St. (CA)",1482.41232632164,252,1491.34031100087,-8.92798467923126,1
"Al Luginbill",1991,"San Diego St. (CA)",1483.76817016385,258,1491.34031100087,-7.57214083702115,2
"Al Luginbill",1992,"San Diego St. (CA)",1474.29238019848,283,1491.34031100087,-17.0479308023887,3
"Al Luginbill",1993,"San Diego St. (CA)",1500.67815871778,88,1491.34031100087,9.3378477169133,4
"Al Michaels",1971,"North Carolina St.",1494.14317436982,19,1505.56639717736,-11.4232228075414,0
"Alan ""Al"" Molde",1990,"Western Michigan",1501.97394282592,70,1493.04976606784,8.92417675807587,0
"Alan ""Al"" Molde",1991,"Western Michigan",1495.76498107312,216,1493.04976606784,2.71521500528434,1
"Alan ""Al"" Molde",1992,"Western Michigan",1477.34294041852,275,1493.04976606784,-15.7068256493183,2
"Alan ""Al"" Molde",1993,"Western Michigan",1503.67051344545,64,1493.04976606784,10.620747377611,3
"Alan ""Al"" Molde",1994,"Western Michigan",1501.76326394382,77,1493.04976606784,8.71349787597501,4
"Alan ""Al"" Molde",1995,"Western Michigan",1483.69768289024,289,1493.04976606784,-9.35208317760453,5
"Alan ""Al"" Molde",1996,"Western Michigan",1453.48532732776,347,1493.04976606784,-39.5644387400755,6
"Alan Gooch",2003,"Central Florida",1492.55638350035,359,1493.30276266049,-0.746379160142169,0
"Alex Wood",2014,"Buffalo (NY)",1496.73636625015,479,1432.15769747695,64.5786687732007,0
"Alton ""Al"" Lavan",2003,"Eastern Michigan",1500.83114891215,98,1446.63954775757,54.1916011545864,0
"Andy McCollum",1999,"Middle Tennessee St.",1429.75387429501,400,1487.1789058351,-57.4250315400955,0
"Andy McCollum",2000,"Middle Tennessee St.",1471.55300140361,368,1487.1789058351,-15.6259044314877,1
"Andy McCollum",2001,"Middle Tennessee St.",1516.62546599026,62,1487.1789058351,29.446560155161,2
"Andy McCollum",2002,"Middle Tennessee St.",1482.34805695933,373,1487.1789058351,-4.83084887577002,3
"Andy McCollum",2003,"Middle Tennessee St.",1452.0909855152,430,1487.1789058351,-35.0879203198992,4
"Andy McCollum",2004,"Middle Tennessee St.",1456.36572298769,439,1487.1789058351,-30.8131828474111,5
"Andy McCollum",2005,"Middle Tennessee St.",1440.59933781466,467,1487.1789058351,-46.5795680204421,6
"Art Baker",1985,"East Carolina (NC)",1491.87979504751,174,1493.68815760144,-1.8083625539316,0
"Art Baker",1986,"East Carolina (NC)",1486.87940422548,200,1493.68815760144,-6.80875337596603,1
"Art Baker",1987,"East Carolina (NC)",1491.70628902922,200,1493.68815760144,-1.98186857222095,2
"Art Baker",1988,"East Carolina (NC)",1476.0948126652,236,1493.68815760144,-17.5933449362399,3
"Art Briles",2003,"Houston (TX)",1496.66117797086,327,1494.2949506226,2.36622734826142,0
"Art Briles",2004,"Houston (TX)",1472.70043457968,420,1494.2949506226,-21.5945160429169,1
"Art Briles",2005,"Houston (TX)",1470.87956677703,432,1494.2949506226,-23.4153838455675,2
"Art Briles",2006,"Houston (TX)",1528.07829347597,55,1494.2949506226,33.78334285337,3
"Art Briles",2007,"Houston (TX)",1531.2981726535,54,1494.2949506226,37.0032220309051,4
"Art Briles",2008,"Baylor (TX)",1488.45233564996,433,1499.99382516362,-11.5414895136557,0
"Art Briles",2009,"Baylor (TX)",1461.26336513853,504,1499.99382516362,-38.7304600250843,1
"Art Briles",2010,"Baylor (TX)",1485.85605746861,472,1499.99382516362,-14.137767695003,2
"Art Briles",2011,"Baylor (TX)",1561.30875902952,35,1499.99382516362,61.3149338659032,3
"Art Briles",2012,"Baylor (TX)",1570.74389611103,30,1499.99382516362,70.7500709474091,4
"Art Briles",2013,"Baylor (TX)",1627.21023948102,15,1499.99382516362,127.2164143174,5
"Art Briles",2014,"Baylor (TX)",1651.47367197939,5,1499.99382516362,151.479846815774,6
"Art Briles",2015,"Baylor (TX)",1634.44632920583,10,1499.99382516362,134.452504042216,7
"Augie Tammariello",1977,"Louisiana-Lafayette",1489.43324365913,86,1470.15161008266,19.2816335764728,0
"Augie Tammariello",1978,"Louisiana-Lafayette",1492.07493274435,91,1470.15161008266,21.9233226616902,1
"Augie Tammariello",1979,"Louisiana-Lafayette",1494.05619955826,97,1470.15161008266,23.9045894756034,2
"Barney Cotton",2014,"Nebraska",1492.04412665266,524,1557.7791415384,-65.7350148857361,0
"Barry Alvarez",1990,"Wisconsin",1418.63549643771,290,1537.0791873634,-118.443690925697,0
"Barry Alvarez",1991,"Wisconsin",1437.16499683476,304,1537.0791873634,-99.9141905286408,1
"Barry Alvarez",1992,"Wisconsin",1455.18613569101,309,1537.0791873634,-81.893051672396,2
"Barry Alvarez",1993,"Wisconsin",1545.1446075903,17,1537.0791873634,8.06542022689518,3
"Barry Alvarez",1994,"Wisconsin",1563.95225018596,11,1537.0791873634,26.873062822553,4
"Barry Alvarez",1995,"Wisconsin",1535.11742459025,32,1537.0791873634,-1.9617627731584,5
"Barry Alvarez",1996,"Wisconsin",1549.17250632682,23,1537.0791873634,12.0933189634118,6
"Barry Alvarez",1997,"Wisconsin",1569.59287760104,17,1537.0791873634,32.5136902376316,7
"Barry Alvarez",1998,"Wisconsin",1612.35910884592,11,1537.0791873634,75.2799214825177,8
"Barry Alvarez",1999,"Wisconsin",1634.94275699976,7,1537.0791873634,97.863569636359,9
"Barry Alvarez",2000,"Wisconsin",1628.11219483152,10,1537.0791873634,91.0330074681162,10
"Barry Alvarez",2001,"Wisconsin",1553.54737372158,30,1537.0791873634,16.4681863581791,11
"Barry Alvarez",2002,"Wisconsin",1550.01871435515,42,1537.0791873634,12.9395269917416,12
"Barry Alvarez",2003,"Wisconsin",1538.80999441364,55,1537.0791873634,1.73080705023835,13
"Barry Alvarez",2004,"Wisconsin",1587.69552583646,20,1537.0791873634,50.6163384730557,14
"Barry Alvarez",2005,"Wisconsin",1598.41686193092,21,1537.0791873634,61.3376745675178,15
"Barry Alvarez",2012,"Wisconsin",1515.14671192644,82,1537.0791873634,-21.9324754369682,16
"Barry Alvarez",2014,"Wisconsin",1502.83625965919,115,1537.0791873634,-34.2429277042131,17
"Barry Switzer",1976,"Oklahoma",1510.20062346579,10,1573.23986520935,-63.0392417435517,0
"Barry Switzer",1977,"Oklahoma",1507.65046759935,20,1573.23986520935,-65.5893976100003,1
"Barry Switzer",1978,"Oklahoma",1505.73785069951,27,1573.23986520935,-67.5020145098367,2
"Barry Switzer",1979,"Oklahoma",1504.30338802463,43,1573.23986520935,-68.9364771847142,3
"Barry Switzer",1980,"Oklahoma",1516.11874864805,10,1573.23986520935,-57.1211165613013,4
"Barry Switzer",1981,"Oklahoma",1524.87790145143,6,1573.23986520935,-48.3619637579195,5
"Barry Switzer",1982,"Oklahoma",1518.65842608857,18,1573.23986520935,-54.5814391207762,6
"Barry Switzer",1983,"Oklahoma",1524.31204144546,15,1573.23986520935,-48.9278237638857,7
"Barry Switzer",1984,"Oklahoma",1518.2340310841,19,1573.23986520935,-55.0058341252509,8
"Barry Switzer",1985,"Oklahoma",1513.67552331307,21,1573.23986520935,-59.5643418962748,9
"Barry Switzer",1986,"Oklahoma",1531.64872060412,11,1573.23986520935,-41.5911446052266,10
"Barry Switzer",1987,"Oklahoma",1542.42110976136,9,1573.23986520935,-30.8187554479848,11
"Barry Switzer",1988,"Oklahoma",1561.84235559547,5,1573.23986520935,-11.3975096138809,12
"Barry Wilson",1990,"Duke (NC)",1472.04446804778,273,1464.6707353715,7.37373267627936,0
"Barry Wilson",1991,"Duke (NC)",1456.05199304107,297,1464.6707353715,-8.61874233043727,1
"Barry Wilson",1992,"Duke (NC)",1446.90901691981,313,1464.6707353715,-17.7617184516937,2
"Barry Wilson",1993,"Duke (NC)",1435.11513802762,329,1464.6707353715,-29.5555973438823,3
"Ben Martin",1971,"Air Force (CO)",1493.17470948136,24,1519.28156687152,-26.1068573901655,0
"Ben Martin",1972,"Air Force (CO)",1494.88103211102,27,1519.28156687152,-24.4005347605046,1
"Ben Martin",1973,"Air Force (CO)",1489.95725438676,41,1519.28156687152,-29.3243124847643,2
"Ben Martin",1974,"Air Force (CO)",1492.46794079007,45,1519.28156687152,-26.8136260814538,3
"Ben Martin",1975,"Air Force (CO)",1494.35095559255,42,1519.28156687152,-24.9306112789709,4
"Ben Martin",1976,"Air Force (CO)",1495.76321669441,52,1519.28156687152,-23.5183501771087,5
"Ben Martin",1977,"Air Force (CO)",1496.82241252081,61,1519.28156687152,-22.459154350712,6
"Bennie Ellender",1972,"Tulane (LA)",1489.96527223316,39,1466.26016187998,23.7051103531769,0
"Bennie Ellender",1973,"Tulane (LA)",1492.47395417487,38,1466.26016187998,26.2137922948875,1
"Bennie Ellender",1974,"Tulane (LA)",1505.34018124788,9,1466.26016187998,39.0800193678997,2
"Bennie Ellender",1975,"Tulane (LA)",1514.80218667829,3,1466.26016187998,48.5420247983127,3
"Bill Alton",1981,"Texas-El Paso",1491.58855397578,134,1464.16026561443,27.4282883613569,0
"Bill Arnsparger",1985,"Louisiana St.",1508.16691529407,30,1552.00685204019,-43.8399367461113,0
"Bill Arnsparger",1986,"Louisiana St.",1514.5375528923,25,1552.00685204019,-37.4692991478876,1
"Bill Battle",1971,"Tennessee",1514.40975208433,2,1549.12229206852,-34.7125399841877,0
"Bill Battle",1972,"Tennessee",1523.83567723442,2,1549.12229206852,-25.2866148341063,1
"Bill Battle",1973,"Tennessee",1517.87675792581,3,1549.12229206852,-31.2455341427103,2
"Bill Battle",1974,"Tennessee",1513.40756844436,2,1549.12229206852,-35.7147236241631,3
"Bill Battle",1975,"Tennessee",1510.05567633327,7,1549.12229206852,-39.0666157352528,4
"Bill Battle",1976,"Tennessee",1507.54175724995,15,1549.12229206852,-41.58053481857,5
"Bill Blankenship",2011,"Tulsa (OK)",1526.7715647657,60,1489.96297172542,36.8085930402767,0
"Bill Blankenship",2012,"Tulsa (OK)",1564.37802694865,34,1489.96297172542,74.4150552232327,1
"Bill Blankenship",2013,"Tulsa (OK)",1480.12617078883,553,1489.96297172542,-9.83680093659154,2
"Bill Blankenship",2014,"Tulsa (OK)",1419.48922818674,643,1489.96297172542,-70.4737435386821,3
"Bill Callahan",2004,"Nebraska",1489.33082532529,386,1557.7791415384,-68.4483162131114,0
"Bill Callahan",2005,"Nebraska",1530.23236739923,52,1557.7791415384,-27.5467741391672,1
"Bill Callahan",2006,"Nebraska",1565.212587358,32,1557.7791415384,7.43344581960127,2
"Bill Callahan",2007,"Nebraska",1519.67560476377,63,1557.7791415384,-38.1035367746235,3
"Bill Cubit",2005,"Western Michigan",1515.05400936779,69,1493.04976606784,22.0042432999523,0
"Bill Cubit",2006,"Western Michigan",1542.10408538315,45,1493.04976606784,49.0543193153094,1
"Bill Cubit",2007,"Western Michigan",1491.49149131128,412,1493.04976606784,-1.55827475655769,2
"Bill Cubit",2008,"Western Michigan",1520.70019761909,63,1493.04976606784,27.6504315512468,3
"Bill Cubit",2009,"Western Michigan",1478.95200050009,472,1493.04976606784,-14.0977655677468,4
"Bill Cubit",2010,"Western Michigan",1474.91078560161,503,1493.04976606784,-18.1389804662265,5
"Bill Cubit",2011,"Western Michigan",1478.12361258373,521,1493.04976606784,-14.9261534841144,6
"Bill Cubit",2012,"Western Michigan",1436.71714098045,589,1493.04976606784,-56.3326250873899,7
"Bill Cubit",2015,"Illinois",1455.71823687945,620,1479.90730520233,-24.1890683228849,0
"Bill Curry",1980,"Georgia Tech",1430.51666409177,151,1509.43681372149,-78.9201496297262,0
"Bill Curry",1981,"Georgia Tech",1381.98531039228,168,1509.43681372149,-127.451503329211,1
"Bill Curry",1982,"Georgia Tech",1435.30280509531,175,1509.43681372149,-74.134008626186,2
"Bill Curry",1983,"Georgia Tech",1429.20073812226,191,1509.43681372149,-80.2360755992331,3
"Bill Curry",1984,"Georgia Tech",1469.23665729436,194,1509.43681372149,-40.2001564271309,4
"Bill Curry",1985,"Georgia Tech",1527.83468353336,10,1509.43681372149,18.397869811869,5
"Bill Curry",1986,"Georgia Tech",1504.56207968904,46,1509.43681372149,-4.87473403245781,6
"Bill Curry",1987,"Alabama",1529.24778464089,15,1554.24186550751,-24.9940808666183,0
"Bill Curry",1988,"Alabama",1560.30895309404,6,1554.24186550751,6.06708758652985,1
"Bill Curry",1989,"Alabama",1610.4272069785,3,1554.24186550751,56.1853414709904,2
"Bill Curry",1990,"Kentucky",1525.47388997763,24,1480.53312814776,44.9407618298783,0
"Bill Curry",1991,"Kentucky",1470.2965673092,284,1480.53312814776,-10.2365608385533,1
"Bill Curry",1992,"Kentucky",1454.17867919083,310,1480.53312814776,-26.3544489569206,2
"Bill Curry",1993,"Kentucky",1476.33451475111,294,1480.53312814776,-4.19861339664499,3
"Bill Curry",1994,"Kentucky",1412.08696870148,340,1480.53312814776,-68.4461594462791,4
"Bill Curry",1995,"Kentucky",1431.73059468401,355,1480.53312814776,-48.8025334637473,5
"Bill Curry",1996,"Kentucky",1443.5258090052,356,1480.53312814776,-37.0073191425549,6
"Bill Curry",2010,"Georgia St.",1474.44292791295,505,1432.38143480365,42.0614931093007,0
"Bill Curry",2011,"Georgia St.",1465.18064084973,542,1432.38143480365,32.7992060460774,1
"Bill Curry",2012,"Georgia St.",1447.47159308464,580,1432.38143480365,15.0901582809886,2
"Bill Doba",2003,"Washington St.",1568.03925600542,31,1490.92298871341,77.1162672920154,0
"Bill Doba",2004,"Washington St.",1531.16249306885,59,1490.92298871341,40.2395043554391,1
"Bill Doba",2005,"Washington St.",1491.7891081573,383,1490.92298871341,0.866119443892103,2
"Bill Doba",2006,"Washington St.",1502.74913950755,89,1490.92298871341,11.826150794139,3
"Bill Doba",2007,"Washington St.",1495.79722381483,388,1490.92298871341,4.8742351014273,4
"Bill Dooley",1978,"Virginia Tech",1491.73926294664,93,1544.28673234276,-52.5474693961166,0
"Bill Dooley",1979,"Virginia Tech",1486.44287823173,118,1544.28673234276,-57.843854111027,1
"Bill Dooley",1980,"Virginia Tech",1483.83135341976,137,1544.28673234276,-60.4553789230038,2
"Bill Dooley",1981,"Virginia Tech",1481.92087060599,154,1544.28673234276,-62.3658617367694,3
"Bill Dooley",1982,"Virginia Tech",1468.42469837731,174,1544.28673234276,-75.8620339654483,4
"Bill Dooley",1983,"Virginia Tech",1465.12621359117,188,1544.28673234276,-79.1605187515925,5
"Bill Dooley",1984,"Virginia Tech",1473.65189023279,191,1544.28673234276,-70.6348421099733,6
"Bill Dooley",1985,"Virginia Tech",1491.23688586472,179,1544.28673234276,-53.0498464780383,7
"Bill Dooley",1986,"Virginia Tech",1493.42766439854,179,1544.28673234276,-50.8590679442184,8
"Bill Dooley",1987,"Wake Forest (NC)",1513.90287663956,29,1479.3154416641,34.5874349754638,0
"Bill Dooley",1988,"Wake Forest (NC)",1535.45287090671,13,1479.3154416641,56.1374292426096,1
"Bill Dooley",1989,"Wake Forest (NC)",1500.28142188082,89,1479.3154416641,20.965980216718,2
"Bill Dooley",1990,"Wake Forest (NC)",1482.10950494836,254,1479.3154416641,2.79406328426217,3
"Bill Dooley",1991,"Wake Forest (NC)",1452.85214234792,298,1479.3154416641,-26.4632993161752,4
"Bill Dooley",1992,"Wake Forest (NC)",1485.07125733804,264,1479.3154416641,5.75581567393897,5
"Bill Hess",1967,"Ohio",1491.11699991022,11,1485.21565071834,5.90134919188176,0
"Bill Hess",1968,"Ohio",1493.33774993267,10,1485.21565071834,8.122099214326,1
"Bill Hess",1969,"Ohio",1488.71331510819,19,1485.21565071834,3.49766438985216,2
"Bill Hess",1970,"Ohio",1485.08839602554,28,1485.21565071834,-0.127254692801898,3
"Bill Hess",1971,"Ohio",1488.81629701915,32,1485.21565071834,3.6006463008132,4
"Bill Hess",1972,"Ohio",1491.61222276437,36,1485.21565071834,6.39657204602463,5
"Bill Hess",1973,"Ohio",1488.39015421527,42,1485.21565071834,3.17450349692513,6
"Bill Hess",1974,"Ohio",1485.68359960322,54,1485.21565071834,0.46794888488148,7
"Bill Hess",1975,"Ohio",1489.26269970242,57,1485.21565071834,4.0470489840759,8
"Bill Hess",1976,"Ohio",1491.94702477681,64,1485.21565071834,6.7313740584716,9
"Bill Hess",1977,"Ohio",1493.96026858261,70,1485.21565071834,8.74461786426832,10
"Bill Lewis",1978,"Wyoming",1490.13365168461,98,1484.4392101264,5.69444155820975,0
"Bill Lewis",1979,"Wyoming",1502.17728638699,49,1484.4392101264,17.7380762605917,1
"Bill Lewis",1989,"East Carolina (NC)",1500.426936229,84,1493.68815760144,6.73877862755171,0
"Bill Lewis",1990,"East Carolina (NC)",1473.92144443805,271,1493.68815760144,-19.76671316339,1
"Bill Lewis",1991,"East Carolina (NC)",1512.10537022461,34,1493.68815760144,18.4172126231613,2
"Bill Lewis",1992,"Georgia Tech",1505.03237287228,63,1509.43681372149,-4.40444084921751,0
"Bill Lewis",1993,"Georgia Tech",1481.97776940941,283,1509.43681372149,-27.4590443120835,1
"Bill Lewis",1994,"Georgia Tech",1486.48332705706,277,1509.43681372149,-22.953486664436,2
"Bill Lynch",1995,"Ball St. (IN)",1519.23792586189,46,1475.89372736157,43.3441985003262,0
"Bill Lynch",1996,"Ball St. (IN)",1548.00434443301,25,1475.89372736157,72.1106170714402,1
"Bill Lynch",1997,"Ball St. (IN)",1514.38451828469,52,1475.89372736157,38.4907909231245,2
"Bill Lynch",1998,"Ball St. (IN)",1426.30445044057,394,1475.89372736157,-49.5892769209991,3
"Bill Lynch",1999,"Ball St. (IN)",1357.79879979051,413,1475.89372736157,-118.094927571057,4
"Bill Lynch",2000,"Ball St. (IN)",1423.84466845364,415,1475.89372736157,-52.0490589079322,5
"Bill Lynch",2001,"Ball St. (IN)",1455.57050284479,403,1475.89372736157,-20.3232245167826,6
"Bill Lynch",2002,"Ball St. (IN)",1467.57570953491,399,1475.89372736157,-8.31801782665684,7
"Bill Lynch",2007,"Indiana",1495.86798880294,386,1480.61747074489,15.2505180580531,0
"Bill Lynch",2008,"Indiana",1440.55726584615,509,1480.61747074489,-40.0602048987353,1
"Bill Lynch",2009,"Indiana",1429.18913697036,530,1480.61747074489,-51.4283337745321,2
"Bill Lynch",2010,"Indiana",1441.72988557963,539,1480.61747074489,-38.8875851652613,3
"Bill Mallory",1978,"Colorado",1509.10782193188,11,1510.43008404731,-1.32226211543707,0
"Bill Mallory",1980,"Northern Illinois",1505.12314983668,39,1500.77531884889,4.34783098779008,0
"Bill Mallory",1981,"Northern Illinois",1503.84236237751,51,1500.77531884889,3.06704352861993,1
"Bill Mallory",1982,"Northern Illinois",1502.88177178313,53,1500.77531884889,2.10645293424227,2
"Bill Mallory",1983,"Northern Illinois",1502.16132883735,54,1500.77531884889,1.38600998845914,3
"Bill Mallory",1984,"Indiana",1501.62099662801,58,1480.61747074489,21.0035258831235,0
"Bill Mallory",1985,"Indiana",1513.029756985,23,1480.61747074489,32.4122862401121,1
"Bill Mallory",1986,"Indiana",1510.23164537407,33,1480.61747074489,29.614174629183,2
"Bill Mallory",1987,"Indiana",1507.67373403055,49,1480.61747074489,27.0562632856652,3
"Bill Mallory",1988,"Indiana",1505.75530052292,58,1480.61747074489,25.1378297780268,4
"Bill Mallory",1989,"Indiana",1504.31647539219,56,1480.61747074489,23.6990046472979,5
"Bill Mallory",1990,"Indiana",1523.03073706876,27,1480.61747074489,42.4132663238718,6
"Bill Mallory",1991,"Indiana",1535.04220463631,21,1480.61747074489,54.4247338914192,7
"Bill Mallory",1992,"Indiana",1541.5036996369,16,1480.61747074489,60.8862288920068,8
"Bill Mallory",1993,"Indiana",1525.62355083361,26,1480.61747074489,45.0060800887172,9
"Bill Mallory",1994,"Indiana",1516.25985063103,43,1480.61747074489,35.6423798861417,10
"Bill Mallory",1995,"Indiana",1474.96295117976,303,1480.61747074489,-5.65451956512811,11
"Bill Mallory",1996,"Indiana",1462.32454091287,339,1480.61747074489,-18.2929298320173,12
"Bill McCartney",1984,"Colorado",1488.97685040007,172,1510.43008404731,-21.4532336472448,0
"Bill McCartney",1985,"Colorado",1501.50855727996,64,1510.43008404731,-8.9215267673585,1
"Bill McCartney",1986,"Colorado",1499.12668019649,131,1510.43008404731,-11.3034038508229,2
"Bill McCartney",1987,"Colorado",1506.3284124757,51,1510.43008404731,-4.10167157161686,3
"Bill McCartney",1988,"Colorado",1518.92540800004,27,1510.43008404731,8.49532395272331,4
"Bill McCartney",1989,"Colorado",1529.16514414426,19,1510.43008404731,18.7350600969439,5
"Bill McCartney",1990,"Colorado",1536.87592581638,17,1510.43008404731,26.4458417690619,6
"Bill McCartney",1991,"Colorado",1552.10956632717,11,1510.43008404731,41.6794822798536,7
"Bill McCartney",1992,"Colorado",1556.73535266634,9,1510.43008404731,46.3052686190217,8
"Bill McCartney",1993,"Colorado",1535.16860336993,22,1510.43008404731,24.7385193226137,9
"Bill McCartney",1994,"Colorado",1556.03183688803,16,1510.43008404731,45.6017528407124,10
"Bill Michael",1978,"Texas-El Paso",1489.54054460929,100,1464.16026561443,25.3802789948606,0
"Bill Michael",1979,"Texas-El Paso",1472.25009565625,132,1464.16026561443,8.08983004182483,1
"Bill Michael",1980,"Texas-El Paso",1479.3225315446,146,1464.16026561443,15.1622659301711,2
"Bill Michael",1981,"Texas-El Paso",1484.49189865845,150,1464.16026561443,20.3316330440214,3
"Bill Mondt",1977,"New Mexico",1510,9,1470.54224366658,39.4577563334226,0
"Bill Mondt",1978,"New Mexico",1497.09718553013,71,1470.54224366658,26.5549418635535,1
"Bill Mondt",1979,"New Mexico",1487.48553357089,115,1470.54224366658,16.9432899043136,2
"Bill O'Brien",2012,"Penn St.",1546.06093397422,47,1604.78060852618,-58.7196745519602,0
"Bill O'Brien",2013,"Penn St.",1548.20488509469,48,1604.78060852618,-56.5757234314942,1
"Bill Peterson",1967,"Florida St.",1501.60551773092,7,1615.16563237436,-113.560114643442,0
"Bill Peterson",1968,"Florida St.",1501.20413829819,5,1615.16563237436,-113.961494076171,1
"Bill Peterson",1969,"Florida St.",1500.90310372364,5,1615.16563237436,-114.262528650718,2
"Bill Peterson",1970,"Florida St.",1500.67732779273,9,1615.16563237436,-114.488304581628,3
"Bill Peterson",1971,"Rice (TX)",1500.50799584455,12,1486.659463349,13.8485324955491,0
"Bill Snyder",1989,"Kansas St.",1427.61236011922,267,1527.5581263104,-99.9457661911804,0
"Bill Snyder",1990,"Kansas St.",1438.48453113215,288,1527.5581263104,-89.0735951782574,1
"Bill Snyder",1991,"Kansas St.",1476.17696431903,272,1527.5581263104,-51.3811619913786,2
"Bill Snyder",1992,"Kansas St.",1465.68306631051,295,1527.5581263104,-61.8750599998925,3
"Bill Snyder",1993,"Kansas St.",1538.81492807454,18,1527.5581263104,11.2568017641354,4
"Bill Snyder",1994,"Kansas St.",1572.18112609364,8,1527.5581263104,44.622999783234,5
"Bill Snyder",1995,"Kansas St.",1609.99585980555,7,1527.5581263104,82.4377334951407,6
"Bill Snyder",1996,"Kansas St.",1618.8732442938,8,1527.5581263104,91.3151179833917,7
"Bill Snyder",1997,"Kansas St.",1647.87566716365,5,1527.5581263104,120.317540853246,8
"Bill Snyder",1998,"Kansas St.",1646.72341684498,4,1527.5581263104,119.165290534579,9
"Bill Snyder",1999,"Kansas St.",1665.29822245037,3,1527.5581263104,137.740096139963,10
"Bill Snyder",2000,"Kansas St.",1644.52971905058,4,1527.5581263104,116.97159274018,11
"Bill Snyder",2001,"Kansas St.",1594.72696226475,15,1527.5581263104,67.1688359543407,12
"Bill Snyder",2002,"Kansas St.",1625.65681389807,7,1527.5581263104,98.0986875876663,13
"Bill Snyder",2003,"Kansas St.",1640.85316340564,10,1527.5581263104,113.295037095237,14
"Bill Snyder",2004,"Kansas St.",1548.67247522026,43,1527.5581263104,21.1143489098572,15
"Bill Snyder",2005,"Kansas St.",1521.78035030856,59,1527.5581263104,-5.77777600184845,16
"Bill Snyder",2009,"Kansas St.",1504.23963396693,86,1527.5581263104,-23.3184923434749,17
"Bill Snyder",2010,"Kansas St.",1506.86639201252,92,1527.5581263104,-20.6917342978802,18
"Bill Snyder",2011,"Kansas St.",1576.63791960213,30,1527.5581263104,49.0797932917262,19
"Bill Snyder",2012,"Kansas St.",1628.42724839736,9,1527.5581263104,100.869122086959,20
"Bill Snyder",2013,"Kansas St.",1608.51523890725,20,1527.5581263104,80.957112596845,21
"Bill Snyder",2014,"Kansas St.",1616.08361927539,12,1527.5581263104,88.5254929649836,22
"Bill Snyder",2015,"Kansas St.",1557.2163739724,42,1527.5581263104,29.6582476619994,23
