"date","coach","coach2","coach_win","coach_margin","year","han"
14582,"Steve Stripling","Frank Solich",1,10,2009,"Neutral"
14583,"Nick L. Saban","Urban Meyer",1,19,2009,"Away"
14583,"Mike Stoops","Pete Carroll",1,4,2009,"Away"
14583,"Chris Petersen","DeWayne Walker",1,35,2009,"Home"
14583,"Jeff Tedford","Steve Sarkisian",0,-32,2009,"Home"
14583,"Brian Kelly","Dave Wannstedt",1,1,2009,"Away"
14583,"Jeff Quinn","Dave Wannstedt",1,1,2009,"Away"
14583,"Dabo Swinney","Paul Johnson",0,-5,2009,"Home"
14583,"Randy Edsall","Jim Leavitt",1,2,2009,"Home"
14583,"Skip Holtz","Kevin Sumlin",1,6,2009,"Home"
14583,"Howard Schnellenberger","Mario Cristobal",1,7,2009,"Away"
14583,"Pat Hill","Ron Zook",1,1,2009,"Away"
14583,"Greg McMackin","Bret Bielema",0,-41,2009,"Away"
14583,"Derek Dooley","Dick Tomey",1,35,2009,"Home"
14583,"Bo Pelini","Mack Brown",0,-1,2009,"Neutral"
14583,"Greg Schiano","Bill Stewart",0,-3,2009,"Away"
14590,"Rich Ellerson","Ken Niumatalolo",0,-14,2009,"Home"
14597,"George O'Leary","Greg Schiano",0,-21,2009,"Neutral"
14597,"Pat Hill","Dave Christensen",0,-7,2009,"Home"
14598,"Rick Stockstill","Larry Fedora",1,10,2009,"Away"
14600,"Bronco Mendenhall","Mike Riley",1,24,2009,"Away"
14601,"Jeff Tedford","Kyle Whittingham",0,-10,2009,"Home"
14602,"Chris Ault","June Jones",0,-35,2009,"Home"
14604,"Frank Spaziani","Pete Carroll",0,-11,2009,"Neutral"
14604,"Mark Snyder","Frank Solich",1,4,2009,"Neutral"
14604,"Rick Minter","Frank Solich",1,4,2009,"Neutral"
14604,"Butch Davis","Dave Wannstedt",0,-2,2009,"Home"
14605,"Dabo Swinney","Rich Brooks",1,8,2009,"Away"
14606,"Mark Richt","Mike Sherman",1,24,2009,"Neutral"
14607,"Randy Shannon","Bret Bielema",0,-6,2009,"Home"
14607,"Al Golden","Rick Neuheisel",0,-9,2009,"Neutral"
14608,"Mike Stoops","Bo Pelini",0,-33,2009,"Home"
14608,"Dave Clawson","Robb Akey",0,-1,2009,"Home"
14609,"Troy Calhoun","Kevin Sumlin",1,27,2009,"Away"
14609,"Paul Rhoads","Tim Brewster",1,1,2009,"Away"
14609,"Gary Pinkel","Ken Niumatalolo",0,-22,2009,"Home"
14609,"Bob Stoops","Jim Harbaugh",1,4,2009,"Away"
14609,"Lane Kiffin","Frank Beamer",0,-23,2009,"Home"
14610,"Gene Chizik","Pat Fitzgerald",1,3,2009,"Away"
14610,"Brian Kelly","Urban Meyer",0,-27,2009,"Home"
14610,"Jeff Quinn","Urban Meyer",0,-27,2009,"Home"
14610,"Bobby Bowden","Bill Stewart",1,12,2009,"Neutral"
14610,"Les Miles","Joe Paterno",0,-2,2009,"Home"
14610,"Jim Tressel","Chip Kelly",1,9,2009,"Away"
14611,"Bobby ""Bob"" Petrino","Skip Holtz",1,3,2009,"Away"
14611,"Randy Edsall","Steve Spurrier",1,13,2009,"Neutral"
14611,"Mark Dantonio","Mike Leach",0,-10,2009,"Home"
14611,"Mark Dantonio","Ruffin McNeill",0,-10,2009,"Home"
14611,"Houston Nutt","Mike Gundy",1,14,2009,"Neutral"
14611,"Jerry Kill","Jim Leavitt",0,-24,2009,"Neutral"
14613,"Chris Petersen","Gary Patterson",1,7,2009,"Neutral"
14614,"Paul Johnson","Kirk Ferentz",0,-10,2009,"Home"
14615,"Butch Jones","Larry Blakeney",1,3,2009,"Away"
14615,"Steve Stripling","Larry Blakeney",1,3,2009,"Away"
14616,"Nick L. Saban","Mack Brown",1,16,2009,"Away"
14854,"Greg McMackin","Lane Kiffin",0,-13,2010,"Away"
14854,"Paul Rhoads","Jerry Kill",1,17,2010,"Home"
14854,"Paul Rhoads","Tom Matukewicz",1,17,2010,"Home"
14854,"John ""Doc"" Holliday","Jim Tressel",0,-38,2010,"Home"
14854,"Rick Stockstill","Jeff Horton",0,-7,2010,"Away"
14854,"Rick Stockstill","Tim Brewster",0,-7,2010,"Away"
14854,"Dave Wannstedt","Kyle Whittingham",0,-3,2010,"Home"
14854,"Phil Bennett","Kyle Whittingham",0,-3,2010,"Home"
14854,"Steve Spurrier","Larry Fedora",1,28,2010,"Home"
14855,"Mike Stoops","Tim Beckman",1,39,2010,"Away"
14856,"Rob Ianello","Doug Marrone",0,-26,2010,"Away"
14856,"Nick L. Saban","Mike MacIntyre",1,45,2010,"Home"
14856,"Steve Roberts","Gene Chizik",0,-26,2010,"Home"
14856,"Rich Ellerson","Ron English",1,4,2010,"Away"
14856,"Dave Clawson","Larry Blakeney",0,-3,2010,"Home"
14856,"Bronco Mendenhall","Steve Sarkisian",1,6,2010,"Home"
14856,"Butch Jones","Pat Hill",0,-14,2010,"Home"
14856,"Dabo Swinney","Mike Canales",1,25,2010,"Home"
14856,"Dabo Swinney","Todd Dodge",1,25,2010,"Home"
14856,"Brian Cabral","Steve Fairchild",1,21,2010,"Neutral"
14856,"Dan Hawkins","Steve Fairchild",1,21,2010,"Neutral"
14856,"Randy Edsall","Rich Rodriguez",0,-20,2010,"Home"
14856,"Urban Meyer","Lance Guidry",1,22,2010,"Home"
14856,"Urban Meyer","Michael Haywood",1,22,2010,"Home"
14856,"Mark Richt","Rickey Bustle",1,48,2010,"Home"
14856,"Kevin Sumlin","Brad Wright",1,40,2010,"Home"
14856,"Ron Zook","Gary Pinkel",0,-10,2010,"Neutral"
14856,"Bill Snyder","Rick Neuheisel",1,9,2010,"Home"
14856,"Joker Phillips","Charlie Strong",1,7,2010,"Away"
14856,"Les Miles","Butch Davis",1,6,2010,"Away"
14856,"Larry Porter","Dan Mullen",0,-42,2010,"Home"
14856,"Mark Dantonio","Bill Cubit",1,24,2010,"Home"
14856,"Bo Pelini","Willie Taggart",1,39,2010,"Home"
14856,"Bobby Hauck","Bret Bielema",0,-20,2010,"Away"
14856,"Mike Locksley","Chip Kelly",0,-72,2010,"Home"
14856,"Pat Fitzgerald","Robbie Caldwell",1,2,2010,"Away"
14856,"Brian Kelly","Danny Hope",1,11,2010,"Home"
14856,"Bob Stoops","Gary Andersen",1,7,2010,"Home"
14856,"Mike Gundy","Paul Wulff",1,48,2010,"Home"
14856,"Mike Riley","Gary Patterson",0,-9,2010,"Neutral"
14856,"David Bailiff","Mack Brown",0,-17,2010,"Away"
14857,"Ruffin McNeill","Todd Graham",1,2,2010,"Home"
14857,"June Jones","Tommy Tuberville",0,-8,2010,"Home"
14858,"Chris Petersen","Frank Beamer",1,3,2010,"Neutral"
14858,"Ralph Friedgen","Ken Niumatalolo",1,3,2010,"Neutral"
14861,"Gene Chizik","Dan Mullen",1,3,2010,"Away"
14861,"Dan Enos","Al Golden",0,-3,2010,"Home"
14862,"Kevin Sumlin","Mike Price",1,30,2010,"Home"
14862,"John ""Doc"" Holliday","Bill Stewart",0,-3,2010,"Away"
14863,"Troy Calhoun","Bronco Mendenhall",1,21,2010,"Home"
14863,"Nick L. Saban","Joe Paterno",1,21,2010,"Home"
14863,"Bobby ""Bob"" Petrino","Todd Berry",1,24,2010,"Neutral"
14863,"Steve Roberts","Rickey Bustle",0,-7,2010,"Home"
14863,"Rich Ellerson","Greg McMackin",0,-3,2010,"Away"
14863,"Art Briles","Jeff Quinn",1,28,2010,"Home"
14863,"Frank Spaziani","Doug Martin",1,13,2010,"Home"
14863,"Dave Clawson","Todd Graham",0,-13,2010,"Home"
14863,"Jeff Tedford","Brian Cabral",1,45,2010,"Home"
14863,"Jeff Tedford","Dan Hawkins",1,45,2010,"Home"
14863,"George O'Leary","Tom O'Brien",0,-7,2010,"Away"
14863,"Steve Fairchild","Chris Ault",0,-45,2010,"Home"
14863,"David Cutcliffe","Jim Grobe",0,-6,2010,"Home"
14863,"Ruffin McNeill","Larry Porter",1,22,2010,"Home"
14863,"Ron English","Lance Guidry",0,-7,2010,"Home"
14863,"Ron English","Michael Haywood",0,-7,2010,"Home"
14863,"Urban Meyer","Skip Holtz",1,24,2010,"Home"
14863,"Howard Schnellenberger","Mark Dantonio",0,-13,2010,"Neutral"
14863,"Mario Cristobal","Greg Schiano",0,-5,2010,"Away"
14863,"Jimbo Fisher","Bob Stoops",0,-30,2010,"Home"
14863,"Mark Richt","Steve Spurrier",0,-11,2010,"Home"
14863,"Jeff Monken","Ken Niumatalolo",0,-6,2010,"Home"
14863,"Paul Johnson","Turner Gill",0,-3,2010,"Home"
14863,"Robb Akey","Bo Pelini",0,-21,2010,"Home"
14863,"Kirk Ferentz","Paul Rhoads",1,28,2010,"Home"
14863,"Joker Phillips","Willie Taggart",1,35,2010,"Home"
14863,"Les Miles","Robbie Caldwell",1,24,2010,"Away"
14863,"Sonny Dykes","Mike Sherman",0,-32,2010,"Home"
14863,"Jeff Stoutland","Jim Tressel",0,-12,2010,"Home"
14863,"Randy Shannon","Jim Tressel",0,-12,2010,"Home"
14863,"Rich Rodriguez","Brian Kelly",1,4,2010,"Away"
14863,"Houston Nutt","Bob Toledo",1,14,2010,"Away"
14863,"Bobby Hauck","Kyle Whittingham",0,-28,2010,"Home"
14863,"Mike Locksley","Tommy Tuberville",0,-35,2010,"Away"
14863,"DeWayne Walker","Brady Hoke",0,-20,2010,"Away"
14863,"Mike Canales","David Bailiff",0,-1,2010,"Away"
14863,"Todd Dodge","David Bailiff",0,-1,2010,"Away"
14863,"Frank Solich","Tim Beckman",0,-7,2010,"Away"
14863,"Mike Gundy","Larry Blakeney",1,3,2010,"Home"
14863,"Chip Kelly","Derek Dooley",1,35,2010,"Away"
14863,"Mike MacIntyre","Bret Bielema",0,-13,2010,"Home"
14863,"Lane Kiffin","Mike London",1,3,2010,"Home"
14863,"Jim Harbaugh","Rick Neuheisel",1,35,2010,"Away"
14863,"Doug Marrone","Steve Sarkisian",0,-21,2010,"Home"
14863,"Mack Brown","Dave Christensen",1,27,2010,"Home"
14868,"Butch Jones","Tom O'Brien",0,-11,2010,"Home"
14869,"Jeff Tedford","Chris Ault",0,-21,2010,"Home"
14869,"Turner Gill","Larry Fedora",0,-15,2010,"Home"
14870,"Troy Calhoun","Bob Stoops",0,-3,2010,"Home"
14870,"Rob Ianello","Joker Phillips",0,-37,2010,"Home"
14870,"Nick L. Saban","David Cutcliffe",1,49,2010,"Away"
14870,"Mike Stoops","Kirk Ferentz",1,7,2010,"Home"
14870,"Dennis Erickson","Bret Bielema",0,-1,2010,"Home"
14870,"Bobby ""Bob"" Petrino","Mark Richt",1,7,2010,"Away"
14870,"Steve Roberts","Todd Berry",1,14,2010,"Home"
14870,"Rich Ellerson","Mike Canales",1,24,2010,"Home"
14870,"Rich Ellerson","Todd Dodge",1,24,2010,"Home"
14870,"Gene Chizik","Dabo Swinney",1,3,2010,"Home"
14870,"Stan Parrish","Danny Hope",0,-11,2010,"Home"
14870,"Art Briles","Gary Patterson",0,-35,2010,"Home"
14870,"Chris Petersen","Dave Christensen",1,45,2010,"Away"
14870,"Dave Clawson","John ""Doc"" Holliday",1,16,2010,"Home"
14870,"Bronco Mendenhall","Jimbo Fisher",0,-24,2010,"Home"
14870,"Jeff Quinn","George O'Leary",0,-14,2010,"Away"
14870,"Dan Enos","Ron English",1,38,2010,"Away"
14870,"Brian Cabral","Greg McMackin",1,18,2010,"Home"
14870,"Dan Hawkins","Greg McMackin",1,18,2010,"Home"
14870,"Steve Fairchild","Lance Guidry",0,-21,2010,"Home"
14870,"Steve Fairchild","Michael Haywood",0,-21,2010,"Home"
14870,"Randy Edsall","Al Golden",0,-14,2010,"Home"
14870,"Ruffin McNeill","Frank Beamer",0,-22,2010,"Home"
14870,"Urban Meyer","Derek Dooley",1,14,2010,"Away"
14870,"Mario Cristobal","Mike Sherman",0,-7,2010,"Home"
14870,"Pat Hill","Gary Andersen",1,17,2010,"Away"
14870,"Paul Johnson","Butch Davis",1,6,2010,"Away"
14870,"Kevin Sumlin","Rick Neuheisel",0,-18,2010,"Home"
14870,"Robb Akey","Bobby Hauck",1,23,2010,"Home"
14870,"Ron Zook","Jerry Kill",1,6,2010,"Home"
14870,"Ron Zook","Tom Matukewicz",1,6,2010,"Home"
14870,"Bill Lynch","Willie Taggart",1,17,2010,"Away"
14870,"Paul Rhoads","Bill Snyder",0,-7,2010,"Neutral"
14870,"Doug Martin","Joe Paterno",0,-24,2010,"Home"
14870,"Les Miles","Dan Mullen",1,22,2010,"Home"
14870,"Sonny Dykes","Ken Niumatalolo",0,-14,2010,"Away"
14870,"Charlie Strong","Mike Riley",0,-7,2010,"Home"
14870,"Ralph Friedgen","Bill Stewart",0,-14,2010,"Home"
14870,"Kevin Morris","Rich Rodriguez",0,-5,2010,"Home"
14870,"Larry Porter","Rick Stockstill",1,7,2010,"Home"
14870,"Mark Dantonio","Brian Kelly",1,3,2010,"Home"
14870,"Jeff Horton","Lane Kiffin",0,-11,2010,"Away"
14870,"Tim Brewster","Lane Kiffin",0,-11,2010,"Away"
14870,"Houston Nutt","Robbie Caldwell",0,-14,2010,"Away"
14870,"Gary Pinkel","Brady Hoke",1,3,2010,"Home"
14870,"Bo Pelini","Steve Sarkisian",1,35,2010,"Away"
14870,"Mike Locksley","Kyle Whittingham",0,-42,2010,"Away"
14870,"DeWayne Walker","Mike Price",0,-32,2010,"Home"
14870,"Pat Fitzgerald","David Bailiff",1,17,2010,"Away"
14870,"Frank Solich","Jim Tressel",0,-36,2010,"Home"
14870,"Mike Gundy","Todd Graham",1,37,2010,"Home"
14870,"June Jones","Paul Wulff",1,14,2010,"Home"
14870,"Jim Harbaugh","Jim Grobe",1,44,2010,"Home"
14870,"Mack Brown","Tommy Tuberville",1,10,2010,"Away"
14870,"Tim Beckman","Bill Cubit",1,13,2010,"Away"
14875,"Jeff Stoutland","Dave Wannstedt",1,28,2010,"Away"
14875,"Jeff Stoutland","Phil Bennett",1,28,2010,"Away"
14875,"Randy Shannon","Dave Wannstedt",1,28,2010,"Away"
14875,"Randy Shannon","Phil Bennett",1,28,2010,"Away"
14876,"June Jones","Gary Patterson",0,-17,2010,"Away"
14877,"Troy Calhoun","Dave Christensen",1,6,2010,"Away"
14877,"Rob Ianello","Bill Lynch",0,-15,2010,"Home"
14877,"Nick L. Saban","Bobby ""Bob"" Petrino",1,4,2010,"Away"
14877,"Mike Stoops","Jeff Tedford",1,1,2010,"Home"
14877,"Dennis Erickson","Chip Kelly",0,-11,2010,"Away"
14877,"Steve Roberts","Larry Blakeney",0,-7,2010,"Home"
14877,"Rich Ellerson","David Cutcliffe",1,14,2010,"Away"
14877,"Gene Chizik","Steve Spurrier",1,8,2010,"Home"
14877,"Stan Parrish","Kirk Ferentz",0,-45,2010,"Home"
14877,"Art Briles","David Bailiff",1,17,2010,"Away"
14877,"Chris Petersen","Mike Riley",1,13,2010,"Home"
14877,"Frank Spaziani","Frank Beamer",0,-19,2010,"Away"
14877,"Dave Clawson","Rich Rodriguez",0,-44,2010,"Home"
14877,"Bronco Mendenhall","Chris Ault",0,-14,2010,"Away"
14877,"Jeff Quinn","Randy Edsall",0,-24,2010,"Home"
14877,"George O'Leary","Bill Snyder",0,-4,2010,"Home"
14877,"Dan Enos","Pat Fitzgerald",0,-5,2010,"Home"
14877,"Butch Jones","Bob Stoops",0,-2,2010,"Away"
14877,"Steve Fairchild","Robb Akey",1,2,2010,"Home"
14877,"Ron English","Jim Tressel",0,-53,2010,"Home"
14877,"Urban Meyer","Joker Phillips",1,34,2010,"Home"
14877,"Howard Schnellenberger","Mike Canales",0,-4,2010,"Away"
14877,"Howard Schnellenberger","Todd Dodge",0,-4,2010,"Away"
14877,"Mario Cristobal","Ralph Friedgen",0,-14,2010,"Home"
14877,"Jimbo Fisher","Jim Grobe",1,31,2010,"Home"
14877,"Pat Hill","Houston Nutt",0,-17,2010,"Home"
14877,"Mark Richt","Dan Mullen",0,-12,2010,"Home"
14877,"Paul Johnson","Tom O'Brien",0,-17,2010,"Away"
14877,"Kevin Sumlin","Bob Toledo",1,19,2010,"Home"
14877,"Turner Gill","DeWayne Walker",1,26,2010,"Home"
14877,"Rickey Bustle","Rick Stockstill",0,-20,2010,"Away"
14877,"Les Miles","Bill Stewart",1,6,2010,"Home"
14877,"Sonny Dykes","Larry Fedora",0,-1,2010,"Away"
14877,"John ""Doc"" Holliday","Frank Solich",1,1,2010,"Home"
14877,"Larry Porter","Mike Price",0,-3,2010,"Home"
14877,"Lance Guidry","Gary Pinkel",0,-38,2010,"Home"
14877,"Michael Haywood","Gary Pinkel",0,-38,2010,"Home"
14877,"Jeff Horton","Jerry Kill",0,-11,2010,"Away"
14877,"Jeff Horton","Tom Matukewicz",0,-11,2010,"Away"
14877,"Tim Brewster","Jerry Kill",0,-11,2010,"Away"
14877,"Tim Brewster","Tom Matukewicz",0,-11,2010,"Away"
14877,"Bobby Hauck","Mike Locksley",1,35,2010,"Home"
14877,"Butch Davis","Greg Schiano",1,4,2010,"Away"
14877,"Brian Kelly","Jim Harbaugh",0,-23,2010,"Away"
14877,"Joe Paterno","Al Golden",1,9,2010,"Home"
14877,"Danny Hope","Tim Beckman",0,-11,2010,"Away"
14877,"Brady Hoke","Gary Andersen",1,34,2010,"Home"
14877,"Mike MacIntyre","Kyle Whittingham",0,-53,2010,"Home"
14877,"Skip Holtz","Willie Taggart",1,12,2010,"Home"
14877,"Lane Kiffin","Paul Wulff",1,34,2010,"Away"
14877,"Mack Brown","Rick Neuheisel",0,-22,2010,"Away"
14882,"Mike Gundy","Mike Sherman",1,3,2010,"Home"
14883,"Bronco Mendenhall","Gary Andersen",0,-15,2010,"Home"
14884,"Troy Calhoun","Ken Niumatalolo",1,8,2010,"Home"
14884,"Rob Ianello","Jerry Kill",0,-36,2010,"Away"
14884,"Rob Ianello","Tom Matukewicz",0,-36,2010,"Away"
14884,"Nick L. Saban","Urban Meyer",1,25,2010,"Home"
14884,"Dennis Erickson","Mike Riley",0,-3,2010,"Home"
14884,"Steve Roberts","Charlie Strong",0,-10,2010,"Away"
14884,"Rich Ellerson","Al Golden",0,-7,2010,"Away"
14884,"Gene Chizik","Todd Berry",1,49,2010,"Home"
14884,"Stan Parrish","Dan Enos",1,14,2010,"Away"
14884,"Art Briles","Turner Gill",1,48,2010,"Home"
14884,"Chris Petersen","DeWayne Walker",1,59,2010,"Away"
14884,"Frank Spaziani","Brian Kelly",0,-18,2010,"Away"
14884,"Dave Clawson","Jeff Quinn",0,-2,2010,"Away"
14884,"Dabo Swinney","Jeff Stoutland",0,-9,2010,"Away"
14884,"Dabo Swinney","Randy Shannon",0,-9,2010,"Away"
14884,"Brian Cabral","Mark Richt",1,2,2010,"Home"
14884,"Dan Hawkins","Mark Richt",1,2,2010,"Home"
14884,"Steve Fairchild","Gary Patterson",0,-27,2010,"Away"
14884,"Randy Edsall","Robbie Caldwell",1,19,2010,"Home"
14884,"David Cutcliffe","Ralph Friedgen",0,-5,2010,"Home"
14884,"Ruffin McNeill","Butch Davis",0,-25,2010,"Home"
14884,"Ron English","Frank Solich",0,-13,2010,"Away"
14884,"Howard Schnellenberger","Skip Holtz",0,-28,2010,"Home"
14884,"Mario Cristobal","Dave Wannstedt",0,-27,2010,"Home"
14884,"Mario Cristobal","Phil Bennett",0,-27,2010,"Home"
14884,"Jimbo Fisher","Mike London",1,20,2010,"Away"
14884,"Paul Johnson","Jim Grobe",1,4,2010,"Away"
14884,"Greg McMackin","Sonny Dykes",1,20,2010,"Home"
14884,"Robb Akey","Bill Cubit",1,20,2010,"Away"
14884,"Ron Zook","Jim Tressel",0,-11,2010,"Away"
14884,"Bill Lynch","Rich Rodriguez",0,-7,2010,"Away"
14884,"Kirk Ferentz","Joe Paterno",1,21,2010,"Home"
14884,"Paul Rhoads","Tommy Tuberville",1,14,2010,"Home"
14884,"Doug Martin","Lance Guidry",0,-6,2010,"Home"
14884,"Doug Martin","Michael Haywood",0,-6,2010,"Home"
14884,"Joker Phillips","Houston Nutt",0,-7,2010,"Home"
14884,"Rickey Bustle","Mike Canales",1,1,2010,"Away"
14884,"Rickey Bustle","Todd Dodge",1,1,2010,"Away"
14884,"Les Miles","Derek Dooley",1,2,2010,"Home"
14884,"John ""Doc"" Holliday","Larry Fedora",0,-25,2010,"Home"
14884,"Larry Porter","Todd Graham",0,-41,2010,"Away"
14884,"Mark Dantonio","Bret Bielema",1,10,2010,"Home"
14884,"Jeff Horton","Pat Fitzgerald",0,-1,2010,"Away"
14884,"Tim Brewster","Pat Fitzgerald",0,-1,2010,"Away"
14884,"Chris Ault","Bobby Hauck",1,18,2010,"Away"
14884,"Mike Locksley","Mike Price",0,-18,2010,"Away"
14884,"Tom O'Brien","Frank Beamer",0,-11,2010,"Away"
14884,"Bob Stoops","Mack Brown",1,8,2010,"Away"
14884,"Chip Kelly","Jim Harbaugh",1,21,2010,"Home"
14884,"David Bailiff","June Jones",0,-11,2010,"Away"
14884,"Greg Schiano","Bob Toledo",0,-3,2010,"Away"
14884,"Lane Kiffin","Steve Sarkisian",0,-1,2010,"Away"
14884,"Tim Beckman","Dave Christensen",0,-5,2010,"Away"
14884,"Rick Neuheisel","Paul Wulff",1,14,2010,"Home"
14887,"Rick Stockstill","Larry Blakeney",0,-29,2010,"Away"
14889,"Bill Snyder","Bo Pelini",0,-35,2010,"Away"
14890,"Randy Edsall","Greg Schiano",0,-3,2010,"Home"
14890,"Rickey Bustle","Mike Gundy",0,-26,2010,"Away"
14891,"Troy Calhoun","Steve Fairchild",1,22,2010,"Home"
14891,"Rob Ianello","Doug Martin",0,-11,2010,"Home"
14891,"Nick L. Saban","Steve Spurrier",0,-14,2010,"Home"
14891,"Mike Stoops","Mike Riley",0,-2,2010,"Away"
14891,"Dennis Erickson","Steve Sarkisian",1,10,2010,"Away"
14891,"Bobby ""Bob"" Petrino","Mike Sherman",1,7,2010,"Neutral"
14891,"Steve Roberts","Mike Canales",1,5,2010,"Away"
14891,"Steve Roberts","Todd Dodge",1,5,2010,"Away"
14891,"Rich Ellerson","Bob Toledo",1,18,2010,"Away"
14891,"Gene Chizik","Joker Phillips",1,3,2010,"Away"
14891,"Stan Parrish","Bill Cubit",0,-29,2010,"Away"
14891,"Art Briles","Tommy Tuberville",0,-7,2010,"Home"
14891,"Chris Petersen","Tim Beckman",1,43,2010,"Home"
14891,"Frank Spaziani","Tom O'Brien",0,-27,2010,"Home"
14891,"Dave Clawson","Frank Solich",0,-24,2010,"Home"
14891,"Bronco Mendenhall","Brady Hoke",1,3,2010,"Home"
14891,"Jeff Tedford","Rick Neuheisel",1,28,2010,"Home"
14891,"Dan Enos","Frank Beamer",0,-24,2010,"Home"
14891,"Butch Jones","Lance Guidry",1,42,2010,"Home"
14891,"Butch Jones","Michael Haywood",1,42,2010,"Home"
14891,"Dabo Swinney","Butch Davis",0,-5,2010,"Home"
14891,"Brian Cabral","Gary Pinkel",0,-26,2010,"Home"
14891,"Dan Hawkins","Gary Pinkel",0,-26,2010,"Home"
14891,"Ruffin McNeill","Larry Fedora",1,1,2010,"Away"
14891,"Ron English","Robbie Caldwell",0,-46,2010,"Home"
14891,"Urban Meyer","Les Miles",0,-4,2010,"Away"
14891,"Howard Schnellenberger","Todd Berry",0,-3,2010,"Home"
14891,"Mario Cristobal","Willie Taggart",1,7,2010,"Home"
14891,"Jimbo Fisher","Jeff Stoutland",1,28,2010,"Away"
14891,"Jimbo Fisher","Randy Shannon",1,28,2010,"Away"
14891,"Pat Hill","Greg McMackin",0,-22,2010,"Away"
14891,"Mark Richt","Derek Dooley",1,27,2010,"Home"
14891,"Paul Johnson","Mike London",1,12,2010,"Home"
14891,"Kevin Sumlin","Dan Mullen",0,-23,2010,"Away"
14891,"Ron Zook","Joe Paterno",1,20,2010,"Away"
14891,"Bill Lynch","Jim Tressel",0,-28,2010,"Home"
14891,"Paul Rhoads","Kyle Whittingham",0,-41,2010,"Away"
14891,"Sonny Dykes","Gary Andersen",1,18,2010,"Home"
14891,"Charlie Strong","Larry Porter",1,56,2010,"Home"
14891,"Rich Rodriguez","Mark Dantonio",0,-17,2010,"Away"
14891,"Jeff Horton","Bret Bielema",0,-18,2010,"Home"
14891,"Tim Brewster","Bret Bielema",0,-18,2010,"Home"
14891,"Ken Niumatalolo","Jim Grobe",1,1,2010,"Away"
14891,"Chris Ault","Mike MacIntyre",1,22,2010,"Home"
14891,"Bobby Hauck","Bill Stewart",0,-39,2010,"Home"
14891,"Mike Locksley","DeWayne Walker",0,-2,2010,"Home"
14891,"Jerry Kill","Al Golden",1,14,2010,"Home"
14891,"Tom Matukewicz","Al Golden",1,14,2010,"Home"
14891,"Pat Fitzgerald","Danny Hope",0,-3,2010,"Away"
14891,"Brian Kelly","Dave Wannstedt",1,6,2010,"Home"
14891,"Brian Kelly","Phil Bennett",1,6,2010,"Home"
14891,"Chip Kelly","Paul Wulff",1,20,2010,"Away"
14891,"David Bailiff","Mike Price",0,-20,2010,"Home"
14891,"Skip Holtz","Doug Marrone",0,-4,2010,"Away"
14891,"Lane Kiffin","Jim Harbaugh",0,-2,2010,"Home"
14891,"June Jones","Todd Graham",1,3,2010,"Home"
14891,"Gary Patterson","Dave Christensen",1,45,2010,"Home"
14895,"George O'Leary","John ""Doc"" Holliday",1,21,2010,"Away"
14896,"Turner Gill","Bill Snyder",0,-52,2010,"Away"
14896,"Skip Holtz","Bill Stewart",0,-14,2010,"Home"
14897,"Butch Jones","Charlie Strong",1,8,2010,"Away"
14898,"Troy Calhoun","Brady Hoke",0,-2,2010,"Home"
14898,"Rob Ianello","Frank Solich",0,-28,2010,"Home"
14898,"Nick L. Saban","Houston Nutt",1,13,2010,"Home"
14898,"Mike Stoops","Paul Wulff",1,17,2010,"Away"
14898,"Bobby ""Bob"" Petrino","Gene Chizik",0,-22,2010,"Home"
14898,"Steve Roberts","Bill Lynch",0,-2,2010,"Home"
14898,"Rich Ellerson","Greg Schiano",0,-3,2010,"Neutral"
14898,"Stan Parrish","Ron English",0,-3,2010,"Away"
14898,"Art Briles","Brian Cabral",1,6,2010,"Away"
14898,"Art Briles","Dan Hawkins",1,6,2010,"Away"
14898,"Chris Petersen","Mike MacIntyre",1,48,2010,"Away"
14898,"Frank Spaziani","Jimbo Fisher",0,-5,2010,"Home"
14898,"Dave Clawson","Al Golden",0,-1,2010,"Home"
14898,"Bronco Mendenhall","Gary Patterson",0,-28,2010,"Home"
14898,"Jeff Quinn","Jerry Kill",0,-31,2010,"Home"
14898,"Jeff Quinn","Tom Matukewicz",0,-31,2010,"Home"
14898,"Jeff Tedford","Lane Kiffin",0,-34,2010,"Home"
14898,"Dan Enos","Lance Guidry",0,-7,2010,"Away"
14898,"Dan Enos","Michael Haywood",0,-7,2010,"Away"
14898,"Dabo Swinney","Ralph Friedgen",1,24,2010,"Home"
14898,"Steve Fairchild","Bobby Hauck",1,33,2010,"Home"
14898,"David Cutcliffe","Jeff Stoutland",0,-15,2010,"Away"
14898,"David Cutcliffe","Randy Shannon",0,-15,2010,"Away"
14898,"Ruffin McNeill","Tom O'Brien",1,6,2010,"Home"
14898,"Urban Meyer","Dan Mullen",0,-3,2010,"Away"
14898,"Mario Cristobal","Mike Canales",1,24,2010,"Away"
14898,"Mario Cristobal","Todd Dodge",1,24,2010,"Away"
14898,"Pat Hill","DeWayne Walker",1,23,2010,"Home"
14898,"Mark Richt","Robbie Caldwell",1,43,2010,"Home"
14898,"Paul Johnson","Rick Stockstill",1,28,2010,"Home"
14898,"Greg McMackin","Chris Ault",1,6,2010,"Home"
14898,"Kevin Sumlin","David Bailiff",0,-3,2010,"Away"
14898,"Robb Akey","Sonny Dykes",0,-13,2010,"Home"
14898,"Ron Zook","Mark Dantonio",0,-20,2010,"Home"
