"date","coach","coach2","coach_win","coach_margin","year","han"
13463,"Randy Edsall","Dave Wannstedt",1,1,2006,"Home"
13463,"Skip Holtz","Mark Snyder",1,13,2006,"Home"
13463,"Jeff Genyk","Paul Johnson",0,-28,2006,"Neutral"
13463,"Urban Meyer","Steve Spurrier",1,1,2006,"Home"
13463,"Howard Schnellenberger","Larry Blakeney",0,-7,2006,"Away"
13463,"Don Strock","Charlie Weatherbie",0,-35,2006,"Away"
13463,"Bobby Bowden","Jim Grobe",0,-30,2006,"Away"
13463,"Pat Hill","Hal Clay Mumme",1,5,2006,"Home"
13463,"Chan Gailey","John Bunting",1,7,2006,"Away"
13463,"June Jones","Jack Bicknell, Jr.",1,44,2006,"Home"
13463,"Art Briles","Phil Bennett",1,10,2006,"Away"
13463,"Ron Zook","Joe Tiller",0,-11,2006,"Away"
13463,"Terry Hoeppner","Lloyd Carr",0,-31,2006,"Away"
13463,"Kirk Ferentz","Bret Bielema",0,-3,2006,"Away"
13463,"Ron Prince","Mack Brown",1,3,2006,"Home"
13463,"Doug Martin","Frank Beamer",0,-23,2006,"Home"
13463,"Rich Brooks","Bobby Johnson",1,12,2006,"Home"
13463,"Rickey Bustle","Darrell Dickey",0,-9,2006,"Away"
13463,"Ralph Friedgen","Larry Coker",1,1,2006,"Home"
13463,"John L. Smith","Glen Mason",0,-13,2006,"Away"
13463,"Bill Callahan","Dennis Franchione",1,1,2006,"Away"
13463,"Chris Ault","Brent Guy",1,42,2006,"Home"
13463,"Mike Sanford","Chuck Long",0,-14,2006,"Home"
13463,"Rocky Long","Gary Patterson",0,-6,2006,"Away"
13463,"Pat Fitzgerald","Jim Tressel",0,-44,2006,"Away"
13463,"Bob Stoops","Mike Leach",1,10,2006,"Home"
13463,"Mike Bellotti","Pete Carroll",0,-25,2006,"Home"
13463,"Mike Riley","Karl Dorrell",0,-18,2006,"Home"
13463,"Joe Paterno","Al Golden",1,47,2006,"Home"
13463,"Todd Graham","Steve Kragthorpe",1,3,2006,"Away"
13463,"Jim Leavitt","Greg Robinson",1,17,2006,"Home"
13463,"Jeff Bower","Chris Scelfo",1,28,2006,"Away"
13463,"Walt Harris","Tyrone ""Ty"" Willingham",1,17,2006,"Away"
13466,"Brady Hoke","Tom Amstutz",1,3,2006,"Away"
13467,"Gregg Brandon","Shane Montgomery",0,-2,2006,"Away"
13468,"J.D. Brookhart","Frank Solich",0,-10,2006,"Home"
13468,"Dave Wannstedt","Rich Rodriguez",0,-18,2006,"Away"
13469,"Brian Kelly","Joe Novak",0,-21,2006,"Home"
13469,"Jeff Quinn","Joe Novak",0,-21,2006,"Home"
13469,"Jeff Genyk","Doug Martin",0,-8,2006,"Home"
13470,"Fisher DeBerry","Kyle Whittingham",0,-3,2006,"Away"
13470,"Joe Kines","Tommy Tuberville",0,-7,2006,"Away"
13470,"Mike Shula","Tommy Tuberville",0,-7,2006,"Away"
13470,"Mike Stoops","Mike Bellotti",1,27,2006,"Away"
13470,"Dirk Koetter","Karl Dorrell",0,-12,2006,"Away"
13470,"Houston Nutt","Sylvester ""Sly"" Croom",1,14,2006,"Away"
13470,"Steve Roberts","Larry Blakeney",1,7,2006,"Away"
13470,"Bobby Ross","Charlie Weis",0,-32,2006,"Home"
13470,"Guy Morriss","Bob Stoops",0,-26,2006,"Away"
13470,"Chris Petersen","Brent Guy",1,39,2006,"Home"
13470,"Frank Spaziani","Ralph Friedgen",1,22,2006,"Home"
13470,"Tom O'Brien","Ralph Friedgen",1,22,2006,"Home"
13470,"Bronco Mendenhall","Rocky Long",1,25,2006,"Home"
13470,"Turner Gill","Bret Bielema",0,-32,2006,"Home"
13470,"Jeff Tedford","Pete Carroll",0,-14,2006,"Home"
13470,"George O'Leary","Chris Scelfo",0,-1,2006,"Home"
13470,"Mark Dantonio","Greg Schiano",1,19,2006,"Home"
13470,"Randy Edsall","Greg Robinson",0,-6,2006,"Home"
13470,"Ted Roof","Chan Gailey",0,-28,2006,"Home"
13470,"Skip Holtz","Todd Graham",0,-1,2006,"Home"
13470,"Howard Schnellenberger","Darrell Dickey",1,1,2006,"Away"
13470,"Don Strock","Rickey Bustle",0,-10,2006,"Away"
13470,"Bobby Bowden","Bill Cubit",1,8,2006,"Home"
13470,"Pat Hill","Dennis Erickson",1,34,2006,"Home"
13470,"June Jones","Dick Tomey",1,37,2006,"Home"
13470,"Art Briles","Tommy West",1,3,2006,"Away"
13470,"Ron Zook","Pat Fitzgerald",0,-11,2006,"Home"
13470,"Terry Hoeppner","Joe Tiller",0,-9,2006,"Home"
13470,"Kirk Ferentz","Glen Mason",0,-10,2006,"Home"
13470,"Dan McCarney","Gary Pinkel",1,5,2006,"Home"
13470,"Mark Mangino","Ron Prince",1,19,2006,"Home"
13470,"Rich Brooks","Charlie Weatherbie",1,2,2006,"Home"
13470,"Les Miles","Ed Orgeron",1,3,2006,"Home"
13470,"Jack Bicknell, Jr.","Chris Ault",0,-42,2006,"Away"
13470,"Bobby ""Bob"" Petrino","Jim Leavitt",1,23,2006,"Home"
13470,"Mark Snyder","Mike Price",1,28,2006,"Home"
13470,"Larry Coker","Al Groh",0,-10,2006,"Home"
13470,"Lloyd Carr","Jim Tressel",0,-3,2006,"Home"
13470,"John L. Smith","Joe Paterno",0,-4,2006,"Home"
13470,"Rick Stockstill","Steve Spurrier",0,-45,2006,"Home"
13470,"Paul Johnson","Al Golden",1,36,2006,"Home"
13470,"Mike Sanford","Joe Glenn",0,-8,2006,"Away"
13470,"John Bunting","Chuck Amato",1,14,2006,"Home"
13470,"Mike Gundy","Mike Leach",0,-6,2006,"Home"
13470,"Mike Riley","Walt Harris",1,23,2006,"Away"
13470,"Chuck Long","Gary Patterson",0,-52,2006,"Home"
13470,"Phil Bennett","Steve Kragthorpe",1,10,2006,"Home"
13470,"Phillip Fulmer","Bobby Johnson",1,29,2006,"Away"
13470,"Frank Beamer","Jim Grobe",1,21,2006,"Away"
13470,"Tyrone ""Ty"" Willingham","Bill Doba",1,3,2006,"Away"
13473,"Gregg Brandon","Tom Amstutz",0,-10,2006,"Home"
13475,"Frank Spaziani","Larry Coker",0,-3,2006,"Home"
13475,"Tom O'Brien","Larry Coker",0,-3,2006,"Home"
13476,"Fisher DeBerry","Mike Sanford",0,-3,2006,"Home"
13476,"J.D. Brookhart","Bill Cubit",0,-17,2006,"Away"
13476,"Houston Nutt","Les Miles",0,-5,2006,"Neutral"
13476,"Brady Hoke","Doug Martin",1,24,2006,"Home"
13476,"Turner Gill","Brian Kelly",0,-27,2006,"Away"
13476,"Turner Gill","Jeff Quinn",0,-27,2006,"Away"
13476,"Dan Hawkins","Bill Callahan",0,-23,2006,"Home"
13476,"Jeff Genyk","Joe Novak",0,-27,2006,"Away"
13476,"Pat Hill","Jack Bicknell, Jr.",1,7,2006,"Away"
13476,"Shane Montgomery","Frank Solich",0,-10,2006,"Away"
13476,"Mike Bellotti","Mike Riley",0,-2,2006,"Home"
13476,"Mack Brown","Dennis Franchione",0,-5,2006,"Away"
13476,"Chris Scelfo","Steve Kragthorpe",0,-35,2006,"Home"
13477,"Mike Stoops","Dirk Koetter",0,-14,2006,"Away"
13477,"Steve Roberts","Rickey Bustle",0,-15,2006,"Home"
13477,"Chris Petersen","Chris Ault",1,31,2006,"Away"
13477,"Bronco Mendenhall","Kyle Whittingham",1,2,2006,"Away"
13477,"Mark Dantonio","Randy Edsall",1,3,2006,"Away"
13477,"Tommy Bowden","Steve Spurrier",0,-3,2006,"Away"
13477,"Sonny Lubick","Gary Patterson",0,-31,2006,"Away"
13477,"Ted Roof","John Bunting",0,-1,2006,"Away"
13477,"Skip Holtz","Chuck Amato",1,5,2006,"Away"
13477,"Urban Meyer","Bobby Bowden",1,7,2006,"Away"
13477,"Howard Schnellenberger","Don Strock",1,31,2006,"Away"
13477,"Mark Richt","Chan Gailey",1,3,2006,"Home"
13477,"June Jones","Joe Tiller",1,7,2006,"Home"
13477,"Dennis Erickson","Dick Tomey",0,-15,2006,"Away"
13477,"Mark Mangino","Gary Pinkel",0,-25,2006,"Home"
13477,"Rich Brooks","Phillip Fulmer",0,-5,2006,"Home"
13477,"Charlie Weatherbie","Darrell Dickey",1,20,2006,"Home"
13477,"Bobby ""Bob"" Petrino","Dave Wannstedt",1,24,2006,"Away"
13477,"Mark Snyder","Jeff Bower",0,-35,2006,"Home"
13477,"Ralph Friedgen","Jim Grobe",0,-14,2006,"Away"
13477,"Tommy West","Mike Price",1,19,2006,"Away"
13477,"Rick Stockstill","Larry Blakeney",0,-1,2006,"Away"
13477,"Ed Orgeron","Sylvester ""Sly"" Croom",1,3,2006,"Home"
13477,"Rocky Long","Chuck Long",1,27,2006,"Home"
13477,"Hal Clay Mumme","Brent Guy",1,22,2006,"Away"
13477,"Charlie Weis","Pete Carroll",0,-20,2006,"Home"
13477,"Bob Stoops","Mike Gundy",1,6,2006,"Away"
13477,"Todd Graham","Phil Bennett",1,4,2006,"Home"
13477,"Greg Schiano","Greg Robinson",1,31,2006,"Home"
13477,"Jim Leavitt","Rich Rodriguez",1,5,2006,"Away"
13477,"Al Groh","Frank Beamer",0,-17,2006,"Home"
13482,"Brian Kelly","Frank Solich",1,21,2006,"Neutral"
13482,"Jeff Quinn","Frank Solich",1,21,2006,"Neutral"
13483,"Art Briles","Jeff Bower",1,14,2006,"Away"
13484,"Fisher DeBerry","Gary Patterson",0,-24,2006,"Home"
13484,"Houston Nutt","Urban Meyer",0,-10,2006,"Home"
13484,"Bobby Ross","Paul Johnson",0,-12,2006,"Home"
13484,"Jeff Tedford","Walt Harris",1,9,2006,"Home"
13484,"Sonny Lubick","Chuck Long",0,-11,2006,"Home"
13484,"Randy Edsall","Bobby ""Bob"" Petrino",0,-31,2006,"Home"
13484,"Don Strock","Larry Blakeney",0,-13,2006,"Away"
13484,"Pat Hill","Dick Tomey",0,-10,2006,"Home"
13484,"Chan Gailey","Jim Grobe",0,-3,2006,"Neutral"
13484,"June Jones","Mike Riley",0,-3,2006,"Away"
13484,"Rickey Bustle","Charlie Weatherbie",0,-19,2006,"Away"
13484,"Jack Bicknell, Jr.","Hal Clay Mumme",0,-27,2006,"Home"
13484,"Bill Callahan","Bob Stoops",0,-14,2006,"Neutral"
13484,"Greg Schiano","Rich Rodriguez",0,-2,2006,"Home"
13484,"Pete Carroll","Karl Dorrell",0,-4,2006,"Home"
13497,"Jerry Moore","Don Brown",1,11,2006,"Neutral"
13501,"Joe Novak","Gary Patterson",0,-30,2006,"Home"
13503,"Bronco Mendenhall","Mike Bellotti",1,30,2006,"Away"
13504,"Todd Graham","Larry Blakeney",0,-24,2006,"Home"
13505,"Skip Holtz","Jim Leavitt",0,-17,2006,"Neutral"
13505,"Rocky Long","Dick Tomey",0,-8,2006,"Away"
13505,"Steve Kragthorpe","Kyle Whittingham",0,-12,2006,"Home"
13506,"Dirk Koetter","June Jones",0,-17,2006,"Home"
13508,"Brian Kelly","Rick Stockstill",1,17,2006,"Neutral"
13508,"Jeff Quinn","Rick Stockstill",1,17,2006,"Neutral"
13509,"Bobby Bowden","Karl Dorrell",1,17,2006,"Neutral"
13510,"Joe Kines","Mike Gundy",0,-3,2006,"Neutral"
13510,"Mike Shula","Mike Gundy",0,-3,2006,"Neutral"
13510,"Jeff Tedford","Dennis Franchione",1,35,2006,"Away"
13510,"Ron Prince","Greg Schiano",0,-27,2006,"Home"
13511,"Tommy Bowden","Rich Brooks",0,-8,2006,"Home"
13511,"Art Briles","Steve Spurrier",0,-8,2006,"Home"
13511,"Ralph Friedgen","Joe Tiller",1,17,2006,"Away"
13511,"Glen Mason","Mike Leach",0,-3,2006,"Home"
13511,"Gary Pinkel","Mike Riley",0,-1,2006,"Home"
13512,"Frank Spaziani","Paul Johnson",1,1,2006,"Away"
13512,"Tom O'Brien","Paul Johnson",1,1,2006,"Away"
13512,"Mark Richt","Frank Beamer",1,7,2006,"Away"
13512,"Kirk Ferentz","Mack Brown",0,-2,2006,"Home"
13513,"Larry Coker","Chris Ault",1,1,2006,"Away"
13514,"Houston Nutt","Bret Bielema",0,-3,2006,"Home"
13514,"Tommy Tuberville","Bill Callahan",1,3,2006,"Away"
13514,"Chris Petersen","Bob Stoops",1,1,2006,"Neutral"
13514,"Chan Gailey","Rich Rodriguez",0,-3,2006,"Neutral"
13514,"Lloyd Carr","Pete Carroll",0,-14,2006,"Home"
13514,"Joe Paterno","Phillip Fulmer",1,10,2006,"Away"
13515,"Bobby ""Bob"" Petrino","Jim Grobe",1,11,2006,"Away"
13516,"Les Miles","Charlie Weis",1,27,2006,"Away"
13519,"Mark Dantonio","Bill Cubit",1,3,2006,"Neutral"
13520,"Frank Solich","Jeff Bower",0,-21,2006,"Home"
13521,"Urban Meyer","Jim Tressel",1,27,2006,"Neutral"
13755,"Brady Hoke","Shane Montgomery",0,-1,2007,"Away"
13755,"Turner Gill","Greg Schiano",0,-35,2007,"Home"
13755,"Gene Chizik","Doug Martin",0,-9,2007,"Away"
13755,"Charlie Weatherbie","Todd Graham",0,-18,2007,"Away"
13755,"Les Miles","Sylvester ""Sly"" Croom",1,45,2007,"Away"
13755,"Mike Sanford","Brent Guy",1,7,2007,"Away"
13755,"Mike Riley","Kyle Whittingham",1,17,2007,"Home"
13756,"Ken Niumatalolo","Al Golden",1,11,2007,"Away"
13756,"Paul Johnson","Al Golden",1,11,2007,"Away"
13756,"Greg Robinson","Tyrone ""Ty"" Willingham",0,-30,2007,"Away"
13757,"J.D. Brookhart","Stan Brock",1,8,2007,"Neutral"
13757,"Jerry Moore","Lloyd Carr",1,2,2007,"Away"
13757,"Mike Stoops","Bronco Mendenhall",0,-13,2007,"Home"
13757,"Dennis Erickson","Dick Tomey",1,42,2007,"Home"
13757,"Houston Nutt","Larry Blakeney",1,20,2007,"Home"
13757,"Reggie Herring","Larry Blakeney",1,20,2007,"Home"
13757,"Steve Roberts","Mack Brown",0,-8,2007,"Home"
13757,"Tommy Tuberville","Ron Prince",1,10,2007,"Home"
13757,"Guy Morriss","Gary Patterson",0,-27,2007,"Home"
13757,"Jeff Jagodzinski","Jim Grobe",1,10,2007,"Home"
13757,"Gregg Brandon","Tim Brewster",1,1,2007,"Away"
13757,"Jeff Tedford","Phillip Fulmer",1,14,2007,"Home"
13757,"George O'Leary","Tom O'Brien",1,2,2007,"Away"
13757,"Butch Jones","Mark Mangino",0,-45,2007,"Home"
13757,"Dan Hawkins","Sonny Lubick",1,3,2007,"Neutral"
13757,"Randy Edsall","Ted Roof",1,31,2007,"Away"
13757,"Skip Holtz","Frank Beamer",0,-10,2007,"Home"
13757,"Jeff Genyk","Dave Wannstedt",0,-24,2007,"Home"
13757,"Urban Meyer","David Elson",1,46,2007,"Home"
13757,"Howard Schnellenberger","Rick Stockstill",1,13,2007,"Home"
13757,"Mario Cristobal","Joe Paterno",0,-59,2007,"Home"
13757,"Mark Richt","Mike Gundy",1,21,2007,"Home"
13757,"Chan Gailey","Charlie Weis",1,30,2007,"Away"
13757,"Jon Tenuta","Charlie Weis",1,30,2007,"Away"
13757,"Art Briles","Mike Bellotti",0,-21,2007,"Home"
13757,"Chris Thurmond","Mike Bellotti",0,-21,2007,"Home"
13757,"Robb Akey","Pete Carroll",0,-28,2007,"Home"
13757,"Ron Zook","Gary Pinkel",0,-6,2007,"Neutral"
13757,"Kirk Ferentz","Joe Novak",1,13,2007,"Neutral"
13757,"Rickey Bustle","Steve Spurrier",0,-14,2007,"Home"
13757,"Mark Snyder","Randy Shannon",0,-28,2007,"Home"
13757,"Tommy West","Ed Orgeron",0,-2,2007,"Away"
13757,"Bill Callahan","Chris Ault",1,42,2007,"Home"
13757,"Rocky Long","Mike Price",0,-4,2007,"Home"
13757,"Todd Dodge","Bob Stoops",0,-69,2007,"Home"
13757,"Joe Tiller","Tom Amstutz",1,28,2007,"Away"
13757,"Jim Harbaugh","DeWayne Walker",0,-28,2007,"Away"
13757,"Jim Harbaugh","Karl Dorrell",0,-28,2007,"Away"
13757,"Al Groh","Joe Glenn",0,-20,2007,"Home"
13757,"Bill Doba","Bret Bielema",0,-21,2007,"Home"
13757,"Bill Stewart","Bill Cubit",1,38,2007,"Home"
13757,"Rich Rodriguez","Bill Cubit",1,38,2007,"Home"
13759,"Tommy Bowden","Bobby Bowden",1,6,2007,"Home"
13759,"Phil Bennett","Mike Leach",0,-40,2007,"Away"
13762,"Brian Kelly","Mike Riley",1,31,2007,"Home"
13762,"Steve Kragthorpe","Rick Stockstill",1,16,2007,"Home"
13763,"Ken Niumatalolo","Greg Schiano",0,-17,2007,"Home"
13763,"Paul Johnson","Greg Schiano",0,-17,2007,"Home"
13764,"Troy Calhoun","Kyle Whittingham",1,8,2007,"Away"
13764,"J.D. Brookhart","Jim Tressel",0,-18,2007,"Home"
13764,"Nick L. Saban","Bobby Johnson",1,14,2007,"Away"
13764,"Dennis Erickson","Dan Hawkins",1,19,2007,"Home"
13764,"Tommy Tuberville","Jim Leavitt",0,-3,2007,"Away"
13764,"Brady Hoke","Jeff Genyk",1,22,2007,"Away"
13764,"Guy Morriss","David Bailiff",1,25,2007,"Home"
13764,"Chris Petersen","Tyrone ""Ty"" Willingham",0,-14,2007,"Home"
13764,"Jeff Jagodzinski","Tom O'Brien",1,20,2007,"Home"
13764,"Gregg Brandon","Mark Dantonio",0,-11,2007,"Home"
13764,"Bronco Mendenhall","DeWayne Walker",0,-10,2007,"Home"
13764,"Bronco Mendenhall","Karl Dorrell",0,-10,2007,"Home"
13764,"Turner Gill","Al Golden",1,35,2007,"Away"
13764,"Jeff Tedford","Sonny Lubick",1,6,2007,"Away"
13764,"Butch Jones","Tom Amstutz",1,21,2007,"Home"
13764,"Tommy Bowden","Charlie Weatherbie",1,23,2007,"Home"
13764,"Ted Roof","Al Groh",0,-11,2007,"Home"
13764,"Skip Holtz","Butch Davis",1,3,2007,"Home"
13764,"Urban Meyer","Larry Blakeney",1,28,2007,"Home"
13764,"Howard Schnellenberger","Mike Gundy",0,-36,2007,"Home"
13764,"Mario Cristobal","Ralph Friedgen",0,-16,2007,"Away"
13764,"Pat Hill","Dennis Franchione",0,-2,2007,"Home"
13764,"Pat Hill","Gary Darnell",0,-2,2007,"Home"
13764,"Mark Richt","Steve Spurrier",0,-4,2007,"Away"
13764,"June Jones","Derek Dooley",1,1,2007,"Away"
13764,"Bill Lynch","Bill Cubit",1,10,2007,"Away"
13764,"Kirk Ferentz","Greg Robinson",1,35,2007,"Home"
13764,"Ron Prince","Dick Tomey",1,20,2007,"Home"
13764,"Doug Martin","Rich Brooks",0,-36,2007,"Home"
13764,"Rickey Bustle","Frank Solich",0,-8,2007,"Away"
13764,"Les Miles","Frank Beamer",1,41,2007,"Home"
13764,"Mark Snyder","Bill Stewart",0,-25,2007,"Away"
13764,"Mark Snyder","Rich Rodriguez",0,-25,2007,"Away"
13764,"Randy Shannon","Bob Stoops",0,-38,2007,"Home"
13764,"Shane Montgomery","Tim Brewster",0,-6,2007,"Home"
13764,"Lloyd Carr","Mike Bellotti",0,-32,2007,"Away"
13764,"Ed Orgeron","Gary Pinkel",0,-13,2007,"Away"
13764,"Sylvester ""Sly"" Croom","Bob Toledo",1,21,2007,"Away"
13764,"Bill Callahan","Jim Grobe",1,3,2007,"Away"
13764,"Chris Ault","Pat Fitzgerald",0,-5,2007,"Home"
13764,"Mike Sanford","Bret Bielema",0,-7,2007,"Away"
13764,"Rocky Long","Hal Clay Mumme",1,10,2007,"Home"
13764,"Todd Dodge","Phil Bennett",0,-14,2007,"Home"
13764,"Charlie Weis","Joe Paterno",0,-21,2007,"Home"
13764,"Chuck Long","Bill Doba",0,-28,2007,"Home"
13764,"Jeff Bower","Phillip Fulmer",0,-20,2007,"Home"
13764,"Mack Brown","Gary Patterson",1,21,2007,"Home"
13764,"Mike Price","Mike Leach",0,-14,2007,"Home"
13764,"Brent Guy","Joe Glenn",0,-14,2007,"Home"
13769,"Troy Calhoun","Gary Patterson",1,3,2007,"Home"
13769,"Ralph Friedgen","Bill Stewart",0,-17,2007,"Away"
13769,"Ralph Friedgen","Rich Rodriguez",0,-17,2007,"Away"
13770,"Mike Gundy","Larry Blakeney",0,-18,2007,"Home"
13771,"J.D. Brookhart","Bill Lynch",0,-17,2007,"Home"
13771,"Nick L. Saban","Houston Nutt",1,3,2007,"Home"
13771,"Nick L. Saban","Reggie Herring",1,3,2007,"Home"
13771,"Mike Stoops","Rocky Long",0,-2,2007,"Away"
13771,"Dennis Erickson","Chuck Long",1,21,2007,"Home"
13771,"Steve Roberts","Phil Bennett",1,17,2007,"Home"
13771,"Stan Brock","Jim Grobe",0,-11,2007,"Home"
13771,"Tommy Tuberville","Sylvester ""Sly"" Croom",0,-5,2007,"Away"
13771,"Brady Hoke","Ken Niumatalolo",1,3,2007,"Away"
13771,"Brady Hoke","Paul Johnson",1,3,2007,"Away"
13771,"Guy Morriss","Brad Wright",1,7,2007,"Home"
13771,"Chris Petersen","Joe Glenn",1,10,2007,"Home"
13771,"Jeff Jagodzinski","Chan Gailey",1,14,2007,"Away"
13771,"Jeff Jagodzinski","Jon Tenuta",1,14,2007,"Away"
13771,"Bronco Mendenhall","Todd Graham",0,-8,2007,"Home"
13771,"Turner Gill","Joe Paterno",0,-21,2007,"Home"
13771,"Jeff Tedford","Derek Dooley",1,30,2007,"Home"
13771,"George O'Leary","Mack Brown",0,-3,2007,"Away"
13771,"Butch Jones","Joe Tiller",0,-23,2007,"Home"
13771,"Brian Kelly","Shane Montgomery",1,37,2007,"Away"
13771,"Dan Hawkins","Bobby Bowden",0,-10,2007,"Away"
13771,"Randy Edsall","Al Golden",1,5,2007,"Home"
13771,"Ted Roof","Pat Fitzgerald",1,6,2007,"Away"
13771,"Skip Holtz","Jeff Bower",0,-7,2007,"Away"
13771,"Jeff Genyk","Joe Novak",1,2,2007,"Away"
13771,"Urban Meyer","Phillip Fulmer",1,39,2007,"Home"
13771,"Howard Schnellenberger","Tim Brewster",1,3,2007,"Away"
13771,"Mario Cristobal","Randy Shannon",0,-14,2007,"Away"
13771,"Pat Hill","Mike Bellotti",0,-31,2007,"Home"
13771,"June Jones","Mike Sanford",1,35,2007,"Away"
13771,"Art Briles","Bob Toledo",1,24,2007,"Away"
13771,"Chris Thurmond","Bob Toledo",1,24,2007,"Away"
13771,"Robb Akey","Bill Doba",0,-17,2007,"Home"
13771,"Ron Zook","Greg Robinson",1,21,2007,"Away"
13771,"Kirk Ferentz","Gene Chizik",0,-2,2007,"Home"
13771,"Mark Mangino","Tom Amstutz",1,32,2007,"Home"
13771,"Rich Brooks","Steve Kragthorpe",1,6,2007,"Home"
13771,"Charlie Weatherbie","Dennis Franchione",0,-40,2007,"Home"
13771,"Charlie Weatherbie","Gary Darnell",0,-40,2007,"Home"
13771,"Les Miles","Rick Stockstill",1,44,2007,"Home"
13771,"Lloyd Carr","Charlie Weis",1,38,2007,"Home"
13771,"Mark Dantonio","Dave Wannstedt",1,4,2007,"Home"
13771,"Ed Orgeron","Bobby Johnson",0,-14,2007,"Home"
13771,"Gary Pinkel","Bill Cubit",1,28,2007,"Home"
13771,"Bill Callahan","Pete Carroll",0,-18,2007,"Away"
13771,"Hal Clay Mumme","Mike Price",1,5,2007,"Home"
13771,"Butch Davis","Al Groh",0,-2,2007,"Away"
13771,"Frank Solich","Frank Beamer",0,-21,2007,"Home"
13771,"Jim Tressel","Tyrone ""Ty"" Willingham",1,19,2007,"Away"
13771,"Bob Stoops","Brent Guy",1,51,2007,"Home"
13771,"David Bailiff","Mike Leach",0,-35,2007,"Away"
13771,"Dick Tomey","Jim Harbaugh",0,-37,2007,"Home"
13771,"DeWayne Walker","Kyle Whittingham",0,-38,2007,"Home"
13771,"Karl Dorrell","Kyle Whittingham",0,-38,2007,"Home"
13776,"Randy Shannon","Dennis Franchione",1,17,2007,"Away"
13776,"Randy Shannon","Gary Darnell",1,17,2007,"Away"
13776,"Rick Stockstill","David Elson",0,-3,2007,"Away"
13777,"Bob Stoops","Todd Graham",1,41,2007,"Away"
13778,"Troy Calhoun","Bronco Mendenhall",0,-25,2007,"Home"
13778,"J.D. Brookhart","Doug Martin",1,7,2007,"Home"
13778,"Nick L. Saban","Mark Richt",0,-3,2007,"Away"
13778,"Mike Stoops","Jeff Tedford",0,-18,2007,"Home"
13778,"Dennis Erickson","Mike Riley",1,12,2007,"Home"
13778,"Houston Nutt","Rich Brooks",0,-13,2007,"Away"
13778,"Reggie Herring","Rich Brooks",0,-13,2007,"Away"
13778,"Steve Roberts","Phillip Fulmer",0,-21,2007,"Home"
13778,"Stan Brock","Jeff Jagodzinski",0,-20,2007,"Home"
13778,"Tommy Tuberville","Hal Clay Mumme",1,35,2007,"Home"
13778,"Brady Hoke","Bill Callahan",0,-1,2007,"Home"
13778,"Guy Morriss","Turner Gill",1,13,2007,"Away"
13778,"Gregg Brandon","Al Golden",1,13,2007,"Home"
13778,"George O'Leary","Tommy West",1,36,2007,"Home"
13778,"Brian Kelly","Mark Snyder",1,26,2007,"Home"
13778,"Tommy Bowden","Tom O'Brien",1,22,2007,"Away"
13778,"Dan Hawkins","Shane Montgomery",1,42,2007,"Home"
13778,"Sonny Lubick","Art Briles",0,-11,2007,"Home"
13778,"Sonny Lubick","Chris Thurmond",0,-11,2007,"Home"
13778,"Randy Edsall","Dave Wannstedt",1,20,2007,"Away"
13778,"Ted Roof","Ken Niumatalolo",0,-3,2007,"Home"
13778,"Ted Roof","Paul Johnson",0,-3,2007,"Home"
13778,"Skip Holtz","Bill Stewart",0,-41,2007,"Home"
13778,"Skip Holtz","Rich Rodriguez",0,-41,2007,"Home"
13778,"Urban Meyer","Ed Orgeron",1,6,2007,"Away"
13778,"Howard Schnellenberger","Todd Dodge",1,10,2007,"Away"
13778,"Mario Cristobal","Mark Mangino",0,-52,2007,"Home"
13778,"Chan Gailey","Al Groh",0,-5,2007,"Home"
13778,"Jon Tenuta","Al Groh",0,-5,2007,"Home"
13778,"Robb Akey","Joe Novak",0,-7,2007,"Away"
13778,"Ron Zook","Bill Lynch",1,13,2007,"Away"
13778,"Kirk Ferentz","Bret Bielema",0,-4,2007,"Home"
13778,"Gene Chizik","Tom Amstutz",0,-1,2007,"Home"
13778,"Rickey Bustle","Larry Blakeney",0,-17,2007,"Away"
13778,"Les Miles","Steve Spurrier",1,12,2007,"Home"
13778,"Steve Kragthorpe","Greg Robinson",0,-3,2007,"Away"
13778,"Ralph Friedgen","Jim Grobe",0,-7,2007,"Home"
13778,"Lloyd Carr","Joe Paterno",1,5,2007,"Home"
13778,"Mark Dantonio","Charlie Weis",1,17,2007,"Away"
13778,"Tim Brewster","Joe Tiller",0,-14,2007,"Away"
13778,"Mike Sanford","Kyle Whittingham",1,27,2007,"Home"
13778,"Butch Davis","Jim Leavitt",0,-27,2007,"Home"
13778,"Pat Fitzgerald","Jim Tressel",0,-51,2007,"Home"
13778,"Frank Solich","Joe Glenn",0,-1,2007,"Away"
13778,"Mike Gundy","Mike Leach",1,4,2007,"Home"
13778,"Mike Bellotti","Jim Harbaugh",1,24,2007,"Away"
13778,"David Bailiff","Mack Brown",0,-44,2007,"Home"
13778,"Dick Tomey","Brent Guy",1,3,2007,"Away"
13778,"Pete Carroll","Bill Doba",1,33,2007,"Home"
13778,"Phil Bennett","Gary Patterson",0,-14,2007,"Home"
13778,"DeWayne Walker","Tyrone ""Ty"" Willingham",1,13,2007,"Home"
13778,"Karl Dorrell","Tyrone ""Ty"" Willingham",1,13,2007,"Home"
13783,"Steve Roberts","Tommy West",1,4,2007,"Home"
13783,"Chris Petersen","Jeff Bower",1,22,2007,"Home"
13784,"Jim Leavitt","Bill Stewart",1,8,2007,"Home"
13784,"Jim Leavitt","Rich Rodriguez",1,8,2007,"Home"
